Sample,X(ms) [01.05.2017 19:51:40 133 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
8,800.010500,1230,3515
9,899.992980,1254,3513
10,1000.011100,1262,3489
11,1099.991860,1270,3514
12,1200.069560,1255,3515
13,1299.999860,1262,3515
14,1399.998880,1262,3515
15,1500.016280,1262,3509
16,1599.999360,1230,3483
17,1700.015220,1230,3515
18,1800.003340,1254,3515
19,1900.007480,1255,3483
20,2000.007560,1243,3507
21,2099.993980,1254,3515
22,2199.999060,1261,3515
23,2299.995300,1245,3515
24,2399.996520,1245,3515
25,2500.017880,1262,3515
26,2600.010620,1264,3482
27,2699.998780,1255,3515
28,2799.994880,1258,3515
29,2899.998620,1262,3489
30,2999.996000,1243,3515
31,3099.985500,1261,3515
32,3200.015580,1256,3483
33,3300.004900,1262,3515
34,3400.002560,1256,3507
35,3500.000960,1260,3515
36,3600.024860,1260,3515
37,3700.013560,1232,3489
38,3799.999920,1258,3515
39,3900.010260,1262,3508
40,3999.995060,1262,3515
41,4100.040960,1279,3515
42,4199.997880,1256,3515
43,4299.999180,1263,3515
44,4400.009340,1233,3515
45,4500.003680,1255,3515
46,4600.001040,1262,3515
47,4699.999300,1260,3511
48,4799.994140,1260,3515
49,4900.015880,1262,3515
50,4999.998560,1235,3515
51,5100.018740,1236,3515
52,5200.017620,1262,3515
53,5300.003600,1262,3515
54,5399.993520,1235,3515
55,5500.019200,1278,3515
56,5600.001880,1258,3515
57,5700.017760,1262,3515
58,5799.991820,1262,3515
59,5899.998920,1247,3515
60,5999.997140,1245,3515
61,6100.018880,1228,3515
62,6200.024780,1262,3515
63,6299.997220,1261,3515
64,6400.015220,1230,3515
65,6500.004380,1228,3515
66,6600.002440,1259,3499
67,6700.016680,1249,3515
68,6800.006100,1261,3515
69,6900.012500,1242,3515
70,6999.997560,1261,3514
71,7100.006760,1261,3515
72,7200.025860,1256,3515
73,7300.012180,1247,3515
74,7400.053900,1236,3515
75,7500.000600,1262,3515
76,7600.034620,1229,3501
77,7699.992020,1261,3484
78,7800.002260,1262,3515
79,7900.021620,1258,3515
80,7999.995740,1259,3512
81,8100.025980,1261,3481
82,8199.997960,1261,3498
83,8300.003460,1229,3514
84,8400.029060,1245,3498
85,8499.998180,1255,3515
86,8600.020200,1247,3511
87,8700.004880,1261,3515
88,8800.017240,1261,3512
89,8900.060080,1249,3502
90,9000.003060,1262,3484
91,9099.996480,1249,3502
92,9199.999860,1258,3514
93,9299.997460,1259,3515
94,9400.005580,1262,3514
95,9500.040820,1261,3481
96,9600.009640,1260,3494
97,9700.005460,1259,3515
98,9800.000760,1253,3481
99,9900.014460,1262,3495
100,9999.996100,1246,3484
101,10100.014220,1258,3515
102,10200.026060,1246,3514
103,10300.002800,1262,3512
104,10400.014400,1229,3498
105,10499.996960,1245,3512
106,10600.018200,1258,3482
107,10699.994020,1229,3498
108,10800.012600,1261,3484
109,10900.001160,1262,3485
110,10999.997080,1259,3497
111,11100.000840,1253,3484
112,11199.998220,1262,3499
113,11299.992600,1262,3481
