Sample,X(ms) [01.05.2017 19:40:10 133 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
7,700.003200,1773,1975
8,800.013860,1744,1962
9,900.002500,1741,1979
10,1000.010460,1773,1962
11,1100.018920,1740,1976
12,1199.996120,1757,1974
13,1300.002720,1770,1978
14,1400.018640,1771,2008
15,1500.015820,1757,1949
16,1600.027220,1771,1982
17,1700.011880,1774,1976
18,1800.014520,1744,1979
19,1900.004740,1744,1976
20,2000.027860,1761,1978
21,2099.992880,1744,1976
22,2200.043240,1771,1962
23,2300.032280,1760,1937
24,2400.003720,1757,1973
25,2500.005720,1758,1957
26,2600.013520,1757,1978
27,2700.042740,1770,1975
28,2799.998380,1741,1962
29,2900.002240,1761,1970
30,2999.999400,1773,1978
31,3100.006040,1743,1976
32,3200.019700,1760,1961
33,3299.996220,1774,1979
34,3399.998100,1774,1970
35,3500.003580,1761,1961
36,3600.004940,1771,1979
37,3700.033080,1774,1963
38,3800.001920,1744,1978
39,3900.021480,1758,1972
40,4000.004920,1753,1966
41,4100.003060,1760,1990
42,4200.071300,1744,1958
43,4300.015560,1771,1966
44,4400.009180,1761,1979
45,4500.000580,1761,1962
46,4600.025860,1761,1976
47,4700.017300,1757,1979
48,4800.046960,1761,1975
49,4900.002420,1774,1962
50,5000.038720,1773,1986
51,5100.000440,1774,1964
52,5200.028600,1771,1977
53,5300.028060,1774,1994
54,5400.006780,1757,1976
55,5500.017020,1770,1992
56,5599.993480,1731,1949
57,5700.003280,1754,1980
58,5799.992680,1774,1966
59,5900.006260,1758,1979
60,5999.998060,1761,1962
61,6100.002100,1774,1958
62,6200.022460,1744,1946
63,6300.003600,1773,1962
64,6399.997740,1757,1966
65,6500.011240,1774,1963
66,6600.006820,1774,1975
67,6700.006840,1744,1992
68,6800.008360,1757,1978
69,6900.000940,1756,1975
70,6999.999420,1774,1948
71,7100.005160,1743,1949
72,7200.002000,1774,1975
73,7300.010800,1770,1976
74,7400.021460,1757,1977
75,7500.012920,1774,1979
76,7599.996020,1754,1979
77,7700.041060,1773,1966
78,7800.029220,1741,1950
79,7900.021300,1774,1979
80,7999.997180,1757,1959
81,8100.011780,1774,1995
82,8200.006000,1770,1961
83,8300.004620,1756,1968
84,8399.999300,1761,1946
85,8500.000800,1774,1973
86,8600.025460,1757,1975
87,8700.005680,1744,1978
88,8800.003120,1771,1979
89,8900.030700,1774,1961
90,9000.024880,1774,1948
91,9100.023180,1761,1982
92,9200.021140,1758,1979
93,9300.028360,1774,1959
94,9400.008240,1770,1965
95,9499.999380,1770,1966
96,9600.022700,1773,1935
97,9700.079540,1761,1952
98,9800.025200,1771,1966
99,9900.008600,1771,1978
100,10000.000760,1756,1962
101,10100.088760,1774,1979
102,10200.011160,1771,1979
103,10300.029840,1774,1962
104,10400.008040,1761,1949
105,10500.061400,1774,1979
106,10600.001340,1757,1945
107,10700.003120,1774,1963
108,10800.028060,1757,1995
109,10900.000720,1774,1948
110,11000.017440,1773,1960
111,11099.996960,1774,1974
