Sample,X(ms) [01.05.2017 19:28:05 333 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
8,799.978860,6109,988
9,899.983920,6109,997
10,1000.017420,6109,991
11,1100.007300,6109,998
12,1199.977200,6096,959
13,1300.010020,6101,988
14,1399.987840,6105,1018
15,1499.983100,6109,991
16,1599.983480,6109,990
17,1700.017840,6105,972
18,1800.004060,6108,1011
19,1899.995960,6079,1014
20,1999.989560,6094,983
21,2100.005440,6109,1023
22,2200.024400,6077,983
23,2299.978800,6109,1014
24,2400.041800,6109,1003
25,2500.005440,6107,993
26,2599.989020,6109,976
27,2699.975820,6103,967
28,2800.006640,6109,988
29,2899.991780,6107,1023
30,3000.012260,6092,1022
31,3099.980060,6091,974
32,3199.976540,6109,1001
33,3299.989080,6109,974
34,3399.993880,6077,989
35,3500.004160,6077,1021
36,3599.993340,6109,1022
37,3700.001160,6109,1021
38,3799.999000,6109,989
39,3900.002340,6109,1014
40,3999.993860,6083,989
41,4099.979940,6108,1018
42,4199.979920,6109,983
43,4300.016020,6109,967
44,4400.011380,6079,987
45,4499.996300,6109,932
46,4599.980280,6083,1030
47,4700.033340,6108,982
48,4799.998940,6077,993
49,4900.046900,6107,965
50,4999.992180,6094,997
51,5100.072720,6101,1021
52,5200.002820,6084,1023
53,5299.989540,6092,981
54,5400.043660,6101,983
55,5500.028540,6109,988
56,5599.981720,6079,1013
57,5699.982020,6075,974
58,5799.983700,6108,1014
59,5899.984420,6083,968
60,6000.008400,6109,996
61,6100.029420,6075,953
62,6199.985820,6109,1023
63,6299.996220,6075,964
64,6400.006880,6077,998
65,6499.993500,6092,1019
66,6600.021000,6107,978
67,6700.005120,6078,1014
68,6800.012900,6105,984
69,6900.006500,6075,1023
70,6999.987120,6079,989
71,7100.011760,6107,980
72,7199.988740,6075,993
73,7300.023840,6075,939
74,7399.983700,6076,1030
75,7500.010380,6101,986
76,7599.998000,6093,1023
77,7700.005140,6076,989
78,7800.017400,6079,993
79,7900.012040,6077,1022
80,7999.981060,6103,997
81,8099.980440,6079,1021
82,8199.985980,6107,1023
83,8299.991620,6077,1006
84,8399.991900,6088,1023
85,8500.015240,6058,993
86,8600.030280,6092,963
87,8700.013040,6072,991
88,8800.023440,6075,1018
89,8899.987840,6092,1016
90,9000.002880,6105,1023
91,9099.980020,6075,964
92,9200.012260,6075,966
93,9299.979240,6075,976
94,9400.047440,6073,1023
95,9499.984440,6075,989
96,9599.987700,6075,1023
97,9700.046300,6076,976
98,9799.977340,6075,1006
99,9899.980700,6092,1011
100,9999.980140,6092,991
101,10099.983680,6050,1023
102,10199.987840,6075,1001
103,10299.986800,6075,1023
104,10400.101300,6075,984
105,10499.987560,6075,1023
106,10599.999080,6075,981
107,10699.985580,6077,1002
108,10799.988400,6076,1021
109,10899.992400,6069,1023
110,10999.984380,6075,1023
111,11099.981740,6075,1015
112,11199.993800,6075,1006
113,11300.004800,6075,1010
114,11399.978400,6075,974
115,11499.982080,6068,968
116,11600.008960,6090,987
117,11699.986700,6069,1023
118,11799.986200,6075,1023
119,11899.991580,6067,978
120,11999.995840,6075,1021
121,12100.004240,6075,983
122,12199.982080,6074,978
123,12300.028000,6079,991
124,12399.982000,6049,959
125,12500.009400,6068,965
126,12599.983540,6049,980
127,12699.987100,6073,995
128,12800.009700,6075,967
129,12899.985080,6075,1026
130,12999.987760,6077,988
131,13099.990860,6075,992
132,13199.979400,6081,987
133,13300.003700,6050,964
134,13399.980240,6075,1020
135,13499.991600,6049,964
136,13599.983100,6048,989
137,13699.989420,6075,1022
138,13799.987840,6075,990
139,13900.026880,6075,998
140,14000.006780,6075,1003
141,14099.981040,6049,999
142,14199.987660,6049,978
143,14300.022120,6073,997
144,14399.977720,6049,1014
145,14500.002660,6049,1013
146,14600.014420,6049,1021
147,14700.017480,6069,967
148,14799.984440,6075,980
149,14900.036580,6068,985
150,15000.049040,6073,968
151,15099.989600,6067,981
152,15199.976340,6047,1022
153,15300.047000,6047,951
154,15399.984240,6067,995
155,15499.995080,6073,970
156,15599.982640,6043,997
157,15699.977060,6049,1021
158,15799.984360,6048,968
159,15900.009140,6071,1014
160,15999.978400,6042,960
161,16100.037920,6041,965
162,16200.039080,6043,997
163,16299.983440,6043,1021
164,16400.000840,6068,981
165,16500.044000,6073,1014
166,16599.983200,6076,995
167,16699.996980,6069,974
168,16799.986340,6048,989
169,16899.986960,6067,979
170,16999.984940,6074,1014
171,17099.979240,6041,1019
172,17199.993160,6047,1017
173,17300.003040,6067,989
174,17399.980640,6042,993
175,17499.981360,6041,1022
176,17599.977400,6041,986
177,17700.003900,6041,965
178,17799.988680,6043,989
179,17899.984020,6047,988
180,17999.989100,6041,1013
181,18099.981840,6067,979
182,18199.982780,6041,1018
183,18299.988000,6041,958
184,18399.991600,6067,997
185,18499.984760,6067,988
186,18599.987380,6041,958
187,18699.999800,6067,988
188,18800.044920,6043,1006
189,18900.002820,6041,1023
190,18999.988820,6041,990
191,19099.984460,6068,972
192,19200.065460,6041,989
193,19299.982520,6041,989
194,19400.034120,6047,972
195,19500.028280,6041,1014
196,19600.005960,6067,1033
197,19699.984380,6041,974
198,19800.004500,6041,996
199,19900.003300,6041,989
200,20000.034300,6043,1032
201,20100.003280,6049,1021
202,20199.985620,6041,930
203,20299.985320,6041,1003
204,20399.974820,6041,987
205,20499.981180,6041,989
206,20600.025260,6041,989
207,20699.986940,6047,1023
208,20799.987920,6041,955
209,20899.992280,6074,989
210,20999.990700,6041,982
211,21100.053400,6041,997
212,21199.983920,6043,1022
213,21300.000600,6041,972
214,21399.991980,6041,1006
215,21499.999960,6041,1008
216,21599.990640,6041,988
217,21699.995020,6041,1022
218,21800.004320,6041,997
219,21900.014600,6041,1023
220,22000.004620,6067,991
221,22099.983040,6041,989
222,22199.995440,6041,957
223,22299.990040,6041,1021
224,22399.999100,6047,966
225,22499.992380,6041,1010
226,22599.984460,6047,989
227,22699.998280,6047,972
228,22799.986860,6067,1047
229,22899.980040,6041,979
230,22999.983740,6047,1021
231,23099.989160,6041,987
232,23199.981200,6041,989
233,23299.973600,6067,1022
234,23399.982420,6074,989
235,23499.987980,6043,989
236,23599.985940,6041,987
237,23699.979680,6043,989
238,23799.979380,6043,989
239,23900.003520,6041,1007
240,23999.990160,6041,989
241,24099.991700,6041,957
242,24199.983600,6041,1006
243,24299.985900,6041,957
244,24399.996440,6041,997
245,24499.988900,6041,979
246,24599.985000,6041,983
247,24699.990240,6041,989
248,24799.983080,6041,1014
249,24899.991300,6041,989
250,25000.035420,6041,1022
251,25100.015380,6041,962
252,25199.987920,6041,997
253,25299.981420,6041,992
254,25399.983160,6047,972
255,25500.007800,6041,1018
256,25599.982940,6041,1000
257,25699.978440,6067,997
258,25799.983280,6041,996
259,25900.001660,6041,1022
260,25999.998500,6041,991
261,26099.977840,6041,985
262,26199.976380,6041,988
263,26300.007460,6041,989
264,26399.988880,6041,963
265,26500.048100,6041,987
266,26599.988520,6073,965
267,26700.033820,6049,999
268,26799.990900,6041,1006
269,26899.981460,6041,995
270,27000.011800,6047,1009
271,27099.990780,6041,997
272,27199.988380,6041,995
273,27299.985640,6041,983
274,27400.009000,6041,1014
275,27499.986420,6041,983
