time,pos,vel,ang,angvel
1.39651508,-0.142030999064446,0.475480258464813,0.0593339800834656,0
1.4029084,-0.142030999064446,0.114751160144806,0.0593339800834656,0
1.40904762,-0.140441343188286,0.114751160144806,0.0593339800834656,0
1.41525436,-0.136059984564781,0.114751160144806,0.0593339800834656,0
1.42135454,-0.136059984564781,0.114751160144806,0.0593339800834656,0
1.42752582,-0.133926793932915,0.114751160144806,0.0593339800834656,0
1.43359556,-0.133926793932915,0.114751160144806,0.0593339800834656,0
1.43998562,-0.132569164037704,0.114751160144806,0.0593339800834656,0
1.44626174,-0.132007539272308,0.114751160144806,0.0593339800834656,0
1.45270774,-0.132007539272308,0.200469195842743,0.0593339800834656,0
1.45881138,-0.131435692310333,0.200469195842743,0.0593339800834656,0
1.46490064,-0.131266966462135,0.200469195842743,0.0593339800834656,0
1.47146262,-0.131266966462135,0.200469195842743,0.0593339800834656,0
1.47770746,-0.130894124507904,0.200469195842743,0.0593339800834656,0
1.48382586,-0.130894124507904,0.200469195842743,0.0593339800834656,0
1.48993002,-0.128473445773125,0.200469195842743,0.0593339800834656,0
1.4960453,-0.124828539788723,0.200469195842743,0.0593339800834656,0
1.50259842,-0.124828539788723,0.143579989671707,0.0593339800834656,0
1.5087026,-0.122750252485275,0.143579989671707,0.0636849924921989,0
1.514778,-0.124179027974606,0.143579989671707,0.0636849924921989,0
1.5208618,-0.124179027974606,0.143579989671707,0.0636849924921989,0
1.52695858,-0.12505367398262,0.143579989671707,0.0636849924921989,0
1.53307602,-0.12505367398262,0.143579989671707,0.0636849924921989,0
1.54102946,-0.125246375799179,0.143579989671707,0.0636849924921989,0
1.54925666,-0.125375330448151,-0.0109358131885529,0.0636849924921989,0.0870202481746674
1.55690964,-0.125219359993935,-0.0109358131885529,0.0636849924921989,0.0870202481746674
1.5647626,-0.125297695398331,-0.0109358131885529,0.0636849924921989,0.0870202481746674
1.57258122,-0.125297695398331,-0.0109358131885529,0.0636849924921989,0.0870202481746674
1.58062222,-0.12526661157608,-0.0109358131885529,0.0636849924921989,0.0870202481746674
1.58847626,-0.125185027718544,-0.0109358131885529,0.0636849924921989,0.0870202481746674
1.59634366,-0.125142276287079,-0.0109358131885529,0.0636849924921989,0.0870202481746674
1.60451924,-0.125142276287079,0.00466108322143555,0.0636849924921989,0
1.61297102,-0.125122845172882,0.00466108322143555,0.0636849924921989,0
1.61998506,-0.125049024820328,0.00466108322143555,0.0679831057786942,0
1.62790474,-0.124944120645523,0.00466108322143555,0.0679831057786942,0
1.63449948,-0.124944120645523,0.00466108322143555,0.0722264125943184,0
1.640965,-0.122237749397755,0.00466108322143555,0.0764131173491478,0
1.64756676,-0.120717085897923,0.0885038077831268,0.0805413499474525,0.337127149105072
1.65368588,-0.120717085897923,0.0885038077831268,0.0846092328429222,0.337127149105072
1.65979862,-0.119968272745609,0.0885038077831268,0.0886150822043419,0.337127149105072
1.6658619,-0.119525872170925,0.0885038077831268,0.0925570800900459,0.337127149105072
1.6725183,-0.119525872170925,0.0885038077831268,0.0964334979653358,0.337127149105072
1.67871098,-0.119238622486591,0.0885038077831268,0.100242622196674,0.337127149105072
1.68481178,-0.119106508791447,0.0885038077831268,0.103982754051685,0.337127149105072
1.69090728,-0.119106508791447,0.0885038077831268,0.107652314007282,0.337127149105072
1.69695024,-0.118885308504105,0.0885038077831268,0.114773206412792,0.337127149105072
1.7035515,-0.118885308504105,0.036635547876358,0.11822135001421,0.684637129306793
1.70967268,-0.118854224681854,0.036635547876358,0.121592633426189,0.684637129306793
1.71576986,-0.121406272053719,0.036635547876358,0.124885596334934,0.684637129306793
1.72187512,-0.121406272053719,0.036635547876358,0.131230711936951,0.684637129306793
1.72793796,-0.122763745486736,0.036635547876358,0.134280055761337,0.684637129306793
1.73405598,-0.122763745486736,0.036635547876358,0.134280055761337,0.684637129306793
1.74186152,-0.123294971883297,0.036635547876358,0.137245446443558,0.684637129306793
1.74990654,-0.123481951653957,-0.0919328629970551,0.140125632286072,0.507048487663269
1.757587,-0.123498111963272,-0.0919328629970551,0.142919301986694,0.507048487663269
1.76544934,-0.123303852975369,-0.0919328629970551,0.142919301986694,0.507048487663269
1.77331226,-0.123303852975369,-0.0919328629970551,0.14562526345253,0.507048487663269
1.78109066,-0.12069134414196,-0.0919328629970551,0.14562526345253,0.507048487663269
1.7883924,-0.119081318378448,-0.0919328629970551,0.14562526345253,0.507048487663269
1.79447068,-0.119081318378448,-0.0919328629970551,0.14562526345253,0.507048487663269
1.8009006,-0.118157662451267,0.106485784053802,0.14562526345253,0.109992623329163
1.80698726,-0.117559842765331,0.106485784053802,0.14562526345253,0.109992623329163
1.8132432,-0.117559842765331,0.106485784053802,0.14562526345253,0.109992623329163
1.81940492,-0.117062777280808,0.106485784053802,0.14562526345253,0.109992623329163
1.82550688,-0.116693668067455,0.106485784053802,0.14562526345253,0.109992623329163
1.83164132,-0.116693668067455,0.106485784053802,0.14562526345253,0.109992623329163
1.8377514,-0.116153851151466,0.106485784053802,0.14562526345253,0.109992623329163
1.84426662,-0.116153851151466,0.106485784053802,0.14562526345253,0.109992623329163
1.8507745,-0.114107854664326,0.0809961557388306,0.14562526345253,0
1.85685018,-0.112938977777958,0.0809961557388306,0.14562526345253,0
1.86297652,-0.112938977777958,0.0809961557388306,0.14562526345253,0
1.8692536,-0.11206491291523,0.0809961557388306,0.14562526345253,0
1.87573792,-0.111292093992233,0.0809961557388306,0.14562526345253,0
1.8818244,-0.111292093992233,0.0809961557388306,0.14562526345253,0
1.887931,-0.110493384301662,0.0809961557388306,0.14562526345253,0
1.89402304,-0.110493384301662,0.0809961557388306,0.14562526345253,0
1.90060552,-0.10984206199646,0.0853158533573151,0.14562526345253,0
1.90665812,-0.109007485210896,0.0853158533573151,0.14562526345253,0
1.9127707,-0.109007485210896,0.0853158533573151,0.14562526345253,0
1.91885654,-0.108338229358196,0.0853158533573151,0.14562526345253,0
1.92492084,-0.106101475656033,0.0853158533573151,0.14562526345253,0
1.93341426,-0.106101475656033,0.0853158533573151,0.14562526345253,0
1.94102914,-0.101738356053829,0.0853158533573151,0.14562526345253,0
1.94954054,-0.0993483066558838,0.209875106811523,0.14562526345253,0
1.95743128,-0.0979894548654556,0.209875106811523,0.14562526345253,0
1.96499028,-0.096964418888092,0.209875106811523,0.14562526345253,0
1.97300302,-0.096964418888092,0.209875106811523,0.14562526345253,0
1.98097772,-0.0962150543928146,0.209875106811523,0.142919301986694,0
1.9888506,-0.0954774543642998,0.209875106811523,0.142919301986694,0
1.99671962,-0.0928081423044205,0.209875106811523,0.142919301986694,0
2.0056016,-0.0912820398807526,0.130803287029266,0.142919301986694,-0.0541192293167114
2.01355022,-0.0912820398807526,0.130803287029266,0.140125632286072,-0.0541192293167114
2.02024322,-0.0882814973592758,0.130803287029266,0.137245446443558,-0.0541192293167114
2.02634778,-0.0847726836800575,0.130803287029266,0.137245446443558,-0.0541192293167114
2.03244904,-0.0847726836800575,0.130803287029266,0.134280055761337,-0.0541192293167114
2.03858054,-0.0826578885316849,0.130803287029266,0.131230711936951,-0.0541192293167114
2.0449265,-0.0807698220014572,0.130803287029266,0.128098756074905,-0.0541192293167114
2.05155094,-0.0807698220014572,0.240766406059265,0.121592633426189,-0.360674113035202
2.05763154,-0.0779885277152061,0.240766406059265,0.11822135001421,-0.360674113035202
2.06370202,-0.0779885277152061,0.240766406059265,0.114773206412792,-0.360674113035202
2.0698551,-0.075927622616291,0.240766406059265,0.107652314007282,-0.360674113035202
2.0764983,-0.0739962384104729,0.240766406059265,0.103982754051685,-0.360674113035202
2.0838298,-0.0739962384104729,0.240766406059265,0.0964334979653358,-0.360674113035202
2.09164032,-0.0711074620485306,0.240766406059265,0.0846092328429222,-0.360674113035202
2.09992216,-0.0676970705389977,0.261455029249191,0.0764131173491478,-0.886884927749634
2.10780398,-0.0656487345695496,0.261455029249191,0.0679831057786942,-0.886884927749634
2.11561166,-0.063891813158989,0.261455029249191,0.0549320131540298,-0.886884927749634
2.12348738,-0.063891813158989,0.261455029249191,0.0459829717874527,-0.886884927749634
2.13043592,-0.0625136941671371,0.261455029249191,0.0368535816669464,-0.886884927749634
2.1365247,-0.0602956488728523,0.261455029249191,0.0322262197732925,-0.886884927749634
2.14290128,-0.0602956488728523,0.261455029249191,0.0228564739227295,-0.886884927749634
2.14952758,-0.0576430410146713,0.201080590486526,0.0181181281805038,-1.2484644651413
2.1556376,-0.0532176122069359,0.201080590486526,0.00854512304067612,-1.2484644651413
2.1617489,-0.0532176122069359,0.201080590486526,0.00371459499001503,-1.2484644651413
2.1678559,-0.0513288490474224,0.201080590486526,-0.00114241242408752,-1.2484644651413
2.17448744,-0.0513288490474224,0.201080590486526,-0.00602381676435471,-1.2484644651413
