Sample,X(ms) [18.06.2017 19:23:30 367 UTC],"M_ball_position"[%MD40],"M_ball_velocity"[%MD56],"M_beam_angle"[%MD24],"M_beam_angular_velocity"[%MD48],"M_ball_present"[%M4.4]
94,710.890100,-0.109048947691917,0.48383891582489,0.0913648083806038,0,0
95,718.548240,-0.096435010433197,0.48383891582489,0.0913648083806038,0,0
96,726.447420,-0.0848694071173668,0.48383891582489,0.0913648083806038,0,0
97,735.178540,-0.0565557107329369,0.48383891582489,0.0913648083806038,0,0
98,743.155340,-0.00612037675455213,0.48383891582489,0.0913648083806038,0,0
99,751.284360,-0.00612037675455213,0.48383891582489,0.0913648083806038,0,0
100,759.631860,0.0449444949626923,3.07986879348755,0.0913648083806038,0,0
101,767.423140,0.0703443884849548,3.07986879348755,0.0913648083806038,0,0
102,775.283340,0.0605134405195713,3.07986879348755,0.0913648083806038,0,0
103,783.398160,0.0285608861595392,3.07986879348755,0.0913648083806038,0,0
104,791.473740,0.0285608861595392,3.07986879348755,0.0913648083806038,0,0
105,798.572920,-0.00119901658035815,3.07986879348755,0.0913648083806038,0,0
106,805.306520,-0.0238293465226889,-1.3754768371582,0.0913648083806038,0,0
107,811.512760,-0.0238293465226889,-1.3754768371582,0.0913648083806038,0,0
108,817.630260,-0.0507534220814705,-1.3754768371582,0.0913648083806038,0,0
109,823.962420,-0.0751496106386185,-1.3754768371582,0.0913648083806038,0,0
110,830.400780,-0.0751496106386185,-1.3754768371582,0.0913648083806038,0,0
111,836.681740,-0.0751515775918961,-1.3754768371582,0.0913648083806038,0,0
112,842.991480,-0.0447387509047985,-1.3754768371582,0.0913648083806038,0,0
113,849.188560,-0.0447387509047985,-1.3754768371582,0.0913648083806038,0,0
114,855.700380,-0.00372116081416607,0.402163714170456,0.0913648083806038,0,0
115,863.560480,0.0114170452579856,0.402163714170456,0.0913648083806038,0,0
116,871.439540,0.0114170452579856,0.402163714170456,0.0913648083806038,0,0
117,880.151400,-0.00513221742585301,0.402163714170456,0.0913648083806038,0,0
118,888.042820,-0.0226482208818197,0.402163714170456,0.0913648083806038,0,0
119,895.669160,-0.0434698313474655,0.402163714170456,0.0913648083806038,0,0
120,903.493760,-0.0540492236614227,0.402163714170456,0.0913648083806038,0,0
121,910.219700,-0.0540492236614227,-1.00656116008759,0.0913648083806038,0,0
122,916.370880,-0.030871257185936,-1.00656116008759,0.0913648083806038,0,0
123,922.516780,0.0169601440429688,-1.00656116008759,0.0913648083806038,0,0
124,928.700300,0.0169601440429688,-1.00656116008759,0.0913648083806038,0,0
125,935.412560,0.054430428892374,-1.00656116008759,0.0913648083806038,0,0
126,941.598080,0.054430428892374,-1.00656116008759,0.0913648083806038,0,0
127,947.880860,0.0717106238007545,-1.00656116008759,0.0913648083806038,0,0
128,954.474080,0.0626515224575996,2.33401489257813,0.0913648083806038,0,0
129,960.659240,0.0626515224575996,2.33401489257813,0.0913648083806038,0,0
130,967.339500,0.0306268110871315,2.33401489257813,0.0913648083806038,0,0
131,973.521560,-0.00222038268111646,2.33401489257813,0.0913648083806038,0,0
132,979.708480,-0.00222038268111646,2.33401489257813,0.0913648083806038,0,0
133,986.031060,-0.0339878089725971,2.33401489257813,0.0913648083806038,0,0
134,992.186460,-0.0747462064027786,2.33401489257813,0.0913648083806038,0,0
135,998.341700,-0.0747462064027786,2.33401489257813,0.0913648083806038,0,0
136,1005.040940,-0.0995711535215378,-3.24445366859436,0.0913648083806038,0,0
137,1011.273720,-0.0995711535215378,-3.24445366859436,0.0913648083806038,0,0
138,1017.375260,-0.0920010581612587,-3.24445366859436,0.0913648083806038,0,0
139,1023.583660,-0.049919281154871,-3.24445366859436,0.0913648083806038,0,0
140,1030.032120,-0.049919281154871,-3.24445366859436,0.0913648083806038,0,0
141,1036.182680,-0.00740482332184911,-3.24445366859436,0.0913648083806038,0,0
142,1042.356840,-0.00877498649060726,-3.24445366859436,0.0913648083806038,0,0
143,1050.419740,-0.00877498649060726,-3.24445366859436,0.0913648083806038,0,0
144,1058.575300,-0.0230146795511246,1.53112947940826,0.0913648083806038,0,0
145,1066.506660,-0.0347732156515121,1.53112947940826,0.0913648083806038,0,0
146,1074.329920,-0.052848644554615,1.53112947940826,0.0913648083806038,0,0
147,1082.174040,-0.0821583345532417,1.53112947940826,0.0913648083806038,0,0
148,1090.292320,-0.0821583345532417,1.53112947940826,0.0913648083806038,0,0
149,1098.145740,-0.112386077642441,1.53112947940826,0.0913648083806038,0,0
150,1106.314560,-0.0923148542642593,-1.3860034942627,0.0913648083806038,0,0
151,1115.021740,-0.0352956391870975,-1.3860034942627,0.0913648083806038,0,0
152,1122.961260,0.0146875381469727,-1.3860034942627,0.0913648083806038,0,0
153,1130.667220,0.0146875381469727,-1.3860034942627,0.0913648083806038,0,0
154,1138.584580,0.0292722135782242,-1.3860034942627,0.0913648083806038,0,0
155,1146.357640,0.00647624954581261,-1.3860034942627,0.0913648083806038,0,0
156,1154.687280,-0.025458812713623,1.33712077140808,0.0913648083806038,0,0
157,1162.886800,-0.0612763799726963,1.33712077140808,0.0913648083806038,0,0
158,1170.531400,-0.0612763799726963,1.33712077140808,0.0913648083806038,0,0
159,1178.382940,-0.0975714474916458,1.33712077140808,0.0913648083806038,0,0
160,1186.330340,-0.116679817438126,1.33712077140808,0.0913648083806038,0,0
161,1194.211740,-0.0894887149333954,1.33712077140808,0.0913648083806038,0,0
162,1202.159220,-0.036201898008585,1.33712077140808,0.0913648083806038,0,0
163,1209.152460,-0.036201898008585,-0.214861705899239,0.0913648083806038,0,0
