Sample,X(ms) [18.06.2017 16:28:12 114 UTC],"M_ball_position"[%MD40],"M_ball_velocity"[%MD56],"M_beam_angle"[%MD24],"M_beam_angular_velocity"[%MD48],"M_ball_present"[%M4.4]
101,751.003980,-0.0702146738767624,1.31989204883575,0.103982754051685,0,0
102,759.201760,-0.0883894935250282,-1.89306640625,0.103982754051685,0,0
103,766.932280,-0.0592766553163528,-1.89306640625,0.103982754051685,0,0
104,774.662420,-0.0592766553163528,-1.89306640625,0.103982754051685,0,0
105,782.471420,-0.00194171909242868,-1.89306640625,0.103982754051685,0,0
106,790.307580,0.0482597723603249,-1.89306640625,0.103982754051685,0,0
107,798.134320,0.0552997216582298,-1.89306640625,0.103982754051685,0,0
108,806.061960,0.0270834546536207,-1.89306640625,0.103982754051685,0,0
109,814.302820,0.0270834546536207,2.30945897102356,0.103982754051685,0,0
110,821.248780,-0.000579242710955441,2.30945897102356,0.103982754051685,0,0
111,827.293280,-0.0233265105634928,2.30945897102356,0.103982754051685,0,0
112,833.412660,-0.0233265105634928,2.30945897102356,0.103982754051685,0,0
113,839.556500,-0.0440740585327148,2.30945897102356,0.103982754051685,0,0
114,845.661460,-0.0679303184151649,2.30945897102356,0.103982754051685,0,0
115,852.568160,-0.0679303184151649,2.30945897102356,0.103982754051685,0,0
116,859.322180,-0.0580954365432262,-1.70357775688171,0.103982754051685,0,0
117,865.400120,-0.00953504536300898,-1.70357775688171,0.103982754051685,0,0
118,871.485700,-0.00953504536300898,-1.70357775688171,0.103982754051685,0,0
119,877.581120,0.0237214285880327,-1.70357775688171,0.103982754051685,0,0
120,883.844760,0.0237214285880327,-1.70357775688171,0.103982754051685,0,0
121,890.016220,0.0271926689893007,-1.70357775688171,0.103982754051685,0,0
122,896.242980,0.00726177217438817,-1.70357775688171,0.103982754051685,0,0
123,902.369720,0.00726177217438817,-1.70357775688171,0.103982754051685,0,0
124,908.883920,-0.0216893386095762,0.728121995925903,0.103982754051685,0,0
125,915.059900,-0.0216893386095762,0.728121995925903,0.103982754051685,0,0
126,921.152780,-0.043818760663271,0.728121995925903,0.103982754051685,0,0
127,927.482140,-0.0684020221233368,0.728121995925903,0.103982754051685,0,0
128,933.643080,-0.0684020221233368,0.728121995925903,0.103982754051685,0,0
129,940.453280,-0.109318234026432,0.728121995925903,0.103982754051685,0,0
130,948.327580,-0.132686227560043,0.728121995925903,0.103982754051685,0,0
131,956.192860,-0.119853876531124,0.728121995925903,0.103982754051685,0,0
132,965.111700,-0.119853876531124,-1.96329069137573,0.103982754051685,0,0
133,972.893720,-0.075282096862793,-1.96329069137573,0.103982754051685,0,0
134,980.444920,-0.0518585219979286,-1.96329069137573,0.103982754051685,0,0
135,988.173320,-0.0489661209285259,-1.96329069137573,0.103982754051685,0,0
136,994.278100,-0.0489661209285259,-1.96329069137573,0.103982754051685,0,0
137,1000.520700,-0.0477128997445107,-1.96329069137573,0.103982754051685,0,0
138,1006.610800,-0.0547762475907803,-1.96329069137573,0.103982754051685,0,0
139,1013.164040,-0.0547762475907803,1.30155265331268,0.103982754051685,0,0
140,1019.338820,-0.0314033515751362,1.30155265331268,0.103982754051685,0,0
141,1025.421280,0.0165976341813803,1.30155265331268,0.103982754051685,0,0
142,1031.556560,0.0165976341813803,1.30155265331268,0.103982754051685,0,0
143,1037.635080,0.0543817318975925,1.30155265331268,0.103982754051685,0,0
144,1043.920540,0.0543817318975925,1.30155265331268,0.103982754051685,0,0
145,1050.863800,0.0762889459729195,1.30155265331268,0.103982754051685,0,0
146,1057.005280,0.069350354373455,1.30155265331268,0.103982754051685,0,0
147,1063.464940,0.069350354373455,2.48253202438354,0.103982754051685,0,0
148,1069.572020,0.0475912652909756,2.48253202438354,0.103982754051685,0,0
149,1075.847800,0.0188195426017046,2.48253202438354,0.103982754051685,0,0
150,1081.946580,0.0188195426017046,2.48253202438354,0.103982754051685,0,0
151,1088.081840,-0.00484376912936568,2.48253202438354,0.103982754051685,0,0
152,1094.141980,-0.00484376912936568,2.48253202438354,0.103982754051685,0,0
153,1100.251480,-0.0298324003815651,2.48253202438354,0.103982754051685,0,0
154,1106.360760,-0.0347693264484406,2.48253202438354,0.103982754051685,0,0
155,1114.031680,-0.0347693264484406,-2.08239364624023,0.103982754051685,0,0
156,1121.958920,-0.00565843563526869,-2.08239364624023,0.103982754051685,0,0
157,1129.655220,0.0394073091447353,-2.08239364624023,0.103982754051685,0,0
158,1137.435180,0.061747208237648,-2.08239364624023,0.103982754051685,0,0
159,1145.180940,0.061747208237648,-2.08239364624023,0.103982754051685,0,0
160,1153.061300,0.0549528710544109,-2.08239364624023,0.103982754051685,0,0
161,1161.332660,0.0288318246603012,1.27202296257019,0.103982754051685,0,0
162,1169.133860,0.00367164611816406,1.27202296257019,0.103982754051685,0,0
163,1177.027760,-0.0212975312024355,1.27202296257019,0.103982754051685,0,0
164,1185.029520,-0.0212975312024355,1.27202296257019,0.103982754051685,0,0
165,1192.855360,-0.0203600693494082,1.27202296257019,0.103982754051685,0,0
166,1200.458640,0.0118809696286917,1.27202296257019,0.103982754051685,0,0
167,1206.546980,0.0312817394733429,1.27202296257019,0.103982754051685,0,0
168,1213.088600,0.0312817394733429,0.0489982962608337,0.103982754051685,0,0
169,1219.264840,0.0183186531066895,0.0489982962608337,0.103982754051685,0,0
170,1225.353280,-0.00158493046183139,0.0489982962608337,0.103982754051685,0,0
171,1231.446360,-0.00158493046183139,0.0489982962608337,0.103982754051685,0,0
172,1237.514720,-0.0207420531660318,0.0489982962608337,0.103982754051685,0,0
173,1243.637320,-0.0207420531660318,0.0489982962608337,0.103982754051685,0,0
174,1250.507040,-0.0333718508481979,0.0489982962608337,0.103982754051685,0,0
175,1256.899260,-0.0399518199265003,0.0489982962608337,0.103982754051685,0,0
176,1263.329460,-0.0399518199265003,-1.42467105388641,0.103982754051685,0,0
177,1269.431620,-0.0476154312491417,-1.42467105388641,0.103982754051685,0,0
178,1275.496220,-0.0547275170683861,-1.42467105388641,0.103982754051685,0,0
179,1281.628880,-0.0547275170683861,-1.42467105388641,0.103982754051685,0,0
