time1,pos1,vel1,ang1,angvel1
1.7474626,-0.134483933448792,0.782332718372345,0.0913648083806038,0
1.75642394,-0.1267409324646,1.10065484046936,0.0913648083806038,0
1.76427656,-0.121316373348236,1.10065484046936,0.0913648083806038,0
1.77222818,-0.121316373348236,1.10065484046936,0.0913648083806038,0
1.78017634,-0.115881614387035,1.10065484046936,0.0913648083806038,0
1.78801194,-0.1156837195158,1.10065484046936,0.0913648083806038,0
1.79526148,-0.11559434980154,1.10065484046936,0.0913648083806038,0
1.8014196,-0.11559434980154,1.10065484046936,0.0913648083806038,0
1.80812746,-0.115481674671173,0.22518515586853,0.0913648083806038,0
1.81433316,-0.115361221134663,0.22518515586853,0.0913648083806038,0
1.82051634,-0.115361221134663,0.22518515586853,0.0913648083806038,0
1.82670234,-0.115236893296242,0.22518515586853,0.0874038413167,0
1.8334729,-0.11517084389925,0.22518515586853,0.0833781138062477,0
1.8396469,-0.11517084389925,0.22518515586853,0.0792922899127007,0
1.8459859,-0.113552242517471,0.22518515586853,0.075145997107029,0
1.85216776,-0.112729169428349,0.22518515586853,0.0709425434470177,0
1.8589033,-0.112729169428349,0.0550501048564911,0.0666814595460892,-0.408445298671722
1.86538836,-0.11226886510849,0.0550501048564911,0.0580009445548058,-0.408445298671722
1.87297004,-0.113770551979542,0.0550501048564911,0.049117311835289,-0.408445298671722
1.88065128,-0.113770551979542,0.0550501048564911,0.0400502607226372,-0.408445298671722
1.8884769,-0.114425837993622,0.0550501048564911,0.0308107882738113,-0.408445298671722
1.89639924,-0.114738114178181,0.0550501048564911,0.0214193239808083,-0.408445298671722
1.9046269,-0.11477966606617,-0.041009932756424,0.00707890838384628,-1.27727270126343
1.91254416,-0.114694640040398,-0.041009932756424,-0.00262391939759254,-1.27727270126343
1.92036734,-0.114694640040398,-0.041009932756424,-0.0124224834144115,-1.27727270126343
1.9283887,-0.114658571779728,-0.041009932756424,-0.0173510611057281,-1.27727270126343
1.93710578,-0.112612619996071,-0.041009932756424,-0.027260459959507,-1.27727270126343
1.94515108,-0.111612759530544,-0.041009932756424,-0.0322351232171059,-1.27727270126343
1.95308348,-0.110917627811432,-0.041009932756424,-0.0372195690870285,-1.27727270126343
1.96089022,-0.110917627811432,0.0772407650947571,-0.0372195690870285,-0.885969519615173
1.96735358,-0.110509306192398,0.0772407650947571,-0.0372195690870285,-0.885969519615173
1.97359674,-0.110206566751003,0.0772407650947571,-0.0372195690870285,-0.885969519615173
1.98101916,-0.110206566751003,0.0772407650947571,-0.0322351232171059,-0.885969519615173
1.98894536,-0.110104978084564,0.0772407650947571,-0.022297777235508,-0.885969519615173
1.9966642,-0.109957590699196,0.0772407650947571,-0.0124224834144115,-0.885969519615173
2.0050766,-0.109927713871002,0.0197982788085938,0.0022408626973629,0.789208650588989
2.0129266,-0.111600771546364,0.0197982788085938,0.0166706889867783,0.789208650588989
2.02068046,-0.111600771546364,0.0197982788085938,0.0308107882738113,0.789208650588989
2.02744854,-0.112445279955864,0.0197982788085938,0.0446052029728889,0.789208650588989
2.03418888,-0.11148527264595,0.0197982788085938,0.0580009445548058,0.789208650588989
2.04038484,-0.11148527264595,0.0197982788085938,0.0666814595460892,0.789208650588989
2.04755854,-0.112742058932781,0.0197982788085938,0.0792922899127007,0.789208650588989
2.05653074,-0.113518849015236,-0.0718227028846741,0.095261462032795,1.78247892856598
2.06408964,-0.116531878709793,-0.0718227028846741,0.110163561999798,1.78247892856598
2.07035396,-0.116531878709793,-0.0718227028846741,0.11718112975359,1.78247892856598
2.07652766,-0.120898045599461,-0.0718227028846741,0.127129554748535,1.78247892856598
2.08269328,-0.123198993504047,-0.0718227028846741,0.133361667394638,1.78247892856598
2.090245,-0.123198993504047,-0.0718227028846741,0.139258593320847,1.78247892856598
2.09815876,-0.124292574822903,-0.0718227028846741,0.144812107086182,1.78247892856598
2.10648974,-0.122776962816715,-0.185162276029587,0.15000993013382,1.17290246486664
2.1144165,-0.122014962136745,-0.185162276029587,0.154845774173737,1.17290246486664
2.12234066,-0.121635600924492,-0.185162276029587,0.157124131917953,1.17290246486664
2.13035984,-0.121635600924492,-0.185162276029587,0.159308910369873,1.17290246486664
2.13793526,-0.124038942158222,-0.185162276029587,0.161398738622665,1.17290246486664
2.14414074,-0.128061473369598,-0.185162276029587,0.161398738622665,1.17290246486664
2.15033356,-0.128061473369598,-0.185162276029587,0.161398738622665,1.17290246486664
2.15704758,-0.130737885832787,-0.159218460321426,0.161398738622665,0.227776169776917
2.16352054,-0.12859158217907,-0.159218460321426,0.161398738622665,0.227776169776917
2.16992394,-0.12859158217907,-0.159218460321426,0.161398738622665,0.227776169776917
2.17607566,-0.127350941300392,-0.159218460321426,0.161398738622665,0.227776169776917
2.18226808,-0.126867458224297,-0.159218460321426,0.163392722606659,0.227776169776917
2.18839908,-0.126867458224297,-0.159218460321426,0.163392722606659,0.227776169776917
2.19455478,-0.126356780529022,-0.159218460321426,0.163392722606659,0.227776169776917
2.20088062,-0.126356780529022,-0.159218460321426,0.163392722606659,0.227776169776917
2.207456,-0.126236319541931,0.0900313258171082,0.165289610624313,0.0398796796798706
2.21365182,-0.125909104943275,0.0900313258171082,0.165289610624313,0.0398796796798706
2.22000174,-0.125909104943275,0.0900313258171082,0.165289610624313,0.0398796796798706
2.2261936,-0.12571094930172,0.0900313258171082,0.167089253664017,0.0398796796798706
2.23265248,-0.125547766685486,0.0900313258171082,0.167089253664017,0.0398796796798706
2.2389517,-0.125547766685486,0.0900313258171082,0.168790876865387,0.0398796796798706
2.24510282,-0.12306635081768,0.0900313258171082,0.170393019914627,0.0398796796798706
2.2512947,-0.12306635081768,0.0900313258171082,0.170393019914627,0.0398796796798706
2.25795086,-0.124089919030666,0.042928010225296,0.17189484834671,0.170042514801025
2.2660505,-0.124458372592926,0.042928010225296,0.173296749591827,0.170042514801025
2.27370726,-0.124396972358227,0.042928010225296,0.174597978591919,0.170042514801025
2.28157876,-0.124396972358227,0.042928010225296,0.174597978591919,0.170042514801025
2.28952828,-0.121840715408325,0.042928010225296,0.175796866416931,0.170042514801025
2.2973571,-0.120461009442806,0.042928010225296,0.175796866416931,0.170042514801025
2.3056395,-0.119567982852459,0.0904387235641479,0.176893770694733,0.0999784469604492
2.31366208,-0.11891233175993,0.0904387235641479,0.176893770694733,0.0999784469604492
2.3216359,-0.11891233175993,0.0904387235641479,0.177887827157974,0.0999784469604492
2.3294308,-0.118285730481148,0.0904387235641479,0.177887827157974,0.0999784469604492
2.3381605,-0.117694988846779,0.0904387235641479,0.177887827157974,0.0999784469604492
2.34619142,-0.11726475507021,0.0904387235641479,0.177887827157974,0.0999784469604492
