exp3_time,exp3_angle,exp3_voltage
0,0,0
0.00172444,0,0
0.00269404,0,0
0.00416972,0,0
0.00510882,0,0
0.006812,0,0
0.00774932,0,0
0.00922286,0,0
0.0102065,0,0
0.01201442,0,0
0.01296158,0,0
0.01462708,0,0
0.01558474,0,0
0.01703998,0,0
0.01799822,0,0
0.01970678,0,0
0.02072914,0,0
0.02224518,0,0
0.0232001,0,0
0.02487366,0,0
0.02583428,0,0
0.0275248,0,0
0.02848232,0,0
0.02995632,0,0
0.03098654,0,0
0.0327023,0,0
0.03368402,0,0
0.03514726,0,0
0.03609542,0,0
0.0377734,0,0
0.03874534,0,0
0.04049208,0,0
0.04145506,0,0
0.04292602,0,0
0.04389254,0,0
0.04558076,0,0
0.04654002,0,0
0.04802802,0,0
0.04897716,0,0
0.05073568,0,0
0.0517196,0,0
0.05318968,0,0
0.05415298,0,0
0.0558078,0,0
0.0567696,0,0
0.05844518,0,0
0.05924418,0,0
0.06094296,0,0
0.06190218,0,0
0.06362438,0,0
0.0646233,0,0
0.06611964,0,0
0.06707684,0,0
0.06872794,0,0
0.06968988,0,0
0.07122398,0,0
0.07212784,0,0
0.07371916,0,0
0.07468828,0,0
0.07617718,0,0
0.07710336,0,0
0.07800896,0,0
0.07963464,0,0
0.08061982,0,0
0.08211356,0,0
0.0830347,0,0
0.08473292,0,0
0.08569992,0,0
0.0871773,0,0
0.08812312,0,0
0.08984688,0,0
0.09085454,0,0
0.092474,0,0
0.09326276,0,0
0.09495992,0,0
0.09599122,0,0
0.09802028,0,0
0.09963624,0,0
0.10068486,0,0
0.1022101,0,0
0.10318696,0,0
0.10411024,0,0
0.10574802,0,0
0.10670506,0,0
0.10826152,0,0
0.10920044,0,0
0.11088344,0,0
0.11181758,0,0
0.11345062,0,0
0.11423228,0,0
0.11587376,0,0
0.11681366,0,0
0.11826052,0,0
0.1191967,0,0
0.1209103,0,0
0.12186838,0,0
0.12357342,0,0
0.12453256,0,0
0.1259557,0,0
0.12688968,0,0
0.12852008,0,0
0.12945784,0,0
0.13093806,0,0
0.13185964,0,0
0.13356146,0,0
0.134526,0,0
0.13598442,0,0
0.13695078,0,0
0.13856122,0,0
0.13951904,0,0
0.14101466,0,0
0.1419416,0,0
0.14286704,0,0
0.14452496,0,0
0.14543682,0,0
0.14693722,0,0
0.14786384,0,0
0.14948462,0,0
0.15044996,0,0
0.15199398,0,0
0.15292938,0,0
0.15454798,0,0
0.15548794,0,0
0.15694726,0,0
0.15789334,0,0
0.15958648,0,0
0.16057692,0,0
0.16208414,0,0
0.16304758,0,0
0.1647433,0,0
0.16571724,0,0
0.16722892,0,0
0.16816692,0,0
0.1697952,0,0
0.17079388,0,0
0.172463,0,0
0.17325592,0,0
0.17479314,0,0
0.17574464,0,0
0.17668974,0,0
0.17821192,0,0
0.17914492,0,0
0.18091702,0,0
0.18185674,0,0
0.1834553,0,0
0.18423568,0,0
0.18588726,0,0
0.18681958,0,0
0.18827198,0,0
0.18920704,0,0
0.19089504,0,0
0.19184494,0,0
0.19346602,0,0
0.1942431,0,0
0.19586634,0,0
0.19682818,0,0
0.19876564,0,0
0.1997353,0,0
0.20120206,0,0
0.20212508,0,0
0.20373718,0,0
0.20469,0,0
0.20619878,0,0
0.2071594,0,0
0.20881988,0,0
0.20979218,0,0
0.21154948,0,0
0.21254008,0,0
0.2140206,0,0
0.2149648,0,0
0.21667472,0,0
0.21766096,0,0
0.2191734,0,0
0.2201213,0,0
0.22179238,0,0
0.22275892,0,0
0.22445556,0,0
0.2252722,0,0
0.2269274,0,0
0.2278829,0,0
0.229596,0,0
0.2306089,0,0
0.232133,0,0
0.23309576,0,0
0.23476592,0,0
0.23574332,0,0
0.2372456,0,0
0.23815786,0,0
0.23974172,0,0
0.24076244,0,0
0.24242452,0,0
0.24323692,0,0
0.24481588,0,0
0.24577238,0,0
0.2467013,0,0
0.24818856,0,0
0.24909806,0,0
0.25075448,0,0
0.25169436,0,0
0.25311068,0,0
0.25402258,0,0
0.25565782,0,0
0.2565978,0,0
0.25810786,0,0
0.2590687,0,0
0.26075524,0,0
0.26171204,0,0
0.26324604,0,0
0.2641964,0,0
0.26582376,0,0
0.2667798,0,0
0.26845024,0,0
0.2692526,0,0
0.27084902,0,0
0.27181074,0,0
0.2734424,0,0
0.27424048,0,0
0.27515756,0,0
0.27678906,0,0
0.27771462,0,0
0.2791994,0,0
0.2801277,0,0
0.28189162,0,0
0.2828337,0,0
0.2844503,0,0
0.28525242,0,0
0.28693112,0,0
0.2879025,0,0
0.28963866,0,0
0.29067758,0,0
0.29216812,0,0
0.29311902,0,0
0.29480248,0,0
0.29575342,0,0
0.29722966,0,0
0.29868838,0,0
0.30024862,0,0
0.30120802,0,0
0.30283696,0,0
0.30376438,0,0
0.30522286,0,0
0.30616122,0,0
0.30784428,0,0
0.30879156,0,0
0.3102356,0,0
0.31118832,0,0
0.3128349,0,0
0.31378644,0,0
0.31541658,0,0
0.31621088,0,0
0.31779586,0,0
0.3187372,0,0
0.32046886,0,0
0.32143336,0,0
0.3229117,0,0
0.32384088,0,0
0.3254534,0,0
0.326242,0,0
0.32715608,0,0
0.32875192,0,0
0.32968924,0,0
0.33120136,0,0
0.3321204,0,0
0.33378528,0,0
0.33472208,0,0
0.33618008,0,0
0.33711308,0,0
0.33875506,0,0
0.33972032,0,0
0.34120308,0,0
0.34214514,0,0
0.34384258,0,0
0.34482344,0,0
0.34649706,0,0
0.34743946,0,0
0.34893348,0,0
0.34989948,0,0
0.35162104,0,0
0.35258258,0,0
0.35408788,0,0
0.35504828,0,0
0.35670736,0,0
0.3576873,0,0
0.35923224,0,0
0.36019092,0,0
0.36184514,0,0
0.36278028,0,0
0.36444538,0,0
0.36526524,0,0
0.36683084,0,0
0.3677811,0,0
0.36941594,0,0
0.37023818,0,0
0.37119924,0,0
0.3728677,0,0
0.3738035,0,0
0.3752602,0,0
0.3761723,0,0
0.37783774,0,0
0.37877464,0,0
0.38021458,0,0
0.38118952,0,0
0.38282236,0,0
0.3837702,0,0
0.3854085,0,0
0.38621728,0,0
0.38783456,0,0
0.38878254,0,0
0.39046786,0,0
0.3914185,0,0
0.39286046,0,0
0.39380268,0,0
0.39542112,0,0
0.39622794,0,0
0.39714904,0,0
0.39908128,0,0
0.4007116,0,0
0.40167582,0,0
0.40320098,0,0
0.40415446,0,0
0.40573116,0,0
0.4066987,0,0
0.40819422,0,0
0.40914464,0,0
0.4100648,0,0
0.4116891,0,0
0.412646,0,0
0.41407364,0,0
0.41500158,0,0
0.4167096,0,0
0.417677,0,0
0.419151,0,0
0.42009372,0,0
0.42181502,0,0
0.42276088,0,0
0.42422582,0,0
0.4251748,0,0
0.4268641,0,0
0.4278261,0,0
0.42950046,0,0
0.43048864,0,0
0.43192314,0,0
0.43285634,0,0
0.43448912,0,0
0.43527178,0,0
0.43683932,0,0
0.43777428,0,0
0.43927448,0,0
0.44019458,0,0
0.44113798,0,0
0.44275098,0,0
0.44371642,0,0
0.44518666,0,0
0.44612048,0,0
0.44775738,0,0
0.44870264,0,0
0.45015512,0,0
0.4511241,0,0
0.45276604,0,0
0.45371544,0,0
0.45516498,0,0
0.45609358,0,0
0.4577179,0,0
