time relative [s],angle [rad],control [V]
0.5316186,27.1433605270158,12
0.53331522,27.2271363311115,12
0.5343083,27.2899681841833,12
0.535806620000001,27.3737439882791,12
0.53675352,27.4365758413509,12
0.53848874,27.5412955964705,12
0.539431840000001,27.5831834985184,12
0.54108306,27.687903253638,12
0.5420354,27.7507351067098,12
0.543583640000001,27.8345109108056,12
0.544521120000001,27.8973427638774,12
0.54622726,27.9392306659252,12
0.547265840000001,28.0439504210449,12
0.548798,28.1486701761645,12
0.549830740000001,28.2115020292363,12
0.551529220000001,28.316221784356,12
0.552479280000001,28.3581096864039,12
0.554169200000001,28.4628294415235,12
0.55514812,28.5256612945953,12
0.556674220000001,28.609437098691,12
0.55765672,28.6722689517628,12
0.5593779,28.7560447558586,12
0.56034642,28.8188766089304,12
0.561832000000001,28.92359636405,12
0.56278992,28.9654842660979,12
0.56447332,29.0702040212176,12
0.56540894,29.1120919232654,12
0.56706884,29.1749237763372,12
0.56810394,29.2796435314569,12
0.569631080000001,29.3843632865765,12
0.570609000000001,29.4262511886244,12
0.572343160000001,29.5309709437441,12
0.57330484,29.5938027968159,12
0.57477652,29.6775786009116,12
0.575729480000001,29.7404104539834,12
0.57779772,29.866074160127,12
0.57940984,29.9079620621748,12
0.580400040000001,30.0126818172945,12
0.582012320000001,30.0545697193424,12
0.58300888,30.159289474462,12
0.58380016,30.2221213275338,12
0.58550488,30.3058971316295,12
0.586440880000001,30.3687289847013,12
0.588102480000001,30.4525047887971,12
0.58904,30.5153366418689,12
0.59066976,30.6200563969885,12
0.59169294,30.6828882500603,12
0.593347120000001,30.766664054156,12
0.594287540000001,30.8294959072278,12
0.59581002,30.9132717113236,12
0.5967475,30.9761035643954,12
0.598468240000001,31.0598793684911,12
0.59942714,31.1227112215629,12
0.60122574,31.2274309766825,12
0.60279238,31.2902628297543,12
0.604288420000001,31.4159265358979,12
0.605780680000001,31.4578144379458,12
0.606758920000001,31.5625341930655,12
0.60846012,31.6253660461372,12
0.609434320000001,31.709141850233,12
0.61120028,31.7719737033048,12
0.61228556,31.8766934584244,12
0.61378666,31.9814132135441,12
0.614753220000001,32.0442450666159,12
0.61645226,32.1280208707116,12
0.61743236,32.1908527237834,12
0.61908758,32.2746285278791,12
0.62003768,32.3374603809509,12
0.621628520000001,32.4421801360706,12
0.622661200000001,32.5050119891424,12
0.62437932,32.5887877932381,12
0.62538212,32.6516196463099,12
0.62707832,32.7563394014296,12
0.628014600000001,32.8191712545014,12
0.62959544,32.9029470585971,12
0.630534340000001,32.9657789116689,12
0.63220682,33.0495547157646,12
0.63317782,33.1123865688364,12
0.634798980000001,33.2171063239561,12
0.63581174,33.2799381770279,12
0.63755494,33.3846579321475,12
0.638486820000001,33.4265458341954,12
0.6400338,33.5103216382911,12
0.641045600000001,33.5731534913629,12
0.64209972,33.6359853444347,12
0.64312756,33.6988171975065,12
0.64419696,33.7616490505783,12
0.64523606,33.8244809036501,12
0.64628568,33.8873127567219,12
0.64734202,33.9501446097937,12
0.6483506,34.0129764628655,12
0.64940176,34.0758083159373,12
0.650416240000001,34.1176962179851,12
0.65144464,34.1805280710569,12
0.652456280000001,34.2433599241287,12
0.65345108,34.3061917772005,12
0.65448434,34.3690236302723,12
0.65549586,34.4318554833441,12
0.65651524,34.4946873364159,12
0.657563720000001,34.5575191894877,12
0.65857294,34.6203510425595,12
0.65961402,34.6831828956313,12
0.6614149,34.766958699727,12
0.66308084,34.8716784548467,12
0.664014740000001,34.9345103079185,12
0.66557994,35.0182861120142,12
0.66652776,35.081117965086,12
0.668290460000001,35.1230058671339,12
0.66927176,35.2277256222535,12
0.67079114,35.3324453773732,12
0.67176524,35.395277230445,12
0.673476300000001,35.4790530345407,12
0.6744231,35.5418848876125,12
0.676043,35.6466046427322,12
0.677013700000001,35.68849254478,12
0.67859322,35.7932122998997,12
0.67956362,35.8560441529715,12
0.681231620000001,35.9398199570672,12
0.68220594,36.002651810139,12
0.683759920000001,36.1073715652587,12
0.684704780000001,36.1492594673066,12
0.686409800000001,36.2539792224262,12
0.68738214,36.2958671244741,12
0.68902014,36.4005868795937,12
0.6898241,36.4634187326655,12
0.691563060000001,36.5681384877852,12
0.69260488,36.630970340857,12
0.69428156,36.7147461449527,12
0.69524788,36.7775779980245,12
0.6967558,36.8613538021202,12
0.69775536,36.924185655192,12
0.699472920000001,37.0079614592878,12
0.70042314,37.0707933123596,12
0.702044340000001,37.1755130674792,12
0.70283284,37.2174009695271,12
0.70500306,37.3430646756707,12
0.70644312,37.4058965287425,12
0.70745832,37.4896723328382,12
0.70904642,37.55250418591,12
0.71002522,37.6362799900057,12
0.710817100000001,37.6991118430775,12
0.71256224,37.8038315981972,12
0.714247840000001,37.866663451269,12
0.715271280000001,37.9504392553647,12
0.71683206,38.0132711084365,12
0.71798334,38.1179908635562,12
0.71944092,38.159878765604,12
0.72043354,38.2436545696997,12
0.722086500000001,38.3064864227715,12
0.72318758,38.4112061778912,12
0.7249923,38.474038030963,12
0.72581614,38.5787577860827,12
0.72750072,38.6415896391545,12
0.728474100000001,38.7253654432502,12
0.73019834,38.788197296322,12
0.731201060000001,38.8929170514416,12
0.732673660000001,38.9557489045134,12
0.73364132,39.0395247086092,12
0.73538498,39.102356561681,12
0.736437280000001,39.1861323657767,12
0.73820148,39.2489642188485,12
0.7391961,39.3536839739681,12
0.74069532,39.4165158270399,12
0.741663000000001,39.5212355821596,12
0.743386340000001,39.6050113862553,12
0.74434412,39.6678432393271,12
0.74580626,39.7306750923989,12
0.74676016,39.8144508964946,12
0.74847902,39.8772827495664,12
0.749450840000001,39.9610585536622,12
0.75113268,40.023890406734,12
0.75209674,40.1286101618536,12
0.75356802,40.1704980639015,12
0.7545482,40.2752178190212,12
0.756288840000001,40.317105721069,12
0.757374840000001,40.4218254761887,12
0.75903158,40.5265452313083,12
0.75998066,40.5893770843801,12
0.76133492,40.6731528884759,12
0.76235852,40.7359847415477,12
0.76340158,40.7778726435955,12
0.76441972,40.8407044966673,12
0.76541686,40.9035363497391,12
0.76645458,40.9663682028109,12
0.767498020000001,41.0292000558827,12
0.7685349,41.0920319089545,12
0.76978162,41.1758077130502,12
0.7710894,41.238639566122,12
0.77215046,41.3014714191938,12
0.77320494,41.3643032722656,12
0.774249960000001,41.4271351253374,12
0.77532334,41.4899669784092,12
0.77636048,41.552798831481,12
0.777394320000001,41.6156306845528,12
0.778426400000001,41.6784625376246,12
0.77944294,41.7412943906964,12
0.780442880000001,41.8041262437682,12
0.78147376,41.846014145816,12
0.78249714,41.9088459988878,12
0.78352192,41.9926218029836,12
0.784541760000001,42.0554536560554,12
0.78554642,42.0973415581032,12
0.7865871,42.160173411175,12
0.787636000000001,42.2230052642468,12
0.7886898,42.2858371173186,12
0.78970886,42.3486689703904,12
0.7907215,42.4115008234622,12
0.79175308,42.474332676534,12
0.79275746,42.5371645296058,12
0.793786740000001,42.5999963826776,12
0.7948083,42.6418842847255,12
0.79579874,42.7047161377973,12
0.796826920000001,42.767547990869,12
0.79801484,42.8303798439409,12
0.79904646,42.8932116970126,12
0.80008046,42.9560435500844,12
0.801097800000001,43.0188754031562,12
0.80214736,43.081707256228,12
0.8035471,43.1445391092998,12
0.80461848,43.2283149133956,12
0.805646100000001,43.2911467664674,12
0.806681800000001,43.3539786195391,12
0.80773014,43.4168104726109,12
0.80874146,43.4796423256827,12
0.80978086,43.5424741787545,12
0.8107868,43.6053060318263,12
0.81180288,43.6471939338742,12
0.81282646,43.710025786946,12
0.81397864,43.7728576400178,12
0.81502376,43.8356894930896,12
0.816030280000001,43.8985213461614,12
0.81707376,43.9613531992332,12
0.818111880000001,44.024185052305,12
0.819430640000001,44.0870169053768,12
0.82050792,44.1498487584486,12
0.821524800000001,44.2336245625443,12
0.8225682,44.2964564156161,12
0.823576320000001,44.3592882686879,12
0.82456528,44.4011761707357,12
0.825623980000001,44.4640080238075,12
0.826623260000001,44.5268398768793,12
0.827691980000001,44.5896717299511,12
0.82870832,44.6525035830229,12
0.8297076,44.7153354360947,12
0.83074644,44.7781672891665,12
0.831757300000001,44.8409991422383,12
0.8327779,44.8828870442862,12
0.833784300000001,44.945718897358,12
0.8347858,45.0085507504298,12
0.83580664,45.0713826035016,12
0.83681672,45.1342144565734,12
0.838067600000001,45.1970463096452,12
0.83913062,45.259878162717,12
0.84018732,45.3227100157888,12
0.841232380000001,45.3855418688605,12
0.84225592,45.4483737219323,12
0.84330988,45.5112055750041,12
0.844327860000001,45.5740374280759,12
0.845359760000001,45.6159253301238,12
0.846382620000001,45.6787571831956,12
0.84742566,45.7415890362674,12
0.84845108,45.8044208893392,12
0.84946896,45.867252742411,12
0.85051752,45.9300845954828,12
0.851529000000001,45.9929164485546,12
0.85253424,46.0557483016264,12
0.85356026,46.1185801546982,12
0.854567520000001,46.18141200777,12
0.855590360000001,46.2442438608418,12
0.85661386,46.3070757139136,12
0.85765296,46.3699075669854,12
0.85870324,46.4327394200572,12
0.85971838,46.474627322105,12
0.86076538,46.5374591751768,12
0.86179144,46.6002910282486,12
0.86280512,46.6631228813204,12
0.86470316,46.7678426364401,12
0.865647880000001,46.8306744895119,12
0.8673331,46.9144502936076,12
0.86829336,46.9772821466794,12
0.86982402,47.082001901799,12
0.8707811,47.1448337548708,12
0.87249772,47.2286095589666,12
0.873431040000001,47.2914414120384,12
0.875171040000001,47.3752172161341,12
0.8761286,47.4380490692059,12
0.8777169,47.5427688243255,12
0.87865732,47.6056006773973,12
0.88036514,47.6893764814931,12
0.8813072,47.7522083345649,12
0.88279554,47.8359841386606,12
0.88373592,47.8988159917324,12
0.88543692,48.003535746852,12
0.88638592,48.0454236488999,12
0.88803268,48.1501434040196,12
0.888987740000001,48.2129752570914,12
0.89058272,48.2967510611871,12
0.891598640000001,48.3595829142589,12
0.89327248,48.4643026693785,12
0.89424916,48.5061905714264,12
0.895778940000001,48.6109103265461,12
0.896710240000001,48.6737421796179,12
0.8983704,48.7575179837136,12
0.899675960000001,48.8203498367854,12
0.901302660000001,48.925069591905,12
0.9033242,48.9879014449768,12
0.90431618,49.1135651511204,12
0.90578844,49.1554530531683,12
0.90675084,49.260172808288,12
0.9084474,49.3230046613598,12
0.909405980000001,49.4067804654555,12
0.91106606,49.4696123185273,12
0.912043840000001,49.5743320736469,12
0.91353898,49.6162199756948,12
