Sample,X(ms) [19.05.2017 19:42:24 517 UTC],"I_encoder"[%ID1000],"M_beam_PID_manual_control"[%M4.3]
876,1076.018900,0,0
877,1077.090160,0,0
878,1078.132020,0,0
879,1079.221500,0,0
880,1080.281620,0,0
881,1081.312300,0,0
882,1082.426020,0,0
883,1083.441500,0,0
884,1084.533500,0,0
885,1085.565980,0,0
886,1086.629280,0,0
887,1087.668360,0,0
888,1088.691880,0,0
889,1089.752020,0,0
890,1090.788600,0,0
891,1091.833420,0,0
892,1093.019360,0,0
893,1094.120760,0,0
894,1095.226260,0,0
895,1096.275040,0,0
896,1097.335200,0,0
897,1098.387640,0,0
898,1099.444320,0,0
899,1100.495700,0,0
900,1101.520500,0,0
901,1102.570960,0,0
902,1103.604320,0,0
903,1104.694100,0,0
904,1105.719240,0,0
905,1106.736360,0,0
906,1107.786580,0,0
907,1108.803680,0,0
908,1110.318780,0,0
909,1111.383600,0,0
910,1112.454240,0,0
911,1113.510980,0,0
912,1114.591720,0,0
913,1116.381460,0,0
914,1118.040680,0,0
915,1119.057120,0,0
916,1120.551840,0,0
917,1121.559520,0,0
918,1122.498020,0,0
919,1124.261540,0,0
920,1125.804520,0,0
921,1126.778560,0,0
922,1127.725420,0,0
923,1129.369460,0,0
924,1130.319460,0,0
925,1131.825500,0,0
926,1132.772960,0,0
927,1134.505100,0,0
928,1135.437120,0,0
929,1137.207180,0,0
930,1138.774040,0,0
931,1139.748620,0,0
932,1141.399540,0,0
933,1142.421520,0,0
934,1144.142560,0,0
935,1145.159800,0,0
936,1146.769100,0,0
937,1147.761920,0,0
938,1149.448760,0,0
939,1150.442240,0,0
940,1152.208060,0,0
941,1153.251340,0,0
942,1154.786180,0,0
943,1155.778780,0,0
944,1157.447840,0,0
945,1158.452700,0,0
946,1160.165740,0,0
947,1161.165280,0,0
948,1162.679800,0,0
949,1163.723140,0,0
950,1165.545500,0,0
951,1166.522740,0,0
952,1168.207940,0,0
953,1169.202180,0,0
954,1170.727760,0,0
955,1171.701640,0,0
956,1173.425320,0,0
957,1174.421700,0,0
958,1176.174900,0,0
959,1177.704940,0,0
960,1178.723480,0,0
961,1179.680560,0,0
962,1181.366960,0,0
963,1183.063660,0,0
964,1184.086420,0,0
965,1185.611040,0,0
966,1186.612020,0,0
967,1188.263800,0,0
968,1189.375140,0,0
969,1191.166780,0,0
970,1192.172920,0,0
971,1193.693760,0,0
972,1194.714900,0,0
973,1196.414900,0,0
974,1197.402320,0,0
975,1199.165500,0,0
976,1200.263940,0,0
977,1201.777000,0,0
978,1202.754080,0,0
979,1204.511360,0,0
980,1205.486180,0,0
981,1207.168560,0,0
982,1208.160760,0,0
983,1209.777080,0,0
984,1212.070920,0,0
985,1213.073280,0,0
986,1214.603760,0,0
987,1215.596560,0,0
988,1217.308460,0,0
989,1218.303720,0,0
990,1219.808080,0,0
991,1220.810500,0,0
992,1222.536680,0,0
993,1223.604380,0,0
994,1225.332820,0,0
995,1226.312820,0,0
996,1227.814540,0,0
997,1228.784040,0,0
998,1230.531260,0,0
999,1231.512600,0,0
1000,1233.324500,0,0
1001,1235.048400,0,0
1002,1236.056660,0,0
1003,1237.576140,0,0
1004,1238.608220,0,0
1005,1239.739360,0,0
1006,1241.136040,0,0
1007,1243.281760,0,0
1008,1244.329080,0,0
1009,1245.821540,0,0
1010,1246.799820,0,0
1011,1248.504720,0,0
1012,1249.498860,0,0
1013,1251.203000,0,0
1014,1252.204760,0,0
1015,1253.725560,0,0
1016,1254.767640,0,0
1017,1256.573880,0,0
1018,1257.566720,0,0
1019,1259.291440,0,0
1020,1260.754580,0,0
1021,1261.814800,0,0
1022,1262.834080,0,0
1023,1264.108520,0,0
1024,1265.142640,0,0
1025,1266.235540,0,0
1026,1267.287580,0,0
1027,1268.347900,0,0
1028,1269.376800,0,0
1029,1270.402540,0,0
1030,1271.468800,0,0
1031,1272.500940,0,0
1032,1273.556220,0,0
1033,1274.630140,0,0
1034,1275.665560,0,0
1035,1276.719800,0,0
1036,1277.736620,0,0
1037,1278.793340,0,0
1038,1279.812200,0,0
1039,1281.001940,0,0
1040,1282.040720,0,0
1041,1283.067800,0,0
1042,1284.167540,0,0
1043,1285.234540,0,0
1044,1286.337100,0,0
1045,1287.367080,0,0
1046,1288.404940,0,0
1047,1289.465200,0,0
1048,1290.483520,0,0
1049,1291.541520,0,0
1050,1292.576700,0,0
1051,1293.599100,0,0
1052,1294.693960,0,0
1053,1295.728480,0,0
1054,1296.822200,0,0
1055,1297.848640,0,0
1056,1299.033600,0,0
1057,1300.086440,0,0
1058,1301.118060,0,0
1059,1302.993360,0,0
1060,1304.038020,0,0
1061,1305.626000,0,0
1062,1306.579920,0,0
1063,1308.276440,0,0
1064,1309.842300,0,0
1065,1311.333020,0,0
1066,1312.836740,0,0
1067,1313.832880,0,0
1068,1315.528120,0,0
1069,1316.517100,0,0
1070,1318.240960,0,0
1071,1319.248820,0,0
1072,1320.750540,0,0
1073,1321.755300,0,0
1074,1323.550160,0,0
1075,1324.549600,0,0
1076,1326.258620,0,0
1077,1327.270980,0,0
1078,1328.776880,0,0
1079,1329.731620,0,0
1080,1331.442380,0,0
1081,1332.414540,0,0
1082,1334.116460,0,0
1083,1335.088380,0,0
1084,1336.660320,0,0
1085,1337.628480,0,0
1086,1339.308520,0,0
1087,1340.297360,0,0
1088,1341.844000,0,0
1089,1342.810660,0,0
1090,1344.622920,0,0
1091,1346.340260,0,0
1092,1347.354580,0,0
1093,1349.062400,0,0
1094,1350.128140,0,0
1095,1351.183300,0,0
1096,1352.245540,0,0
1097,1353.280120,0,0
1098,1354.377840,0,0
1099,1355.644120,0,0
1100,1356.755280,0,0
1101,1358.060060,0,0
1102,1359.140540,0,0
1103,1360.212480,0,0
1104,1361.283560,0,0
1105,1362.327280,0,0
1106,1363.346560,0,0
1107,1365.247720,0,0
1108,1366.841700,0,0
1109,1367.845220,0,0
1110,1369.455100,0,0
1111,1370.461260,0,0
1112,1372.078860,0,0
1113,1373.094980,0,0
1114,1374.640720,0,0
1115,1375.651820,0,0
1116,1377.273540,0,0
1117,1378.293180,0,0
1118,1380.033200,0,0
1119,1381.025500,0,0
1120,1382.534100,0,0
1121,1383.526280,0,0
1122,1385.298240,0,0
1123,1386.307920,0,0
1124,1388.035980,0,0
1125,1389.030480,0,0
1126,1390.579480,0,0
1127,1391.646380,0,0
1128,1393.365120,0,0
1129,1394.386420,0,0
1130,1396.055100,0,0
1131,1397.044760,0,0
1132,1398.244580,0,0
1133,1399.493340,0,0
1134,1401.549840,0,0
1135,1402.520020,0,0
1136,1404.228440,0,0
1137,1405.812880,0,0
1138,1406.826400,0,0
1139,1408.460140,0,0
1140,1409.438860,0,0
1141,1411.451160,0,0
1142,1412.444480,0,0
1143,1414.230080,0,0
1144,1415.330360,0,0
1145,1417.005740,0,0
1146,1417.833020,0,0
1147,1419.404920,0,0
1148,1420.445660,0,0
1149,1421.519740,0,0
1150,1422.552980,0,0
1151,1423.592220,0,0
1152,1424.659920,0,0
1153,1425.683740,0,0
1154,1427.214800,0,0
1155,1428.279900,0,0
1156,1429.359440,0,0
1157,1430.389540,0,0
1158,1431.437800,0,0
1159,1432.478860,0,0
1160,1433.509520,0,0
1161,1434.619880,0,0
1162,1435.655800,0,0
1163,1436.715620,0,0
1164,1437.744620,0,0
1165,1438.796600,0,0
1166,1439.824460,0,0
1167,1440.996880,0,0
1168,1442.050540,0,0
1169,1443.096280,0,0
1170,1444.195460,0,0
1171,1445.256080,0,0
1172,1446.299760,0,0
1173,1447.369460,0,0
1174,1448.393860,0,0
1175,1449.444920,0,0
1176,1450.482840,0,0
1177,1451.522300,0,0
1178,1452.567100,0,0
1179,1453.582440,0,0
1180,1454.662920,0,0
1181,1456.157900,0,0
1182,1457.360820,0,0
1183,1458.413700,0,0
1184,1459.468120,0,0
1185,1460.501480,0,0
1186,1461.526900,0,0
1187,1462.589020,0,0
1188,1463.612900,0,0
1189,1464.704280,0,0
1190,1465.755020,0,0
1191,1466.777280,0,0
1192,1467.846580,0,0
1193,1469.014780,0,0
1194,1470.085740,0,0
1195,1471.128660,0,0
1196,1472.197920,0,0
1197,1473.257100,0,0
1198,1474.327440,0,0
1199,1475.391180,0,0
1200,1476.426820,0,0
1201,1477.476900,0,0
1202,1478.513140,0,0
1203,1479.553380,0,0
1204,1480.598280,0,0
1205,1481.635540,0,0
1206,1482.683940,0,0
1207,1483.721300,0,0
1208,1484.776840,0,0
1209,1485.846260,0,0
1210,1487.019800,0,0
1211,1488.081220,0,0
1212,1489.111980,0,0
1213,1490.184900,0,0
1214,1491.230820,0,0
1215,1492.281460,0,0
1216,1493.345700,0,0
1217,1494.419860,0,0
1218,1495.480520,0,0
1219,1496.525060,0,0
1220,1497.557980,0,0
1221,1498.666940,0,0
1222,1499.713780,0,0
1223,1500.763640,0,0
1224,1501.763340,0,0
1225,1502.770880,0,0
1226,1503.805940,0,0
1227,1505.004400,0,0
1228,1506.039100,0,0
1229,1507.055800,0,0
1230,1508.075740,0,0
1231,1509.122680,0,0
1232,1510.474380,0,0
1233,1511.540560,0,0
1234,1512.564780,0,0
1235,1513.605760,0,0
1236,1514.654040,0,0
1237,1515.661960,0,0
1238,1516.707480,0,0
1239,1517.706480,0,0
1240,1518.752100,0,0
1241,1519.763820,0,0
1242,1522.183080,0,0
1243,1523.170540,0,0
1244,1524.662060,0,0
1245,1525.626680,0,0
1246,1527.342340,0,0
1247,1528.323300,0,0
1248,1529.818120,0,0
1249,1530.775000,0,0
1250,1532.504940,0,0
1251,1533.468540,0,0
1252,1535.211560,0,0
1253,1536.258960,0,0
1254,1537.750340,0,0
1255,1538.692360,0,0
1256,1540.409860,0,0
1257,1541.381720,0,0
1258,1542.837500,0,0
1259,1543.792260,0,0
1260,1545.474960,0,0
1261,1546.444440,0,0
1262,1548.132320,0,0
1263,1549.113920,0,0
1264,1550.605220,0,0
1265,1551.579420,0,0
1266,1553.329240,0,0
1267,1554.410780,0,0
1268,1556.051360,0,0
1269,1556.999700,0,0
1270,1558.551160,0,0
1271,1559.512820,0,0
1272,1561.259140,0,0
1273,1562.285160,0,0
1274,1563.783260,0,0
1275,1564.766840,0,0
1276,1566.459460,0,0
1277,1567.401900,0,0
1278,1569.061960,0,0
1279,1570.131980,0,0
1280,1571.760580,0,0
1281,1572.709760,0,0
1282,1574.470020,0,0
1283,1575.420480,0,0
1284,1577.161480,0,0
1285,1578.738180,0,0
1286,1579.704600,0,0
1287,1581.415160,0,0
1288,1582.452260,0,0
1289,1584.232720,0,0
1290,1585.253120,0,0
1291,1586.840600,0,0
1292,1587.841100,0,0
1293,1589.489480,0,0
1294,1590.459480,0,0
1295,1592.206140,0,0
1296,1593.234760,0,0
1297,1594.765660,0,0
1298,1595.789780,0,0
1299,1597.575760,0,0
1300,1598.548640,0,0
1301,1600.288540,0,0
1302,1601.286520,0,0
1303,1602.784660,0,0
1304,1603.750580,0,0
1305,1605.507720,0,0
1306,1606.492180,0,0
1307,1608.122340,0,0
1308,1609.090040,0,0
1309,1611.143820,0,0
1310,1612.729360,0,0
1311,1613.778340,0,0
1312,1615.567240,0,0
1313,1616.555440,0,0
1314,1618.268520,0,0
1315,1619.263520,0,0
1316,1620.778140,0,0
1317,1621.837760,0,0
1318,1623.611120,0,0
1319,1624.617680,0,0
1320,1626.346920,0,0
1321,1627.352380,0,0
1322,1628.850420,0,0
1323,1629.817380,0,0
1324,1631.558500,0,0
1325,1632.520480,0,0
1326,1634.380600,0,0
1327,1636.121580,0,0
1328,1637.147220,0,0
1329,1638.663100,0,0
1330,1639.635840,0,0
1331,1641.263740,0,0
1332,1642.306380,0,0
1333,1644.155120,0,0
1334,1645.283620,0,0
1335,1646.799620,0,0
1336,1647.811520,0,0
1337,1649.519280,0,0
1338,1650.491800,0,0
1339,1652.197420,0,0
1340,1653.213540,0,0
1341,1654.801500,0,0
1342,1656.019200,0,0
1343,1657.661020,0,0
1344,1659.300800,0,0
1345,1660.377300,0,0
1346,1662.080760,0,0
1347,1663.099660,0,0
1348,1664.621940,0,0
1349,1665.629720,0,0
1350,1667.336260,0,0
1351,1668.337360,0,0
1352,1670.054940,0,0
1353,1671.056820,0,0
1354,1672.586080,0,0
1355,1673.586920,0,0
1356,1675.330760,0,0
1357,1676.336840,0,0
1358,1677.995880,0,0
1359,1678.850000,0,0
1360,1680.491660,0,0
1361,1681.467780,0,0
1362,1683.251100,0,0
1363,1684.379480,0,0
1364,1686.038220,0,0
1365,1686.992780,0,0
1366,1688.592700,0,0
1367,1689.575360,0,0
1368,1691.255040,0,0
1369,1692.254460,0,0
1370,1693.770880,0,0
1371,1694.769380,0,0
1372,1696.503320,0,0
1373,1697.464400,0,0
1374,1699.144440,0,0
1375,1700.124580,0,0
1376,1701.697760,0,0
1377,1702.665180,0,0
1378,1704.374800,0,0
1379,1706.052000,0,0
1380,1707.141120,0,0
1381,1708.701360,0,0
1382,1709.703120,0,0
1383,1711.676320,0,0
1384,1712.655120,0,0
1385,1714.388820,0,0
1386,1715.384000,0,0
1387,1717.037820,0,0
1388,1718.025960,0,0
1389,1719.579320,0,0
1390,1720.543560,0,0
1391,1722.276340,0,0
1392,1723.275080,0,0
1393,1725.092860,0,0
1394,1726.091520,0,0
1395,1727.696700,0,0
1396,1728.667220,0,0
1397,1730.304920,0,0
1398,1731.331260,0,0
1399,1732.426280,0,0
1400,1733.444760,0,0
1401,1734.527000,0,0
1402,1735.545700,0,0
1403,1736.602860,0,0
1404,1737.642600,0,0
1405,1738.664200,0,0
1406,1739.729240,0,0
1407,1740.759400,0,0
1408,1741.807600,0,0
1409,1742.848720,0,0
1410,1744.037140,0,0
1411,1745.111460,0,0
1412,1746.165600,0,0
1413,1747.243740,0,0
1414,1748.286400,0,0
1415,1749.325540,0,0
1416,1750.396400,0,0
1417,1751.428920,0,0
1418,1752.483160,0,0
1419,1753.514780,0,0
1420,1754.603200,0,0
1421,1755.639380,0,0
1422,1757.113200,0,0
1423,1758.300600,0,0
1424,1759.357460,0,0
1425,1760.424580,0,0
1426,1761.458200,0,0
1427,1762.519860,0,0
1428,1763.562800,0,0
1429,1764.623000,0,0
1430,1765.686400,0,0
1431,1766.711720,0,0
1432,1767.759740,0,0
1433,1768.801860,0,0
1434,1769.832920,0,0
1435,1771.041000,0,0
1436,1772.051560,0,0
1437,1773.115920,0,0
1438,1774.200960,0,0
1439,1775.277880,0,0
1440,1776.333780,0,0
1441,1777.368880,0,0
1442,1778.420800,0,0
1443,1779.460160,0,0
1444,1780.516280,0,0
1445,1781.547940,0,0
1446,1782.592020,0,0
1447,1783.660780,0,0
1448,1784.733120,0,0
1449,1785.799240,0,0
1450,1786.823920,0,0
1451,1787.833420,0,0
1452,1789.031380,0,0
1453,1790.066220,0,0
1454,1791.129800,0,0
1455,1792.196880,0,0
1456,1793.273640,0,0
1457,1794.341520,0,0
1458,1795.369820,0,0
1459,1796.449940,0,0
1460,1797.472120,0,0
1461,1798.523280,0,0
1462,1799.556820,0,0
1463,1800.575080,0,0
1464,1801.675960,0,0
1465,1802.708460,0,0
1466,1803.757660,0,0
1467,1804.828920,0,0
1468,1806.030120,0,0
1469,1807.070180,0,0
1470,1808.108620,0,0
1471,1809.168700,0,0
1472,1810.568480,0,0
1473,1811.661780,0,0
1474,1812.708600,0,0
1475,1813.762400,0,0
1476,1814.840480,0,0
1477,1816.011500,0,0
1478,1817.066980,0,0
1479,1818.099700,0,0
1480,1819.175560,0,0
1481,1820.245620,0,0
1482,1821.289080,0,0
1483,1822.360480,0,0
1484,1823.395620,0,0
1485,1824.477800,0,0
1486,1825.515480,0,0
1487,1826.565960,0,0
1488,1828.017760,0,0
1489,1829.069420,0,0
1490,1830.156860,0,0
1491,1831.210560,0,0
1492,1832.327680,0,0
1493,1833.369900,0,0
1494,1834.466960,0,0
1495,1835.507500,0,0
1496,1836.532240,0,0
1497,1838.010820,0,0
1498,1839.053560,0,0
1499,1840.294000,0,0
1500,1841.349300,0,0
1501,1842.407420,0,0
1502,1843.448540,0,0
1503,1844.512320,0,0
1504,1845.585720,0,0
1505,1846.614320,0,0
1506,1847.661200,0,0
1507,1848.704320,0,0
1508,1849.731940,0,0
1509,1850.793800,0,0
1510,1851.821600,0,0
1511,1853.013180,0,0
1512,1854.087820,0,0
1513,1855.159560,0,0
1514,1856.338220,0,0
1515,1857.392980,0,0
1516,1858.448820,0,0
1517,1859.478380,0,0
1518,1860.518280,0,0
1519,1861.562520,0,0
1520,1862.586820,0,0
1521,1863.650840,0,0
1522,1864.726460,0,0
1523,1865.774260,0,0
1524,1866.811980,0,0
1525,1868.001960,0,0
1526,1869.049760,0,0
1527,1870.080720,0,0
1528,1871.149300,0,0
1529,1872.203500,0,0
1530,1873.278120,0,0
1531,1874.357720,0,0
1532,1875.368020,0,0
1533,1876.428100,0,0
1534,1877.437720,0,0
1535,1878.463940,0,0
1536,1879.483540,0,0
1537,1880.491460,0,0
1538,1881.521720,0,0
1539,1882.544780,0,0
1540,1883.578420,0,0
1541,1884.622640,0,0
1542,1885.623780,0,0
1543,1886.669400,0,0
1544,1887.683240,0,0
1545,1888.704280,0,0
1546,1889.710960,0,0
1547,1890.717120,0,0
1548,1891.756960,0,0
1549,1892.759720,0,0
1550,1893.779000,0,0
1551,1894.822480,0,0
1552,1897.260300,0,0
1553,1898.265500,0,0
1554,1899.748420,0,0
1555,1900.710740,0,0
1556,1902.411040,0,0
1557,1903.397360,0,0
1558,1905.028220,0,0
1559,1905.848880,0,0
1560,1907.471340,0,0
1561,1908.426280,0,0
1562,1910.442720,0,0
1563,1911.426640,0,0
1564,1913.071820,0,0
1565,1913.846100,0,0
1566,1915.574560,0,0
1567,1916.542940,0,0
1568,1918.183480,0,0
1569,1919.148040,0,0
1570,1920.688640,0,0
1571,1921.701380,0,0
1572,1923.416840,0,0
1573,1924.413780,0,0
1574,1926.070640,0,0
1575,1927.024920,0,0
1576,1928.658440,0,0
1577,1929.678020,0,0
1578,1931.330960,0,0
1579,1932.313240,0,0
1580,1933.848460,0,0
1581,1934.811980,0,0
1582,1936.503500,0,0
1583,1937.441240,0,0
1584,1939.102200,0,0
1585,1940.035280,0,0
1586,1941.598960,0,0
1587,1942.530080,0,0
1588,1944.220780,0,0
1589,1945.207200,0,0
1590,1946.725460,0,0
1591,1947.749260,0,0
1592,1949.449900,0,0
1593,1950.398820,0,0
1594,1951.730740,0,0
1595,1952.755440,0,0
1596,1953.795360,0,0
1597,1954.840800,0,0
1598,1956.263360,0,0
1599,1957.693600,0,0
1600,1959.437840,0,0
1601,1960.415720,0,0
1602,1962.113200,0,0
1603,1963.080920,0,0
1604,1964.586700,0,0
1605,1965.546740,0,0
1606,1967.281620,0,0
1607,1968.274480,0,0
1608,1969.741860,0,0
1609,1970.717900,0,0
1610,1972.405180,0,0
1611,1973.383740,0,0
1612,1975.115500,0,0
1613,1976.107300,0,0
1614,1977.619020,0,0
1615,1978.678200,0,0
1616,1980.409320,0,0
1617,1981.368400,0,0
1618,1983.169720,0,0
1619,1984.197480,0,0
1620,1985.778460,0,0
1621,1986.733040,0,0
1622,1988.476280,0,0
1623,1989.439640,0,0
1624,1991.131760,0,0
1625,1992.650980,0,0
1626,1993.657040,0,0
1627,1994.644360,0,0
1628,1996.336720,0,0
1629,1998.093120,0,0
1630,1999.196660,0,0
1631,2000.749720,0,0
1632,2001.732880,0,0
1633,2003.429960,0,0
1634,2004.465380,0,0
1635,2006.235200,0,0
1636,2007.262340,0,0
1637,2008.786460,0,0
1638,2009.824520,0,0
1639,2012.008060,0,0
1640,2012.824540,0,0
1641,2014.607700,0,0
1642,2016.267620,0,0
1643,2017.289740,0,0
1644,2019.090920,0,0
1645,2020.188500,0,0
1646,2021.690940,0,0
1647,2022.680240,0,0
1648,2024.434380,0,0
1649,2025.425800,0,0
1650,2027.168340,0,0
1651,2028.194580,0,0
1652,2029.709920,0,0
1653,2030.730980,0,0
1654,2032.538560,0,0
1655,2033.502720,0,0
1656,2035.228580,0,0
1657,2036.238060,0,0
1658,2037.812700,0,0
1659,2038.783100,0,0
1660,2040.479600,0,0
1661,2041.436700,0,0
1662,2043.227620,0,0
1663,2045.010500,0,0
1664,2046.015560,0,0
1665,2047.490700,0,0
1666,2048.546480,0,0
1667,2049.658240,0,0
1668,2050.706220,0,0
1669,2053.013660,0,0
1670,2054.037560,0,0
1671,2055.539100,0,0
1672,2056.552460,0,0
1673,2058.337380,0,0
1674,2059.352000,0,0
1675,2061.000540,0,0
1676,2061.837220,0,0
1677,2063.568100,0,0
1678,2064.572080,0,0
1679,2066.253940,0,0
1680,2067.254260,0,0
1681,2068.779760,0,0
1682,2069.752240,0,0
1683,2071.475680,0,0
1684,2072.446020,0,0
1685,2074.152460,0,0
1686,2075.129200,0,0
1687,2076.725000,0,0
1688,2077.677580,0,0
1689,2079.397980,0,0
1690,2081.143980,0,0
1691,2082.183760,0,0
1692,2083.768840,0,0
1693,2085.053620,0,0
1694,2086.649060,0,0
1695,2087.655160,0,0
1696,2089.356060,0,0
1697,2090.348380,0,0
1698,2091.834200,0,0
1699,2092.816300,0,0
1700,2094.530800,0,0
1701,2095.525620,0,0
1702,2097.309240,0,0
1703,2098.304420,0,0
1704,2099.840420,0,0
1705,2100.809960,0,0
1706,2102.535620,0,0
1707,2103.505340,0,0
1708,2105.208800,0,0
1709,2106.222240,0,0
1710,2107.845780,0,0
1711,2109.577600,0,0
1712,2111.086120,0,0
1713,2112.616800,0,0
1714,2113.609780,0,0
1715,2115.355720,0,0
1716,2116.355680,0,0
1717,2117.835280,0,0
1718,2118.835060,0,0
