Sample,X(ms) [23.05.2017 17:24:33 881 UTC],"I_encoder"[%ID1000],"M_beam_PID_manual_control"[%M4.3]
668,803.706700,0,0
669,804.772320,0,0
670,805.811540,0,0
671,806.858760,0,0
672,807.883120,0,0
673,808.923680,0,0
674,809.958040,0,0
675,811.475460,0,0
676,812.530140,0,0
677,813.583440,0,0
678,814.661940,0,0
679,815.682460,0,0
680,816.738920,0,0
681,817.779000,0,0
682,818.833820,0,0
683,819.862780,0,0
684,820.872420,0,0
685,821.932160,0,0
686,822.954180,0,0
687,824.006120,0,0
688,825.063180,0,0
689,826.082640,0,0
690,827.284180,0,0
691,828.336300,0,0
692,829.398740,0,0
693,830.451920,0,0
694,831.523320,0,0
695,832.574020,0,0
696,833.608780,0,0
697,834.706800,0,0
698,835.739420,0,0
699,836.793440,0,0
700,837.830140,0,0
701,838.856520,0,0
702,839.910880,0,0
703,840.947520,0,0
704,842.002300,0,0
705,843.037560,0,0
706,844.051120,0,0
707,845.276320,0,0
708,846.605540,0,0
709,847.721040,0,0
710,848.758920,0,0
711,849.814900,0,0
712,850.854280,0,0
713,851.873640,0,0
714,852.935200,0,0
715,853.953680,0,0
716,855.034320,0,0
717,856.066620,0,0
718,857.256540,0,0
719,858.283540,0,0
720,859.310580,0,0
721,860.372480,0,0
722,861.416280,0,0
723,862.500520,0,0
724,863.541120,0,0
725,864.609720,0,0
726,865.664860,0,0
727,866.689580,0,0
728,867.745280,0,0
729,868.775820,0,0
730,869.798560,0,0
731,870.845300,0,0
732,871.869320,0,0
733,872.922240,0,0
734,873.953140,0,0
735,875.008920,0,0
736,876.068500,0,0
737,877.083740,0,0
738,878.278860,0,0
739,879.324320,0,0
740,880.380380,0,0
741,881.457340,0,0
742,882.517780,0,0
743,883.577860,0,0
744,884.771720,0,0
745,885.833900,0,0
746,886.869940,0,0
747,887.888480,0,0
748,888.957620,0,0
749,889.982940,0,0
750,891.014140,0,0
751,892.042520,0,0
752,893.059640,0,0
753,894.287400,0,0
754,895.320220,0,0
755,896.392480,0,0
756,897.452980,0,0
757,898.528000,0,0
758,899.574940,0,0
759,900.599400,0,0
760,901.651400,0,0
761,902.679820,0,0
762,903.739900,0,0
763,904.812840,0,0
764,905.828680,0,0
765,906.874500,0,0
766,907.890280,0,0
767,908.937840,0,0
768,909.981140,0,0
