Sample,X(ms) [17.06.2017 18:24:23 235 UTC],"M_beam_angle"[%MD24],"M_ball_position"[%MD40],"M_ball_velocity"[%MD56],"M_ball_present"[%M4.4]
456,800.099980,0.16094782948494,0.0319288074970245,2.49423980712891,0
457,802.355680,0.16094782948494,0.0319288074970245,2.49423980712891,0
458,804.408300,0.16094782948494,0.0319288074970245,2.49423980712891,0
459,806.548140,0.16094782948494,0.0319288074970245,2.49423980712891,0
460,807.892780,0.16094782948494,0.0319288074970245,2.49423980712891,0
461,809.970260,0.16094782948494,0.0200006682425737,2.49423980712891,0
462,811.969380,0.16094782948494,0.0200006682425737,2.49423980712891,0
463,813.445380,0.16094782948494,0.0200006682425737,2.49423980712891,0
464,815.571680,0.16094782948494,0.0200006682425737,2.49423980712891,0
465,817.570840,0.16094782948494,0.0200006682425737,2.49423980712891,0
466,819.648440,0.16094782948494,0.0200006682425737,2.49423980712891,0
467,820.960920,0.16094782948494,0.00489170057699084,2.49423980712891,0
468,823.058500,0.16094782948494,0.00489170057699084,2.49423980712891,0
469,825.145060,0.16094782948494,0.00489170057699084,2.49423980712891,0
470,827.364080,0.16094782948494,0.00489170057699084,2.49423980712891,0
471,828.684960,0.16094782948494,0.00489170057699084,2.49423980712891,0
472,830.673680,0.16094782948494,-0.0118076708167791,2.49423980712891,0
473,832.734160,0.16094782948494,-0.0118076708167791,2.49423980712891,0
474,834.059580,0.16094782948494,-0.0118076708167791,2.49423980712891,0
475,836.175220,0.16094782948494,-0.0118076708167791,2.49423980712891,0
476,838.355160,0.16094782948494,-0.0118076708167791,2.49423980712891,0
477,840.434680,0.16094782948494,-0.0212507825344801,2.49423980712891,0
478,841.752720,0.16094782948494,-0.0212507825344801,2.49423980712891,0
479,843.848040,0.16094782948494,-0.0212507825344801,-0.644781529903412,0
480,846.050660,0.16094782948494,-0.0212507825344801,-0.644781529903412,0
481,848.158780,0.16094782948494,-0.0212507825344801,-0.644781529903412,0
482,849.623720,0.16094782948494,-0.0260687824338675,-0.644781529903412,0
483,851.634880,0.16094782948494,-0.0260687824338675,-0.644781529903412,0
484,853.753900,0.16094782948494,-0.0260687824338675,-0.644781529903412,0
485,855.767220,0.16094782948494,-0.0260687824338675,-0.644781529903412,0
486,857.145280,0.16094782948494,-0.0260687824338675,-0.644781529903412,0
487,859.422880,0.16094782948494,-0.0315650925040245,-0.644781529903412,0
488,861.509600,0.16094782948494,-0.0315650925040245,-0.644781529903412,0
489,862.840680,0.16094782948494,-0.0315650925040245,-0.644781529903412,0
490,864.863460,0.16094782948494,-0.0315650925040245,-0.644781529903412,0
491,867.020000,0.16094782948494,-0.0315650925040245,-0.644781529903412,0
492,869.104040,0.16094782948494,-0.0315650925040245,-0.644781529903412,0
493,870.583380,0.16094782948494,-0.0377864465117455,-0.644781529903412,0
494,872.596320,0.16094782948494,-0.0377864465117455,-0.644781529903412,0
495,874.692600,0.16094782948494,-0.0377864465117455,-0.644781529903412,0
496,876.725560,0.16094782948494,-0.0377864465117455,-0.644781529903412,0
497,878.037420,0.16094782948494,-0.0377864465117455,-0.644781529903412,0
498,880.102640,0.16094782948494,-0.0181732755154371,-0.644781529903412,0
499,882.084420,0.16094782948494,-0.0181732755154371,-0.644781529903412,0
500,883.580000,0.16094782948494,-0.0181732755154371,-0.644781529903412,0
501,885.754540,0.16094782948494,-0.0181732755154371,-0.644781529903412,0
502,887.805060,0.16094782948494,-0.0181732755154371,-0.644781529903412,0
503,889.815140,0.16094782948494,-0.0181732755154371,-0.644781529903412,0
504,891.131840,0.16094782948494,0.0143328094854951,-0.644781529903412,0
505,892.960700,0.16094782948494,0.0143328094854951,0.711671829223633,0
506,894.523480,0.16094782948494,0.0143328094854951,0.711671829223633,0
507,895.963840,0.16094782948494,0.0143328094854951,0.711671829223633,0
508,897.520340,0.16094782948494,0.0143328094854951,0.711671829223633,0
509,898.910040,0.16094782948494,0.0143328094854951,0.711671829223633,0
510,900.454260,0.16094782948494,0.0214409828186035,0.711671829223633,0
511,901.853840,0.16094782948494,0.0214409828186035,0.711671829223633,0
512,903.355880,0.16094782948494,0.0214409828186035,0.711671829223633,0
513,904.769600,0.16094782948494,0.0214409828186035,0.711671829223633,0
514,906.173300,0.16094782948494,0.0214409828186035,0.711671829223633,0
515,907.734080,0.16094782948494,0.0214409828186035,0.711671829223633,0
516,909.095780,0.16094782948494,0.0214409828186035,0.711671829223633,0
517,910.642840,0.16094782948494,0.0112474821507931,0.711671829223633,0
518,912.025980,0.16094782948494,0.0112474821507931,0.711671829223633,0
519,913.599340,0.16094782948494,0.0112474821507931,0.711671829223633,0
520,914.996660,0.16094782948494,0.0112474821507931,0.711671829223633,0
521,916.581780,0.16094782948494,0.0112474821507931,0.711671829223633,0
522,917.967220,0.16094782948494,0.0112474821507931,0.711671829223633,0
523,919.501580,0.16094782948494,-0.00402711890637875,0.711671829223633,0
524,920.924360,0.16094782948494,-0.00402711890637875,0.711671829223633,0
525,922.466660,0.16094782948494,-0.00402711890637875,0.711671829223633,0
526,924.142740,0.16094782948494,-0.00402711890637875,0.711671829223633,0
527,925.742100,0.16094782948494,-0.00402711890637875,0.711671829223633,0
