Sample,X(ms) [18.05.2017 16:44:35 467 UTC],"I_encoder"[%ID1000],"M_beam_angle"[%MD24]
599,723.352040,76,-0.024223830550909
600,724.980380,76,-0.024223830550909
601,725.960500,76,-0.024223830550909
602,727.666960,76,-0.024223830550909
603,728.658820,76,-0.024223830550909
604,730.391260,76,-0.024223830550909
605,731.367660,76,-0.024223830550909
606,732.860240,76,-0.024223830550909
607,733.841700,76,-0.024223830550909
608,735.565220,76,-0.024223830550909
609,736.560580,76,-0.024223830550909
610,738.076000,76,-0.024223830550909
611,739.114180,76,-0.024223830550909
612,740.943280,76,-0.024223830550909
613,741.913340,76,-0.024223830550909
614,743.623300,76,-0.024223830550909
615,744.584280,76,-0.024223830550909
616,746.109800,76,-0.024223830550909
617,747.092580,76,-0.024223830550909
618,748.881060,76,-0.024223830550909
619,749.949280,76,-0.024223830550909
620,751.596140,76,-0.024223830550909
621,752.564100,76,-0.024223830550909
622,754.303960,76,-0.024223830550909
623,755.109560,76,-0.024223830550909
624,756.849520,76,-0.024223830550909
625,757.795740,76,-0.024223830550909
626,759.640080,76,-0.024223830550909
627,761.655080,76,-0.024223830550909
628,762.656160,76,-0.024223830550909
629,764.314600,76,-0.024223830550909
630,765.145560,76,-0.024223830550909
631,766.882180,76,-0.024223830550909
632,767.860560,76,-0.024223830550909
633,769.691460,76,-0.024223830550909
634,770.750840,76,-0.024223830550909
635,772.418920,76,-0.024223830550909
636,773.351040,76,-0.024223830550909
637,774.949860,76,-0.024223830550909
638,775.901600,76,-0.024223830550909
639,777.587520,76,-0.024223830550909
640,779.137280,76,-0.024223830550909
641,780.462060,76,-0.024223830550909
642,782.024200,76,-0.024223830550909
643,783.039780,76,-0.024223830550909
644,784.766200,76,-0.024223830550909
645,785.792260,76,-0.024223830550909
646,787.483900,76,-0.024223830550909
647,788.574720,76,-0.024223830550909
648,789.623920,76,-0.024223830550909
649,790.655560,76,-0.024223830550909
650,791.719780,76,-0.024223830550909
651,792.757240,76,-0.024223830550909
652,793.780280,76,-0.024223830550909
653,794.839160,76,-0.024223830550909
654,795.864700,76,-0.024223830550909
655,796.907320,76,-0.024223830550909
656,797.934860,76,-0.024223830550909
657,798.950340,76,-0.024223830550909
658,800.034160,76,-0.024223830550909
659,801.061520,76,-0.024223830550909
660,802.108160,76,-0.024223830550909
661,803.145760,76,-0.024223830550909
662,804.318980,76,-0.024223830550909
663,805.383240,76,-0.024223830550909
664,806.414800,76,-0.024223830550909
665,807.467680,76,-0.024223830550909
666,808.520180,76,-0.024223830550909
667,809.666180,76,-0.024223830550909
668,810.695340,76,-0.024223830550909
669,811.714460,76,-0.024223830550909
670,812.756700,76,-0.024223830550909
671,813.788380,76,-0.024223830550909
672,814.836860,76,-0.024223830550909
673,815.852280,76,-0.024223830550909
674,816.878360,76,-0.024223830550909
