Sample,X(ms) [18.05.2017 16:33:16 599 UTC],"I_encoder"[%ID1000],"M_beam_angle"[%MD24]
652,787.523680,74,-0.029095534235239
653,789.280640,74,-0.029095534235239
654,790.285340,74,-0.029095534235239
655,792.030400,74,-0.029095534235239
656,793.039820,74,-0.029095534235239
657,794.548460,74,-0.029095534235239
658,795.549820,74,-0.029095534235239
659,797.215520,74,-0.029095534235239
660,798.236000,74,-0.029095534235239
661,799.911760,74,-0.029095534235239
662,800.894400,74,-0.029095534235239
663,802.388540,74,-0.029095534235239
664,803.375280,74,-0.029095534235239
665,805.165040,74,-0.029095534235239
666,806.217120,74,-0.029095534235239
667,807.860100,74,-0.029095534235239
668,808.807100,74,-0.029095534235239
669,810.327120,74,-0.029095534235239
670,811.312860,74,-0.029095534235239
671,813.050880,74,-0.029095534235239
672,814.060520,74,-0.029095534235239
673,815.594620,74,-0.029095534235239
674,816.812620,74,-0.029095534235239
675,818.395140,74,-0.029095534235239
676,819.336200,74,-0.029095534235239
677,821.061900,74,-0.029095534235239
678,822.070060,74,-0.029095534235239
679,823.791100,74,-0.029095534235239
680,824.597020,74,-0.029095534235239
681,826.380200,74,-0.029095534235239
682,828.120260,74,-0.029095534235239
683,829.099120,74,-0.029095534235239
684,831.123360,74,-0.029095534235239
685,832.136880,74,-0.029095534235239
686,833.793180,74,-0.029095534235239
687,834.621220,74,-0.029095534235239
688,836.389260,74,-0.029095534235239
689,837.425960,74,-0.029095534235239
690,839.175480,74,-0.029095534235239
691,840.144340,74,-0.029095534235239
692,841.824240,74,-0.029095534235239
693,842.770040,74,-0.029095534235239
694,844.350640,74,-0.029095534235239
695,845.331580,74,-0.029095534235239
696,847.028040,74,-0.029095534235239
697,848.627240,74,-0.029095534235239
698,849.862560,74,-0.029095534235239
699,851.396660,74,-0.029095534235239
700,852.415640,74,-0.029095534235239
701,853.957100,74,-0.029095534235239
702,855.055080,74,-0.029095534235239
703,856.165840,74,-0.029095534235239
704,857.191020,74,-0.029095534235239
705,858.250280,74,-0.029095534235239
706,859.313940,74,-0.029095534235239
707,860.328840,74,-0.029095534235239
708,861.409480,74,-0.029095534235239
709,862.446920,74,-0.029095534235239
710,863.471020,74,-0.029095534235239
711,864.531920,74,-0.029095534235239
712,865.562460,74,-0.029095534235239
713,866.620280,74,-0.029095534235239
714,867.822660,74,-0.029095534235239
715,868.870000,74,-0.029095534235239
716,869.913520,74,-0.029095534235239
717,870.952100,74,-0.029095534235239
718,872.016060,74,-0.029095534235239
719,873.066020,74,-0.029095534235239
720,874.118720,74,-0.029095534235239
721,875.154060,74,-0.029095534235239
722,876.177680,74,-0.029095534235239
723,877.230060,74,-0.029095534235239
724,878.294220,74,-0.029095534235239
725,879.342660,74,-0.029095534235239
726,880.374400,74,-0.029095534235239
727,881.405500,74,-0.029095534235239
728,882.441980,74,-0.029095534235239
729,883.469800,74,-0.029095534235239
730,884.517960,74,-0.029095534235239
731,885.545580,74,-0.029095534235239
732,886.560840,74,-0.029095534235239
733,887.606900,74,-0.029095534235239
734,888.820860,74,-0.029095534235239
735,889.875520,74,-0.029095534235239
736,890.913220,74,-0.029095534235239
737,891.971540,74,-0.029095534235239
738,893.026960,74,-0.029095534235239
739,894.062940,74,-0.029095534235239
740,895.127020,74,-0.029095534235239
741,896.156160,74,-0.029095534235239
742,897.208160,74,-0.029095534235239
743,898.257560,74,-0.029095534235239
744,899.285620,74,-0.029095534235239
745,900.339360,74,-0.029095534235239
746,901.362100,74,-0.029095534235239
747,902.408480,74,-0.029095534235239
748,903.436600,74,-0.029095534235239
749,904.457500,74,-0.029095534235239
750,905.559140,74,-0.029095534235239
751,906.589280,74,-0.029095534235239
752,907.813760,74,-0.029095534235239
753,908.844300,74,-0.029095534235239
754,909.895980,74,-0.029095534235239
755,910.961540,74,-0.029095534235239
756,912.022620,74,-0.029095534235239
757,913.084600,74,-0.029095534235239
758,914.116220,74,-0.029095534235239
759,915.177720,74,-0.029095534235239
760,916.215460,74,-0.029095534235239
761,917.448380,74,-0.029095534235239
762,918.578220,74,-0.029095534235239
763,919.866280,74,-0.029095534235239
764,920.944740,74,-0.029095534235239
765,922.005080,74,-0.029095534235239
766,923.076880,74,-0.029095534235239
767,924.107300,74,-0.029095534235239
768,925.140400,74,-0.029095534235239
769,926.194100,74,-0.029095534235239
770,927.218460,74,-0.029095534235239
771,928.301300,74,-0.029095534235239
772,929.331840,74,-0.029095534235239
773,930.872940,74,-0.029095534235239
774,931.921000,74,-0.029095534235239
775,932.956740,74,-0.029095534235239
776,934.040160,74,-0.029095534235239
777,935.074340,74,-0.029095534235239
778,936.126220,74,-0.029095534235239
779,937.164060,74,-0.029095534235239
780,938.243280,74,-0.029095534235239
781,939.277320,74,-0.029095534235239
782,940.295380,74,-0.029095534235239
783,941.340180,74,-0.029095534235239
784,942.365520,74,-0.029095534235239
785,943.416380,74,-0.029095534235239
786,944.435740,74,-0.029095534235239
787,945.453280,74,-0.029095534235239
788,946.978100,74,-0.029095534235239
789,948.086740,74,-0.029095534235239
790,949.156240,74,-0.029095534235239
791,950.201100,74,-0.029095534235239
792,951.240900,74,-0.029095534235239
793,952.277120,74,-0.029095534235239
794,953.303940,74,-0.029095534235239
795,954.351940,74,-0.029095534235239
796,955.387560,74,-0.029095534235239
797,956.438680,74,-0.029095534235239
798,957.477220,74,-0.029095534235239
799,958.525340,74,-0.029095534235239
800,959.562760,74,-0.029095534235239
801,960.586400,74,-0.029095534235239
802,961.786700,74,-0.029095534235239
803,962.809620,74,-0.029095534235239
804,963.820100,74,-0.029095534235239
805,964.906200,74,-0.029095534235239
806,965.943600,74,-0.029095534235239
807,967.018880,74,-0.029095534235239
808,968.101660,74,-0.029095534235239
809,969.144020,74,-0.029095534235239
810,970.183600,74,-0.029095534235239
811,971.203920,74,-0.029095534235239
812,972.247000,74,-0.029095534235239
813,973.276780,74,-0.029095534235239
814,974.334540,74,-0.029095534235239
815,975.375640,74,-0.029095534235239
816,976.381080,74,-0.029095534235239
817,977.423640,74,-0.029095534235239
818,978.486420,74,-0.029095534235239
819,979.532940,74,-0.029095534235239
820,980.564640,74,-0.029095534235239
821,981.588000,74,-0.029095534235239
822,982.780120,74,-0.029095534235239
823,983.798220,74,-0.029095534235239
824,984.862340,74,-0.029095534235239
825,985.907560,74,-0.029095534235239
826,986.946300,74,-0.029095534235239
827,988.067940,74,-0.029095534235239
828,989.112120,74,-0.029095534235239
829,990.164300,74,-0.029095534235239
830,991.196040,74,-0.029095534235239
831,992.230440,74,-0.029095534235239
832,993.263700,74,-0.029095534235239
833,994.286860,74,-0.029095534235239
834,995.342260,74,-0.029095534235239
835,996.365660,74,-0.029095534235239
836,997.395560,74,-0.029095534235239
837,998.454500,74,-0.029095534235239
838,999.480800,74,-0.029095534235239
839,1000.543920,74,-0.029095534235239
840,1001.574720,74,-0.029095534235239
841,1002.623300,74,-0.029095534235239
842,1003.795900,74,-0.029095534235239
843,1004.833580,74,-0.029095534235239
844,1005.947000,74,-0.029095534235239
845,1006.999620,74,-0.029095534235239
846,1008.098280,74,-0.029095534235239
847,1009.129320,74,-0.029095534235239
848,1010.174080,74,-0.029095534235239
849,1011.249360,74,-0.029095534235239
850,1012.270600,74,-0.029095534235239
851,1013.334720,74,-0.029095534235239
852,1014.347520,74,-0.029095534235239
853,1015.400160,74,-0.029095534235239
854,1016.422380,74,-0.029095534235239
855,1017.557180,74,-0.029095534235239
856,1018.782360,74,-0.029095534235239
857,1019.816780,74,-0.029095534235239
858,1020.898000,74,-0.029095534235239
859,1021.946680,74,-0.029095534235239
860,1022.999680,74,-0.029095534235239
861,1024.077520,74,-0.029095534235239
862,1025.109940,74,-0.029095534235239
863,1026.153680,74,-0.029095534235239
864,1027.187900,74,-0.029095534235239
865,1028.261300,74,-0.029095534235239
866,1029.307420,74,-0.029095534235239
867,1030.820360,74,-0.029095534235239
868,1031.862500,74,-0.029095534235239
869,1032.907940,74,-0.029095534235239
870,1033.984720,74,-0.029095534235239
871,1035.036580,74,-0.029095534235239
872,1036.087180,74,-0.029095534235239
873,1037.129500,74,-0.029095534235239
874,1038.189800,74,-0.029095534235239
875,1039.237380,74,-0.029095534235239
876,1040.272680,74,-0.029095534235239
877,1041.324800,74,-0.029095534235239
878,1042.362040,74,-0.029095534235239
879,1043.381480,74,-0.029095534235239
880,1044.431100,74,-0.029095534235239
881,1045.887700,74,-0.029095534235239
882,1046.995480,74,-0.029095534235239
883,1048.086660,74,-0.029095534235239
884,1049.156640,74,-0.029095534235239
885,1050.189160,74,-0.029095534235239
886,1051.210980,74,-0.029095534235239
887,1052.264680,74,-0.029095534235239
888,1053.282740,74,-0.029095534235239
889,1054.330160,74,-0.029095534235239
890,1055.365460,74,-0.029095534235239
891,1056.383920,74,-0.029095534235239
892,1057.428040,74,-0.029095534235239
893,1058.499560,74,-0.029095534235239
894,1059.536380,74,-0.029095534235239
895,1060.557940,74,-0.029095534235239
896,1061.616780,74,-0.029095534235239
897,1062.791480,74,-0.029095534235239
898,1063.804840,74,-0.029095534235239
899,1064.863520,74,-0.029095534235239
900,1065.896400,74,-0.029095534235239
901,1066.956200,74,-0.029095534235239
902,1068.145380,74,-0.029095534235239
903,1069.184960,74,-0.029095534235239
904,1070.247680,74,-0.029095534235239
905,1071.243200,74,-0.029095534235239
906,1072.256980,74,-0.029095534235239
907,1073.275660,74,-0.029095534235239
908,1074.271000,74,-0.029095534235239
909,1075.317460,74,-0.029095534235239
910,1076.329940,74,-0.029095534235239
911,1077.343200,74,-0.029095534235239
912,1078.386640,74,-0.029095534235239
913,1079.388580,74,-0.029095534235239
914,1080.413960,74,-0.029095534235239
915,1081.413920,74,-0.029095534235239
916,1082.435380,74,-0.029095534235239
917,1083.445560,74,-0.029095534235239
918,1084.452840,74,-0.029095534235239
919,1085.485400,74,-0.029095534235239
920,1086.497660,74,-0.029095534235239
921,1087.520880,74,-0.029095534235239
922,1088.551700,74,-0.029095534235239
923,1089.537940,74,-0.029095534235239
924,1090.566940,74,-0.029095534235239
925,1091.577940,74,-0.029095534235239
926,1092.592960,74,-0.029095534235239
927,1093.609240,74,-0.029095534235239
928,1094.602300,74,-0.029095534235239
929,1095.790820,74,-0.029095534235239
930,1096.792340,74,-0.029095534235239
931,1097.854640,74,-0.029095534235239
932,1098.866200,74,-0.029095534235239
933,1099.865940,74,-0.029095534235239
934,1100.914260,74,-0.029095534235239
935,1101.944360,74,-0.029095534235239
936,1102.980060,74,-0.029095534235239
937,1104.024160,74,-0.029095534235239
938,1105.043040,74,-0.029095534235239
939,1106.078580,74,-0.029095534235239
940,1107.139640,74,-0.029095534235239
941,1108.207840,74,-0.029095534235239
942,1109.221620,74,-0.029095534235239
943,1110.217620,74,-0.029095534235239
944,1111.278560,74,-0.029095534235239
945,1112.275160,74,-0.029095534235239
946,1113.301900,74,-0.029095534235239
947,1114.331200,74,-0.029095534235239
948,1115.334500,74,-0.029095534235239
949,1116.369080,74,-0.029095534235239
950,1117.537420,74,-0.029095534235239
951,1119.561900,74,-0.029095534235239
952,1120.501400,74,-0.029095534235239
953,1122.201440,74,-0.029095534235239
954,1123.147300,74,-0.029095534235239
955,1124.617300,74,-0.029095534235239
956,1125.558780,74,-0.029095534235239
957,1127.247660,74,-0.029095534235239
958,1128.224460,74,-0.029095534235239
959,1130.169880,74,-0.029095534235239
960,1131.841100,74,-0.029095534235239
961,1132.813260,74,-0.029095534235239
962,1133.603940,74,-0.029095534235239
963,1135.348920,74,-0.029095534235239
964,1136.999140,74,-0.029095534235239
965,1138.048180,74,-0.029095534235239
966,1139.591620,74,-0.029095534235239
967,1140.554920,74,-0.029095534235239
968,1141.479820,74,-0.029095534235239
969,1143.143660,74,-0.029095534235239
970,1144.095940,74,-0.029095534235239
971,1145.619400,74,-0.029095534235239
972,1146.555620,74,-0.029095534235239
973,1148.271720,74,-0.029095534235239
974,1149.192540,74,-0.029095534235239
975,1150.833100,74,-0.029095534235239
976,1151.627000,74,-0.029095534235239
977,1153.313380,74,-0.029095534235239
978,1154.253540,74,-0.029095534235239
979,1155.890940,74,-0.029095534235239
980,1156.837180,74,-0.029095534235239
981,1158.451800,74,-0.029095534235239
982,1159.474960,74,-0.029095534235239
983,1161.229860,74,-0.029095534235239
984,1162.232100,74,-0.029095534235239
985,1163.881560,74,-0.029095534235239
986,1164.801460,74,-0.029095534235239
987,1166.371000,74,-0.029095534235239
988,1167.305500,74,-0.029095534235239
989,1169.006300,74,-0.029095534235239
990,1169.982740,74,-0.029095534235239
991,1171.490060,74,-0.029095534235239
992,1172.418000,74,-0.029095534235239
993,1174.109740,74,-0.029095534235239
994,1175.069780,74,-0.029095534235239
995,1176.558440,74,-0.029095534235239
996,1177.504320,74,-0.029095534235239
997,1179.228600,74,-0.029095534235239
998,1180.179120,74,-0.029095534235239
999,1181.801060,74,-0.029095534235239
1000,1182.596540,74,-0.029095534235239
1001,1184.285340,74,-0.029095534235239
1002,1185.322160,74,-0.029095534235239
1003,1187.041940,74,-0.029095534235239
1004,1188.055500,74,-0.029095534235239
1005,1189.834180,74,-0.029095534235239
1006,1190.781700,74,-0.029095534235239
1007,1192.357460,74,-0.029095534235239
1008,1193.306680,74,-0.029095534235239
1009,1195.026280,74,-0.029095534235239
1010,1196.007620,74,-0.029095534235239
1011,1197.586300,74,-0.029095534235239
1012,1198.576000,74,-0.029095534235239
1013,1200.306360,74,-0.029095534235239
1014,1201.248580,74,-0.029095534235239
1015,1202.909960,74,-0.029095534235239
1016,1204.452600,74,-0.029095534235239
1017,1205.527940,74,-0.029095534235239
1018,1207.239080,74,-0.029095534235239
1019,1208.266360,74,-0.029095534235239
1020,1209.999100,74,-0.029095534235239
1021,1211.020460,74,-0.029095534235239
