Sample,X(ms) [18.05.2017 16:42:00 127 UTC],"I_encoder"[%ID1000],"M_beam_angle"[%MD24]
551,671.788520,78,-0.0193271823227406
552,673.497160,78,-0.0193271823227406
553,674.471720,78,-0.0193271823227406
554,676.000180,78,-0.0193271823227406
555,676.968080,78,-0.0193271823227406
556,678.674440,78,-0.0193271823227406
557,679.695720,78,-0.0193271823227406
558,681.355560,78,-0.0193271823227406
559,682.165380,78,-0.0193271823227406
560,683.883600,78,-0.0193271823227406
561,684.840660,78,-0.0193271823227406
562,686.541040,78,-0.0193271823227406
563,687.545900,78,-0.0193271823227406
564,689.168000,78,-0.0193271823227406
565,690.957260,78,-0.0193271823227406
566,691.964320,78,-0.0193271823227406
567,693.589180,78,-0.0193271823227406
568,694.599700,78,-0.0193271823227406
569,696.403920,78,-0.0193271823227406
570,697.462460,78,-0.0193271823227406
571,699.008200,78,-0.0193271823227406
572,700.042800,78,-0.0193271823227406
573,702.070180,78,-0.0193271823227406
574,703.055080,78,-0.0193271823227406
575,704.768900,78,-0.0193271823227406
576,705.729440,78,-0.0193271823227406
577,707.510760,78,-0.0193271823227406
578,709.067500,78,-0.0193271823227406
579,710.120140,78,-0.0193271823227406
580,711.740620,78,-0.0193271823227406
581,712.730400,78,-0.0193271823227406
582,714.390620,78,-0.0193271823227406
583,715.378920,78,-0.0193271823227406
584,716.187540,78,-0.0193271823227406
585,717.941620,78,-0.0193271823227406
586,719.643220,78,-0.0193271823227406
587,720.733600,78,-0.0193271823227406
588,722.499500,78,-0.0193271823227406
589,723.513020,78,-0.0193271823227406
590,725.034400,78,-0.0193271823227406
591,726.000860,78,-0.0193271823227406
592,727.707220,78,-0.0193271823227406
593,728.699000,78,-0.0193271823227406
594,730.459640,78,-0.0193271823227406
595,731.523780,78,-0.0193271823227406
596,733.051200,78,-0.0193271823227406
597,734.025140,78,-0.0193271823227406
598,735.729500,78,-0.0193271823227406
599,736.715360,78,-0.0193271823227406
600,737.832420,78,-0.0193271823227406
601,739.109020,78,-0.0193271823227406
602,740.491760,78,-0.0193271823227406
603,741.563860,78,-0.0193271823227406
604,742.642920,78,-0.0193271823227406
605,743.669660,78,-0.0193271823227406
606,744.693860,78,-0.0193271823227406
607,745.757800,78,-0.0193271823227406
608,746.782700,78,-0.0193271823227406
609,747.836220,78,-0.0193271823227406
610,748.883340,78,-0.0193271823227406
611,749.935000,78,-0.0193271823227406
612,750.982260,78,-0.0193271823227406
613,751.992680,78,-0.0193271823227406
614,753.031700,78,-0.0193271823227406
615,754.054240,78,-0.0193271823227406
616,755.077140,78,-0.0193271823227406
617,756.136800,78,-0.0193271823227406
618,757.166460,78,-0.0193271823227406
619,758.355900,78,-0.0193271823227406
620,759.405840,78,-0.0193271823227406
621,760.470460,78,-0.0193271823227406
622,761.511960,78,-0.0193271823227406
623,762.556660,78,-0.0193271823227406
624,763.630680,78,-0.0193271823227406
625,764.669700,78,-0.0193271823227406
626,765.718680,78,-0.0193271823227406
627,766.762700,78,-0.0193271823227406
628,767.784080,78,-0.0193271823227406
629,768.849160,78,-0.0193271823227406
630,769.913440,78,-0.0193271823227406
631,770.958240,78,-0.0193271823227406
632,771.974900,78,-0.0193271823227406
633,772.990860,78,-0.0193271823227406
634,774.039740,78,-0.0193271823227406
635,775.068380,78,-0.0193271823227406
636,776.126700,78,-0.0193271823227406
637,777.158040,78,-0.0193271823227406
638,778.182140,78,-0.0193271823227406
639,779.412760,78,-0.0193271823227406
640,780.448460,78,-0.0193271823227406
641,781.511140,78,-0.0193271823227406
642,782.584740,78,-0.0193271823227406
643,783.649840,78,-0.0193271823227406
644,784.696720,78,-0.0193271823227406
645,785.718540,78,-0.0193271823227406
646,786.772260,78,-0.0193271823227406
647,787.795960,78,-0.0193271823227406
648,788.835740,78,-0.0193271823227406
649,789.915700,78,-0.0193271823227406
650,790.926780,78,-0.0193271823227406
651,791.966580,78,-0.0193271823227406
652,792.985160,78,-0.0193271823227406
653,794.022720,78,-0.0193271823227406
654,795.045280,78,-0.0193271823227406
655,796.070840,78,-0.0193271823227406
656,797.129060,78,-0.0193271823227406
657,798.143500,78,-0.0193271823227406
658,799.186160,78,-0.0193271823227406
659,800.400240,78,-0.0193271823227406
660,801.761380,78,-0.0193271823227406
661,802.826800,78,-0.0193271823227406
662,803.852200,78,-0.0193271823227406
663,804.904380,78,-0.0193271823227406
664,805.919140,78,-0.0193271823227406
665,806.969580,78,-0.0193271823227406
666,807.993460,78,-0.0193271823227406
667,809.016880,78,-0.0193271823227406
668,810.109720,78,-0.0193271823227406
669,811.140080,78,-0.0193271823227406
670,812.186560,78,-0.0193271823227406
671,813.351060,78,-0.0193271823227406
672,814.388460,78,-0.0193271823227406
673,815.424440,78,-0.0193271823227406
674,816.725720,78,-0.0193271823227406
675,817.805140,78,-0.0193271823227406
676,818.832380,78,-0.0193271823227406
677,819.974380,78,-0.0193271823227406
678,821.008320,78,-0.0193271823227406
679,822.060840,78,-0.0193271823227406
680,823.106240,78,-0.0193271823227406
681,824.129580,78,-0.0193271823227406
682,825.169380,78,-0.0193271823227406
683,826.345340,78,-0.0193271823227406
684,827.400200,78,-0.0193271823227406
685,828.423180,78,-0.0193271823227406
686,829.485120,78,-0.0193271823227406
687,830.565600,78,-0.0193271823227406
688,831.611400,78,-0.0193271823227406
689,832.712680,78,-0.0193271823227406
690,833.736540,78,-0.0193271823227406
