time [s],angle [rad],voltage [V]
1.34988158,0,0
1.35094234,0,0
1.35200432,0,0
1.3530712,0,0
1.3542728,0,0
1.35534134,0,0
1.35642996,0,0
1.3574982,0,0
1.3585477,0,0
1.35961558,0,0
1.36066094,0,0
1.36171294,0,0
1.36379276,0,0
1.3655191,0,0
1.36654284,0,0
1.36806918,0,0
1.36902826,0,0
1.37079794,0,0
1.3718026,0,0
1.37353288,0,0
1.37526482,0,0
1.3762704,0,0
1.37773382,0,0
1.37875614,0,0
1.38035652,0,0
1.38137534,0,0
1.38295016,0,0
1.38397468,0,0
1.38563584,0,0
1.38663644,0,0
1.3884372,0,0
1.3894626,0,0
1.39098204,0,0
1.39204526,0,0
1.39382904,0,0
1.39481554,0,0
1.39655034,0,0
1.39754344,0,0
1.39895434,0,0
1.40033496,0,0
1.40202188,0,0
1.40366436,0,0
1.40467116,0,0
1.4062908,0,0
1.40731166,0,0
1.40880728,0,0
1.40981626,0,0
1.41076824,0,0
1.41249918,0,0
1.4140814,0,0
1.41523614,0,0
1.41673362,0,0
1.41778668,0,0
1.41952452,0,0
1.42053886,0,0
1.42190876,0,0
1.42298744,0,0
1.42403926,0,0
1.4250542,0,0
1.42605856,0,0
1.42724392,0,0
1.4282534,0,0
1.42930936,0,0
1.4303438,0,0
1.43138522,0,0
1.4324969,0,0
1.43352228,0,0
1.43457318,0,0
1.43559396,0,0
1.43663122,0,0
1.43764794,0,0
1.43866142,0,0
1.43968922,0,0
1.4407118,0,0
1.44174914,0,0
1.44281264,0,0
1.44383222,0,0
1.44487398,0,0
1.44587304,0,0
1.44691686,0,0
1.44794158,0,0
1.44895788,0,0
1.4500006,0,0
1.45100588,0,0
1.4520482,0,0
1.4532455,0,0
1.45427444,0,0
1.45532822,0,0
1.45635452,0,0
1.4573918,0,0
1.45843616,0,0
1.459478,0,0
1.46054142,0,0
1.46156738,0,0
1.46295348,0,0
1.46399396,0,0
1.46504626,0,0
1.46606196,0,0
1.46753846,0,0
1.46867524,0,0
1.46969224,0,0
1.47075538,0,0
1.47177572,0,0
1.47285316,0,0
1.47387682,0,0
1.47488472,0,0
1.47592758,0,0
1.4769348,0,0
1.4779737,0,0
1.4789847,0,0
1.47999906,0,0
1.48101994,0,0
1.48203338,0,0
1.48329934,0,0
1.48438178,0,0
1.48544224,0,0
1.48677348,0,0
1.48781124,0,0
1.48886426,0,0
1.48989422,0,0
1.49093922,0,0
1.4919724,0,0
1.49300722,0,0
1.49404724,0,0
1.49505438,0,0
1.49608484,0,0
1.4972523,0,0
1.49826268,0,0
1.49931946,0,0
1.50035232,0,0
1.50143628,0,0
1.50250758,0,0
1.50356042,0,0
1.50460004,0,0
1.50562056,0,0
1.5066762,0,0
1.50769794,0,0
1.5087248,0,0
1.5097458,0,0
1.51078934,0,0
1.51183432,0,0
1.51288542,0,0
1.51393142,0,0
1.51495866,0,0
1.51596936,0,0
1.51700604,0,0
1.51802038,0,0
1.5190476,0,0
1.52085392,0,0
1.52259898,0,0
1.52358066,0,0
1.52506948,0,0
1.52603576,0,0
1.52769442,0,0
1.52867216,0,0
1.530372,0,0
1.5313476,0,0
1.53286226,0,0
1.53384656,0,0
1.53555786,0,0
1.53653564,0,0
1.53803408,0,0
1.53900798,0,0
1.54068056,0,0
1.5416435,0,0
1.54336748,0,0
1.54435548,0,0
1.54583742,0,0
1.54681234,0,0
1.54852304,0,0
1.54951066,0,0
1.55102552,0,0
1.55200846,0,0
1.5537376,0,0
1.5546997,0,0
1.5564193,0,0
1.55747878,0,0
1.55897764,0,0
1.55994364,0,0
1.56165324,0,0
1.56363474,0,0
1.5646162,0,0
1.56627888,0,0
1.56741556,0,0
1.56925896,0,0
1.57031424,0,0
1.57180614,0,0
1.5728202,0,0
1.57454788,0,0
1.57553524,0,0
1.5774203,0,0
1.57841794,0,0
1.57996234,0,0
1.5809329,0,0
1.58269788,0,0
1.58367874,0,0
1.585359,0,0
1.5869,0,0
1.5879166,0,0
1.58887718,0,0
1.59061314,0,0
1.59245596,0,0
1.59348134,0,0
1.595075,0,0
1.59607474,0,0
1.59777046,0,0
1.59876252,0,0
1.60050824,0,0
1.60151926,0,0
1.60305986,0,0
1.6040468,0,0
1.60572776,0,0
1.60670494,0,0
1.60838684,0,0
1.60940216,0,0
1.61097246,0,0
1.61203438,0,0
1.61380196,0,0
1.61478004,0,0
1.61643892,0,0
1.61798912,0,0
1.61907394,0,0
1.62084508,0,0
1.6218516,0,0
1.62358062,0,0
1.62459414,0,0
1.62625726,0,0
1.62724034,0,0
1.62877802,0,0
1.62985022,0,0
1.63166616,0,0
1.63271196,0,0
1.63445064,0,0
1.6354635,0,0
1.63693794,0,0
1.63790906,0,0
1.63969626,0,0
1.64139962,0,0
1.64248646,0,0
1.64429582,0,0
1.64532184,0,0
1.64686282,0,0
1.64784394,0,0
1.6495852,0,0
1.65058562,0,0
1.6523838,0,0
1.6534753,0,0
1.6549973,0,0
1.65597908,0,0
1.65769488,0,0
1.6586657,0,0
1.66034932,0,0
1.66134396,0,0
1.66347388,0,0
1.66508062,0,0
1.66607562,0,0
1.66776054,0,0
1.668784,0,0
1.67053212,0,0
1.67153096,0,0
1.67327282,0,0
1.6743004,0,0
1.67580978,0,0
1.6768306,0,0
1.67863218,0,0
1.67962598,0,0
1.68127478,0,0
1.68229418,0,0
1.6838955,0,0
1.68488016,0,0
1.68656568,0,0
1.68755124,0,0
1.6890875,0,0
1.69005242,0,0
1.69183488,0,0
1.69350506,0,0
1.69451908,0,0
1.69627812,0,0
1.69727454,0,0
1.69880906,0,0
1.69980042,0,0
1.70157512,0,0
1.70268566,0,0
1.7044049,0,0
1.70541918,0,0
1.70692968,0,0
1.70792666,0,0
1.7096383,0,0
1.71062536,0,0
1.71234216,0,0
1.71334044,0,0
1.7149103,0,0
1.71587782,0,0
1.71760392,0,0
1.7185938,0,0
1.7202657,0,0
1.72125902,0,0
1.72288548,0,0
1.7238589,0,0
1.72554834,0,0
1.7272319,0,0
1.72808756,0,0
1.72904798,0,0
1.73082484,0,0
1.73261564,0,0
1.73361494,0,0
1.73534234,0,0
1.73634808,0,0
1.7376386,0,0
1.73888762,0,0
1.74077866,0,0
1.74176326,0,0
1.74347406,0,0
1.74448822,0,0
1.74599154,0,0
1.74696768,0,0
1.74868276,0,0
1.74965418,0,0
1.7512839,0,0
1.75208136,0,0
1.75382762,0,0
1.75479716,0,0
1.75650276,0,0
1.75756354,0,0
1.75927058,0,0
1.76007494,0,0
1.76159936,0,0
1.76301386,0,0
1.76404592,0,0
1.76505894,0,0
1.76624094,0,0
1.76724386,0,0
1.76827902,0,0
1.76951898,0,0
1.77063664,0,0
1.77177452,0,0
1.77283116,0,0
1.77386858,0,0
1.77488528,0,0
1.77591892,0,0
1.7769259,0,0
1.77794594,0,0
1.77898796,0,0
1.77999828,0,0
1.78103368,0,0
1.78205046,0,0
1.78324808,0,0
1.78433858,0,0
1.78536218,0,0
1.78672036,0,0
1.78776884,0,0
1.78882084,0,0
1.7898428,0,0
1.79085984,0,0
1.79267454,0,0
1.79363318,0,0
1.79526572,0,0
1.79606114,0,0
1.79776514,0,0
1.798697,0,0
1.80035294,0,0
1.80129752,0,0
1.80287756,0,0
1.80381994,0,0
1.80553106,0,0
1.80726358,0,0
1.80827054,0,0
1.80907262,0,0
1.81064924,0,0
1.81166376,0,0
1.81274136,0,0
1.81376836,0,0
1.81480594,0,0
1.81583652,0,0
1.81685752,0,0
1.81789458,0,0
1.81891064,0,0
1.81994512,0,0
1.82096562,0,0
1.8219698,0,0
1.82303094,0,0
1.8240465,0,0
1.82523644,0,0
1.8262641,0,0
1.82729692,0,0
1.82832944,0,0
1.8293629,0,0
1.8304298,0,0
1.83149302,0,0
1.83335514,0,0
1.83435304,0,0
1.83585414,0,0
1.8368305,0,0
1.83855228,0,0
1.83953814,0,0
1.8412406,0,0
1.84206762,0,0
1.84377302,0,0
1.84474494,0,0
1.8464684,0,0
1.84745468,0,0
1.84894234,0,0
1.84992694,0,0
1.85164122,0,0
1.85265336,0,0
1.85428436,0,0
1.85524604,0,0
1.85675284,0,0
1.85772392,0,0
1.8594219,0,0
1.86063334,0,0
1.86263806,0,0
1.86442946,0,0
1.86542758,0,0
1.86695122,0,0
1.8679413,0,0
1.86963314,0,0
1.87063666,0,0
1.87241746,0,0
1.8735004,0,0
1.87506324,0,0
1.87603778,0,0
1.87773546,0,0
1.87870034,0,0
1.88032766,0,0
1.88129614,0,0
1.88282118,0,0
1.88379318,0,0
1.88553132,0,0
1.88651736,0,0
1.88800694,0,0
1.88897662,0,0
1.89069644,0,0
1.89165576,0,0
1.8933602,0,0
1.89439816,0,0
1.89590196,0,0
1.8968539,0,0
1.89858664,0,0
1.89956552,0,0
1.90106822,0,0
1.90201478,0,0
1.9037792,0,0
1.90474396,0,0
1.90640558,0,0
1.90737928,0,0
1.90894406,0,0
1.90989678,0,0
1.91160566,0,0
1.91260758,0,0
1.91424776,0,0
1.91504862,0,0
1.91674784,0,0
1.91770472,0,0
1.91935144,0,0
1.92031226,0,0
1.92187502,0,0
1.92287552,0,0
1.92453244,0,0
1.92549524,0,0
1.92702806,0,0
1.92799384,0,0
1.9297075,0,0
1.93065968,0,0
1.93235444,0,0
1.93331382,0,0
1.93492022,0,0
1.93587156,0,0
1.93757874,0,0
1.9386161,0,0
1.94034838,0,0
1.9418806,0,0
1.94296012,0,0
1.9446935,0,0
1.94568358,0,0
1.94745334,0,0
1.94847036,0,0
1.95000972,0,0
1.95099552,0,0
1.95266734,0,0
1.95364374,0,0
1.95534462,0,0
1.95638508,0,0
1.95787282,0,0
1.95885306,0,0
1.96057476,0,0
1.96154712,0,0
1.96356338,0,0
1.96455038,0,0
1.96624488,0,0
1.96703864,0,0
1.96874396,0,0
1.9696778,0,0
1.97134606,0,0
1.97233244,0,0
1.97389846,0,0
1.97485542,0,0
1.9765681,0,0
1.97755208,0,0
1.9790552,0,0
1.98000972,0,0
1.98171812,0,0
1.98270884,0,0
1.98454922,0,0
1.98626442,0,0
1.98725592,0,0
1.98871408,0,0
1.98970462,0,0
1.99133008,0,0
1.99236678,0,0
1.99388832,0,0
1.99488206,0,0
1.99649378,0,0
1.99751256,0,0
1.99907404,0,0
2.000061,0,0
2.00169998,0,0
2.00271898,0,0
2.00439036,0,0
2.00549576,0,0
2.00726176,0,0
2.0080839,0,0
2.00975304,0,0
2.0107425,0,0
2.01254146,0,0
2.01361996,0,0
2.01524414,0,0
2.01606116,0,0
2.01773762,0,0
2.01869938,0,0
2.02046562,0,0
2.02147172,0,0
2.02298894,0,0
2.02394784,0,0
2.02568192,0,0
2.02665024,0,0
2.02827888,0,0
2.02908666,0,0
2.03079658,0,0
2.03175602,0,0
2.03350894,0,0
2.03547274,0,0
2.03648014,0,0
2.03803188,0,0
2.03901802,0,0
2.04063144,0,0
2.0417561,0,0
2.04356222,0,0
2.04463664,0,0
2.04633786,0,0
2.0473127,0,0
2.04882148,0,0
2.04981446,0,0
2.05152898,0,0
2.05254752,0,0
2.05402982,0,0
2.05500172,0,0
2.0566995,0,0
2.05767666,0,0
2.05935802,0,0
2.06032818,0,0
2.06275172,0,11.95
2.0645135,0,11.95
2.06552584,0,11.95
2.06701696,0,11.95
2.06800466,0,11.95
2.06973164,0.020943951023932,11.95
2.07073108,0.020943951023932,11.95
2.07247514,0.0418879020478639,11.95
2.07349948,0.0418879020478639,11.95
2.07504274,0.0628318530717959,11.95
2.07605214,0.0628318530717959,11.95
2.07784446,0.0837758040957278,11.95
2.07880566,0.0837758040957278,11.95
2.0805104,0.10471975511966,11.95
2.08208464,0.125663706143592,11.95
2.08325154,0.146607657167524,11.95
2.08475256,0.167551608191456,11.95
2.08579166,0.188495559215388,11.95
2.0875814,0.20943951023932,11.95
2.08859802,0.230383461263251,11.95
2.09033722,0.251327412287183,11.95
2.09135146,0.272271363311115,11.95
2.09287716,0.293215314335047,11.95
2.09387858,0.335103216382911,11.95
2.09557734,0.356047167406843,11.95
2.09656156,0.376991118430775,11.95
2.09804698,0.397935069454707,11.95
2.09900412,0.439822971502571,11.95
2.10069312,0.460766922526503,11.95
2.10166436,0.502654824574367,11.95
2.1034317,0.523598775598299,11.95
2.1045012,0.565486677646163,11.95
2.1060026,0.628318530717959,11.95
2.10697372,0.649262481741891,11.95
2.10869486,0.691150383789754,11.95
2.10966076,0.712094334813686,11.95
2.11128866,0.75398223686155,11.95
2.11228394,0.795870138909414,11.95
2.1138404,0.837758040957278,11.95
2.11480558,0.879645943005142,11.95
2.11652032,0.900589894029074,11.95
2.11751118,0.96342174710087,11.95
2.1189875,1.00530964914873,11.95
2.11994094,1.0471975511966,11.95
2.1216786,1.06814150222053,11.95
2.12275138,1.13097335529233,11.95
2.12441136,1.19380520836412,11.95
2.12536786,1.23569311041199,11.95
2.12687388,1.29852496348378,11.95
2.12782696,1.31946891450771,11.95
2.12955094,1.38230076757951,11.95
2.13062354,1.42418866962737,11.95
2.13232004,1.48702052269917,11.95
2.13326848,1.52890842474703,11.95
2.13482506,1.59174027781883,11.95
2.1357751,1.63362817986669,11.95
2.13749782,1.69646003293849,11.95
2.1384833,1.73834793498635,11.95
2.14003874,1.80117978805815,11.95
2.14098472,1.84306769010601,11.95
2.14277508,1.90589954317781,11.95
2.144454,1.94778744522567,11.95
2.14546406,2.01061929829747,11.95
2.14699,2.05250720034533,11.95
2.14799972,2.13628300444106,11.95
2.14893698,2.17817090648892,11.95
2.15059712,2.24100275956072,11.95
2.15154812,2.28289066160858,11.95
2.153285,2.36666646570431,11.95
2.154077,2.40855436775217,11.95
2.15578076,2.47138622082397,11.95
2.15673058,2.51327412287183,11.95
2.15838532,2.57610597594363,11.95
2.15933856,2.63893782901543,11.95
2.16096844,2.70176968208722,11.95
2.16200608,2.76460153515902,11.95
2.1640053,2.84837733925475,11.95
2.16565406,2.89026524130261,11.95
2.16663784,2.97404104539834,11.95
2.16834426,3.0159289474462,11.95
2.16932476,3.09970475154193,11.95
2.17082934,3.14159265358979,11.95
2.17180618,3.22536845768552,11.95
2.17358796,3.26725635973338,11.95
2.17459112,3.35103216382911,11.95
2.17608796,3.39292006587698,11.95
2.17733994,3.4766958699727,11.95
2.1788136,3.51858377202057,11.95
2.1798126,3.6023595761163,11.95
2.18153602,3.64424747816416,11.95
2.18256482,3.72802328225989,11.95
2.18406166,3.81179908635562,11.95
2.1850251,3.85368698840348,11.95
2.18671924,3.93746279249921,11.95
2.18769816,3.97935069454707,11.95
2.18938224,4.04218254761887,11.95
2.1904449,4.1259583517146,11.95
2.19198658,4.20973415581032,11.95
2.19298498,4.25162205785819,11.95
2.19468478,4.33539786195391,11.95
2.19563458,4.37728576400178,11.95
2.1973468,4.46106156809751,11.95
2.19836078,4.5238934211693,11.95
2.19995428,4.60766922526503,11.95
2.2009126,4.67050107833683,11.95
2.20265888,4.73333293140862,11.95
2.20363352,4.79616478448042,11.95
2.20528368,4.87994058857615,11.95
2.20606278,4.92182849062401,11.95
2.20775076,5.00560429471974,11.95
2.20869064,5.0474921967676,11.95
2.2103462,5.13126800086333,11.95
2.21131082,5.19409985393513,11.95
2.21297494,5.27787565803085,11.95
2.214653,5.34070751110265,11.95
2.21564102,5.42448331519838,11.95
2.21726674,5.46637121724624,11.95
2.21825812,5.55014702134197,11.95
2.21905626,5.61297887441376,11.95
2.22078854,5.69675467850949,11.95
2.2217376,5.73864258055736,11.95
2.22345522,5.82241838465308,11.95
2.22497446,5.88525023772488,11.95
2.22599804,5.96902604182061,11.95
2.2269481,6.0318578948924,11.95
2.22859786,6.0946897479642,11.95
2.22954222,6.157521601036,11.95
2.23108056,6.24129740513172,11.95
2.23201882,6.30412925820352,11.95
2.23379448,6.38790506229925,11.95
2.23553364,6.45073691537104,11.95
2.23653498,6.53451271946677,11.95
2.23824312,6.57640062151463,11.95
2.23907666,6.68112037663429,11.95
2.24070128,6.72300827868216,11.95
2.2416906,6.80678408277788,11.95
2.24339442,6.86961593584968,11.95
2.24438284,6.95339173994541,11.95
2.2458928,7.0162235930172,11.95
2.24687642,7.09999939711293,11.95
2.2484862,7.16283125018473,11.95
2.24948016,7.22566310325653,11.95
2.25105162,7.28849495632832,11.95
2.25203224,7.39321471144798,11.95
2.25370348,7.43510261349584,11.95
2.25468716,7.51887841759157,11.95
2.25638632,7.58171027066337,11.95
2.25735534,7.6654860747591,11.95
2.25886716,7.72831792783089,11.95
2.25987582,7.81209373192662,11.95
2.26162276,7.87492558499842,11.95
2.26295722,7.95870138909414,11.95
2.26467694,8.0634211442138,11.95
2.26563632,8.1262529972856,11.95
2.26729104,8.21002880138133,11.95
2.26824476,8.27286065445312,11.95
2.269789,8.35663645854885,11.95
2.27074796,8.41946831162065,11.95
2.27247424,8.46135621366851,11.95
2.27355422,8.56607596878817,11.95
2.2750758,8.67079572390783,11.95
2.27603386,8.71268362595569,11.95
2.27776184,8.79645943005142,11.95
2.27870198,8.85929128312322,11.95
2.28038244,8.94306708721895,11.95
2.28135462,9.00589894029074,11.95
2.28299384,9.1106186954104,11.95
2.28396772,9.15250659745826,11.95
2.28562414,9.23628240155399,11.95
2.28657502,9.29911425462579,11.95
2.28824168,9.38289005872152,11.95
2.28902942,9.44572191179331,11.95
2.29073058,9.52949771588904,11.95
2.29168258,9.59232956896083,11.95
2.29337444,9.67610537305656,11.95
2.29433544,9.73893722612836,11.95
2.29590106,9.82271303022409,11.95
2.29684616,9.88554488329588,11.95
2.29852386,9.96932068739161,11.95
2.29949918,10.0321525404634,11.95
2.30104258,10.1159283445591,11.95
2.30199454,10.1787601976309,11.95
2.3037081,10.2625360017267,11.95
2.30465004,10.3253678547985,11.95
2.30630192,10.4091436588942,11.95
2.30725322,10.471975511966,11.95
2.30886002,10.5557513160617,11.95
2.30988052,10.6185831691335,11.95
2.31155728,10.7023589732292,11.95
2.31326042,10.765190826301,11.95
2.31426804,10.8699105814207,11.95
2.31506432,10.9117984834685,11.95
2.31678888,11.0165182385882,11.95
2.31773648,11.0584061406361,11.95
2.3194013,11.1421819447318,11.95
2.32036938,11.2050137978036,11.95
2.32194274,11.3097335529233,11.95
