Sample,X(ms) [18.06.2017 17:26:23 699 UTC],"M_beam_angle"[%MD24],"M_beam_angular_velocity"[%MD48],"M_beam_PWM_output"[%MW22]
470,3745.971480,-0.188099324703217,-0.0852411985397339,-7
471,3752.897380,-0.188099324703217,-0.0852411985397339,-7
472,3759.833880,-0.188099324703217,-0.0852411985397339,-7
473,3766.753080,-0.188099324703217,-0.0852411985397339,-7
474,3776.537680,-0.188099324703217,-0.0841200351715088,-7
475,3785.267040,-0.188099324703217,-0.0841200351715088,-7
476,3792.532220,-0.188099324703217,-0.0841200351715088,-7
477,3799.422100,-0.192247480154037,-0.0841200351715088,-7
478,3806.678500,-0.192247480154037,-0.0841200351715088,-7
479,3813.614140,-0.192247480154037,-0.0841200351715088,-7
480,3820.539840,-0.192247480154037,-0.0841200351715088,-7
481,3827.716820,-0.192247480154037,-0.0829631090164185,-6
482,3834.634420,-0.192247480154037,-0.0829631090164185,-6
483,3841.771980,-0.192247480154037,-0.0829631090164185,-6
484,3849.927140,-0.196335971355438,-0.0829631090164185,-6
485,3859.058400,-0.196335971355438,-0.0829631090164185,-6
486,3867.778840,-0.196335971355438,-0.0829631090164185,-6
487,3877.338680,-0.196335971355438,-0.0817698240280151,-6
488,3885.809480,-0.196335971355438,-0.0817698240280151,-6
489,3894.947720,-0.196335971355438,-0.0817698240280151,-6
490,3903.766480,-0.200362950563431,-0.0817698240280151,-6
491,3912.295660,-0.200362950563431,-0.0817698240280151,-6
492,3921.857880,-0.200362950563431,-0.0805395841598511,-6
493,3930.517520,-0.200362950563431,-0.0805395841598511,-6
494,3937.791980,-0.200362950563431,-0.0805395841598511,-6
495,3945.059900,-0.200362950563431,-0.0805395841598511,-6
496,3951.917040,-0.200362950563431,-0.0805395841598511,-6
497,3958.855420,-0.200362950563431,-0.0805395841598511,-6
498,3965.761280,-0.200362950563431,-0.0805395841598511,-6
499,3973.982040,-0.200362950563431,0,-7
500,3983.264320,-0.200362950563431,0,-7
501,3991.640800,-0.200362950563431,0,-7
502,4000.064180,-0.200362950563431,0,-7
503,4009.363180,-0.200362950563431,0,-7
504,4017.890540,-0.200362950563431,0,-7
505,4027.442040,-0.200362950563431,0,-7
506,4035.910040,-0.200362950563431,0,-7
507,4045.385420,-0.200362950563431,0,-7
508,4053.937820,-0.200362950563431,0,-7
509,4062.565420,-0.200362950563431,0,-7
510,4069.473920,-0.200362950563431,0,-7
511,4076.672040,-0.200362950563431,0,-7
512,4083.653540,-0.200362950563431,0,-7
513,4090.527940,-0.200362950563431,0,-7
514,4097.435740,-0.200362950563431,0,-7
515,4104.657580,-0.200362950563431,0,-7
516,4111.567920,-0.200362950563431,0,-7
517,4118.472120,-0.200362950563431,0,-7
518,4125.675880,-0.200362950563431,0,-7
519,4132.598400,-0.200362950563431,0,-7
520,4139.444160,-0.200362950563431,0,-7
521,4146.798700,-0.200362950563431,0,-7
522,4153.739200,-0.200362950563431,0,-7
523,4160.643840,-0.200362950563431,0,-7
524,4167.533200,-0.200362950563431,0,-7
525,4174.748240,-0.200362950563431,0,-7
526,4181.687680,-0.200362950563431,0,-7
527,4188.591480,-0.200362950563431,0,-7
528,4195.496280,-0.200362950563431,0,-7
529,4202.704020,-0.200362950563431,0,-7
530,4209.624400,-0.200362950563431,0,-7
531,4216.544160,-0.200362950563431,0,-7
532,4223.795460,-0.200362950563431,0,-7
533,4230.675660,-0.200362950563431,0,-7
534,4238.530080,-0.200362950563431,0,-7
535,4246.969780,-0.200362950563431,0,-7
536,4256.386100,-0.200362950563431,0,-7
537,4264.948040,-0.200362950563431,0,-7
538,4274.474340,-0.200362950563431,0,-7
