Sample,X(ms) [16.06.2017 10:30:22 626 UTC],time [s],"M_beam_angle"[%MD24],"M_crank_angle"[%MD72],"Q_motor_direction"[%Q4.0],"Q_motor_PWM"[%QW1000],control
683,'990,49664','0,99049664','-0,0011424124','1,7802358866',0,0,0
684,'991,77358','0,99177358','-0,0011424124','1,7802358866',0,0,0
685,'993,47404','0,99347404','-0,0011424124','1,7802358866',0,0,0
686,'994,72938','0,99472938','-0,0011424124','1,7802358866',0,0,0
687,'995,9212','0,9959212','-0,0011424124','1,7802358866',0,0,0
688,'997,14516','0,99714516','-0,0011424124','1,7802358866',0,0,0
689,'998,53788','0,99853788','-0,0011424124','1,7802358866',0,0,0
690,'999,75566','0,99975566','-0,0011424124','1,7802358866',0,0,0
691,'1001,17986','1,00117986','-0,0011424124','1,7802358866',0,0,0
692,'1002,57472','1,00257472','-0,0011424124','1,7802358866',0,0,0
693,'1003,79542','1,00379542','-0,0011424124','1,7802358866',0,0,0
694,'1004,96926','1,00496926','-0,0011424124','1,7802358866',0,0,0
695,'1006,18326','1,00618326','-0,0011424124','1,7802358866',0,0,0
696,'1007,56898','1,00756898','-0,0011424124','1,7802358866',0,0,0
697,'1008,81562','1,00881562','-0,0011424124','1,7802358866',0,0,0
698,'1009,99692','1,00999692','-0,0011424124','1,7802358866',0,0,0
699,'1011,2149','1,0112149','-0,0011424124','1,7802358866',0,0,0
700,'1012,59602','1,01259602','-0,0011424124','1,7802358866',0,0,0
701,'1013,83144','1,01383144','-0,0011424124','1,7802358866',0,0,0
702,'1015,01592','1,01501592','-0,0011424124','1,7802358866',0,0,0
703,'1016,41962','1,01641962','-0,0011424124','1,7802358866',0,0,0
704,'1017,6299','1,0176299','-0,0011424124','1,7802358866',0,0,0
705,'1018,8518','1,0188518','-0,0011424124','1,7802358866',0,0,0
706,'1020,03492','1,02003492','-0,0011424124','1,7802358866',0,0,0
707,'1021,40156','1,02140156','-0,0011424124','1,7802358866',0,0,0
708,'1022,60472','1,02260472','-0,0011424124','1,7802358866',0,0,0
709,'1023,83012','1,02383012','-0,0011424124','1,7802358866',0,0,0
710,'1025,0153','1,0250153','-0,0011424124','1,7802358866',0,0,0
711,'1026,21718','1,02621718','-0,0011424124','1,7802358866',0,0,0
712,'1027,60266','1,02760266','-0,0011424124','1,7802358866',0,0,0
713,'1028,8397','1,0288397','-0,0011424124','1,7802358866',0,0,0
714,'1030,0313','1,0300313','-0,0011424124','1,7802358866',0,0,0
715,'1031,40054','1,03140054','-0,0011424124','1,7802358866',0,0,0
716,'1032,60584','1,03260584','-0,0011424124','1,7802358866',0,0,0
717,'1033,842','1,033842','-0,0011424124','1,7802358866',0,0,0
718,'1035,04506','1,03504506','-0,0011424124','1,7802358866',0,0,0
719,'1036,44212','1,03644212','-0,0011424124','1,7802358866',0,0,0
720,'1037,65362','1,03765362','-0,0011424124','1,7802358866',0,0,0
721,'1038,8713','1,0388713','-0,0011424124','1,7802358866',0,0,0
722,'1040,0603','1,0400603','-0,0011424124','1,7802358866',0,0,0
723,'1041,40662','1,04140662','-0,0011424124','1,7802358866',0,0,0
724,'1042,59158','1,04259158','-0,0011424124','1,7802358866',0,0,0
725,'1043,79878','1,04379878','-0,0011424124','1,7802358866',0,0,0
726,'1044,9594','1,0449594','-0,0011424124','1,7802358866',0,0,0
727,'1046,13428','1,04613428','-0,0011424124','1,7802358866',0,0,0
728,'1047,49002','1,04749002','-0,0011424124','1,7802358866',0,0,0
729,'1048,6727','1,0486727','-0,0011424124','1,7802358866',0,0,0
730,'1049,85426','1,04985426','-0,0011424124','1,7802358866',0,0,0
731,'1051,11722','1,05111722','-0,0011424124','1,7802358866',0,0,0
732,'1052,47128','1,05247128','-0,0011424124','1,7802358866',0,0,0
733,'1053,64194','1,05364194','-0,0011424124','1,7802358866',0,0,0
734,'1054,84452','1,05484452','-0,0011424124','1,7802358866',0,0,0
735,'1056,00274','1,05600274','-0,0011424124','1,7802358866',0,0,0
736,'1057,21168','1,05721168','-0,0011424124','1,7802358866',0,0,0
737,'1058,52514','1,05852514','-0,0011424124','1,7802358866',0,0,0
738,'1059,73734','1,05973734','-0,0011424124','1,7802358866',0,0,0
739,'1060,9149','1,0609149','-0,0011424124','1,7802358866',0,0,0
740,'1062,09758','1,06209758','-0,0011424124','1,7802358866',0,0,0
741,'1063,42428','1,06342428','-0,0011424124','1,7802358866',0,0,0
742,'1064,6256','1,0646256','-0,0011424124','1,7802358866',0,0,0
743,'1065,8149','1,0658149','-0,0011424124','1,7802358866',0,0,0
744,'1067,0492','1,0670492','-0,0011424124','1,7802358866',0,0,0
745,'1068,21886','1,06821886','-0,0011424124','1,7802358866',0,0,0
746,'1069,57028','1,06957028','-0,0011424124','1,7802358866',0,0,0
747,'1070,768','1,070768','-0,0011424124','1,7802358866',0,0,0
748,'1071,9347','1,0719347','-0,0011424124','1,7802358866',0,0,0
749,'1073,1042','1,0731042','-0,0011424124','1,7802358866',0,0,0
750,'1074,39686','1,07439686','-0,0011424124','1,7802358866',0,0,0
751,'1075,59928','1,07559928','-0,0011424124','1,7802358866',0,0,0
752,'1076,82668','1,07682668','-0,0011424124','1,7802358866',0,0,0
753,'1078,02758','1,07802758','-0,0011424124','1,7802358866',0,0,0
754,'1079,19252','1,07919252','-0,0011424124','1,7802358866',0,0,0
755,'1080,54812','1,08054812','-0,0011424124','1,7802358866',0,0,0
756,'1081,7375','1,0817375','-0,0011424124','1,7802358866',0,0,0
757,'1082,91464','1,08291464','-0,0011424124','1,7802358866',0,0,0
758,'1084,07092','1,08407092','-0,0011424124','1,7802358866',0,0,0
759,'1085,40922','1,08540922','-0,0011424124','1,7802358866',0,0,0
760,'1086,72056','1,08672056','-0,0011424124','1,7802358866',0,0,0
761,'1087,92238','1,08792238','-0,0011424124','1,7802358866',0,0,0
762,'1089,14132','1,08914132','-0,0011424124','1,7802358866',0,0,0
763,'1090,5003','1,0905003','-0,0011424124','1,7802358866',0,0,0
764,'1091,9592','1,0919592','-0,0011424124','1,7802358866',0,0,0
765,'1093,16936','1,09316936','-0,0011424124','1,7802358866',0,0,0
766,'1094,51058','1,09451058','-0,0011424124','1,7802358866',0,0,0
767,'1095,72418','1,09572418','-0,0011424124','1,7802358866',0,0,0
768,'1096,932','1,096932','-0,0011424124','1,7802358866',0,0,0
769,'1098,1353','1,0981353','-0,0011424124','1,7802358866',0,0,0
770,'1099,4687','1,0994687','-0,0011424124','1,7802358866',0,0,0
771,'1100,89152','1,10089152','-0,0011424124','1,7802358866',0,0,0
772,'1102,07438','1,10207438','-0,0011424124','1,7802358866',0,0,0
773,'1103,42656','1,10342656','-0,0011424124','1,7802358866',0,0,0
774,'1104,61462','1,10461462','-0,0011424124','1,7802358866',0,0,0
775,'1105,84358','1,10584358','-0,0011424124','1,7802358866',0,0,0
776,'1107,04856','1,10704856','-0,0011424124','1,7802358866',0,0,0
777,'1108,39728','1,10839728','-0,0011424124','1,7802358866',0,0,0
778,'1109,58614','1,10958614','-0,0011424124','1,7802358866',0,0,0
779,'1110,79836','1,11079836','-0,0011424124','1,7802358866',0,0,0
780,'1111,9633','1,1119633','-0,0011424124','1,7802358866',0,0,0
781,'1113,18842','1,11318842','-0,0011424124','1,7802358866',0,0,0
782,'1115,06808','1,11506808','-0,0011424124','1,7802358866',0,0,0
783,'1117,0519','1,1170519','-0,0011424124','1,7802358866',0,0,0
784,'1118,17066','1,11817066','-0,0011424124','1,7802358866',0,0,0
785,'1120,0218','1,1200218','-0,0011424124','1,7802358866',0,0,0
786,'1121,83596','1,12183596','-0,0011424124','1,7802358866',0,0,0
787,'1122,95298','1,12295298','-0,0011424124','1,7802358866',0,0,0
788,'1124,82058','1,12482058','-0,0011424124','1,7802358866',0,0,0
789,'1125,92734','1,12592734','-0,0011424124','1,7802358866',0,0,0
790,'1127,76942','1,12776942','-0,0011424124','1,7802358866',0,0,0
791,'1129,613','1,129613','-0,0011424124','1,7802358866',0,0,0
792,'1130,7661','1,1307661','-0,0011424124','1,7802358866',0,0,0
793,'1132,65062','1,13265062','-0,0011424124','1,7802358866',0,0,0
794,'1133,86788','1,13386788','-0,0011424124','1,7802358866',0,0,0
795,'1135,67948','1,13567948','-0,0011424124','1,7802358866',0,0,0
796,'1137,7744','1,1377744','-0,0011424124','1,7802358866',0,0,0
797,'1138,91028','1,13891028','-0,0011424124','1,7802358866',0,0,0
798,'1140,74732','1,14074732','-0,0011424124','1,7802358866',0,0,0
799,'1142,58622','1,14258622','-0,0011424124','1,7802358866',0,0,0
800,'1143,753','1,143753','-0,0011424124','1,7802358866',0,0,0
801,'1145,62426','1,14562426','-0,0011424124','1,7802358866',0,0,0
802,'1146,83164','1,14683164','-0,0011424124','1,7802358866',0,0,0
803,'1148,70172','1,14870172','-0,0011424124','1,7802358866',0,0,0
804,'1150,7116','1,1507116','-0,0011424124','1,7802358866',0,0,0
805,'1151,85296','1,15185296','-0,0011424124','1,7802358866',0,0,0
806,'1153,6918','1,1536918','-0,0011424124','1,7802358866',0,0,0
807,'1155,6343','1,1556343','-0,0011424124','1,7802358866',0,0,0
808,'1156,91468','1,15691468','-0,0011424124','1,7802358866',0,0,0
809,'1158,82244','1,15882244','-0,0011424124','1,7802358866',0,0,0
810,'1160,61488','1,16061488','-0,0011424124','1,7802358866',0,0,0
811,'1161,77658','1,16177658','-0,0011424124','1,7802358866',0,0,0
812,'1163,71958','1,16371958','-0,0011424124','1,7802358866',0,0,0
813,'1164,87032','1,16487032','-0,0011424124','1,7802358866',0,0,0
814,'1166,85904','1,16685904','-0,0011424124','1,7802358866',0,0,0
815,'1168,79008','1,16879008','-0,0011424124','1,7802358866',0,0,0
816,'1169,9352','1,1699352','-0,0011424124','1,7802358866',0,0,0
817,'1171,81934','1,17181934','-0,0011424124','1,7802358866',0,0,0
818,'1173,63862','1,17363862','-0,0011424124','1,7802358866',0,0,0
819,'1174,81164','1,17481164','-0,0011424124','1,7802358866',0,0,0
820,'1176,79134','1,17679134','-0,0011424124','1,7802358866',0,0,0
821,'1178,00908','1,17800908','-0,0011424124','1,7802358866',0,0,0
822,'1179,84698','1,17984698','-0,0011424124','1,7802358866',0,0,0
823,'1181,72038','1,18172038','-0,0011424124','1,7802358866',0,0,0
824,'1182,8564','1,1828564','-0,0011424124','1,7802358866',0,0,0
825,'1184,72456','1,18472456','-0,0011424124','1,7802358866',0,0,0
826,'1186,6142','1,1866142','-0,0011424124','1,7802358866',0,0,0
827,'1187,88562','1,18788562','-0,0011424124','1,7802358866',0,0,0
828,'1189,80542','1,18980542','-0,0011424124','1,7802358866',0,0,0
829,'1190,93784','1,19093784','-0,0011424124','1,7802358866',0,0,0
830,'1192,79258','1,19279258','-0,0011424124','1,7802358866',0,0,0
831,'1194,65898','1,19465898','-0,0011424124','1,7802358866',0,0,0
832,'1195,81978','1,19581978','-0,0011424124','1,7802358866',0,0,0
833,'1197,71386','1,19771386','-0,0011424124','1,7802358866',0,0,0
834,'1198,86482','1,19886482','-0,0011424124','1,7802358866',0,0,0
835,'1201,07028','1,20107028','-0,0011424124','1,7802358866',0,0,0
836,'1202,9548','1,2029548','-0,0011424124','1,7802358866',0,0,0
837,'1204,0928','1,2040928','-0,0011424124','1,7802358866',0,0,0
838,'1205,8525','1,2058525','-0,0011424124','1,7802358866',0,0,0
839,'1207,11556','1,20711556','-0,0011424124','1,7802358866',0,0,0
840,'1208,46472','1,20846472','-0,0011424124','1,7802358866',0,0,0
841,'1209,68598','1,20968598','-0,0011424124','1,7802358866',0,0,0
842,'1210,88192','1,21088192','-0,0011424124','1,7802358866',0,0,0
843,'1212,08794','1,21208794','-0,0011424124','1,7802358866',0,0,0
844,'1213,43198','1,21343198','-0,0011424124','1,7802358866',0,0,0
845,'1214,65752','1,21465752','-0,0011424124','1,7802358866',0,0,0
846,'1215,85092','1,21585092','-0,0011424124','1,7802358866',0,0,0
847,'1217,09074','1,21709074','-0,0011424124','1,7802358866',0,0,0
848,'1218,44398','1,21844398','-0,0011424124','1,7802358866',0,0,0
849,'1219,6687','1,2196687','-0,0011424124','1,7802358866',0,0,0
850,'1221,02008','1,22102008','-0,0011424124','1,7802358866',0,0,0
851,'1222,39384','1,22239384','-0,0011424124','1,7802358866',0,0,0
852,'1223,60258','1,22360258','-0,0011424124','1,7802358866',0,0,0
853,'1224,84908','1,22484908','-0,0011424124','1,7802358866',0,0,0
854,'1226,0395','1,2260395','-0,0011424124','1,7802358866',0,0,0
855,'1227,43524','1,22743524','-0,0011424124','1,7802358866',0,0,0
856,'1228,64812','1,22864812','-0,0011424124','1,7802358866',0,0,0
857,'1229,84656','1,22984656','-0,0011424124','1,7802358866',0,0,0
858,'1231,0611','1,2310611','-0,0011424124','1,7802358866',0,0,0
859,'1232,40006','1,23240006','-0,0011424124','1,7802358866',0,0,0
860,'1233,62404','1,23362404','-0,0011424124','1,7802358866',0,0,0
861,'1234,83318','1,23483318','-0,0011424124','1,7802358866',0,0,0
862,'1236,05172','1,23605172','-0,0011424124','1,7802358866',0,0,0
863,'1237,43482','1,23743482','-0,0011424124','1,7802358866',0,0,0
864,'1238,68286','1,23868286','-0,0011424124','1,7802358866',0,0,0
865,'1239,86742','1,23986742','-0,0011424124','1,7802358866',0,0,0
866,'1241,0728','1,2410728','-0,0011424124','1,7802358866',0,0,0
867,'1242,39958','1,24239958','-0,0011424124','1,7802358866',0,0,0
868,'1243,63658','1,24363658','-0,0011424124','1,7802358866',0,0,0
869,'1244,8328','1,2448328','-0,0011424124','1,7802358866',0,0,0
870,'1246,04546','1,24604546','-0,0011424124','1,7802358866',0,0,0
871,'1247,40644','1,24740644','-0,0011424124','1,7802358866',0,0,0
872,'1248,63626','1,24863626','-0,0011424124','1,7802358866',0,0,0
873,'1249,83776','1,24983776','-0,0011424124','1,7802358866',0,0,0
874,'1251,15354','1,25115354','-0,0011424124','1,7802358866',0,0,0
875,'1252,5225','1,2525225','-0,0011424124','1,7802358866',0,0,0
876,'1253,76294','1,25376294','-0,0011424124','1,7802358866',0,0,0
877,'1254,94348','1,25494348','-0,0011424124','1,7802358866',0,0,0
878,'1256,14838','1,25614838','-0,0011424124','1,7802358866',0,0,0
879,'1257,55688','1,25755688','-0,0011424124','1,7802358866',0,0,0
880,'1258,80068','1,25880068','-0,0011424124','1,7802358866',0,0,0
881,'1259,9862','1,2599862','-0,0011424124','1,7802358866',0,0,0
882,'1261,18866','1,26118866','-0,0011424124','1,7802358866',0,0,0
883,'1262,54286','1,26254286','-0,0011424124','1,7802358866',0,0,0
884,'1263,7789','1,2637789','-0,0011424124','1,7802358866',0,0,0
885,'1264,96368','1,26496368','-0,0011424124','1,7802358866',0,0,0
886,'1266,18582','1,26618582','-0,0011424124','1,7802358866',0,0,0
887,'1267,58094','1,26758094','-0,0011424124','1,7802358866',0,0,0
888,'1268,8336','1,2688336','-0,0011424124','1,7802358866',0,0,0
889,'1270,03988','1,27003988','-0,0011424124','1,7802358866',0,0,0
890,'1271,40806','1,27140806','-0,0011424124','1,7802358866',0,0,0
891,'1272,61032','1,27261032','-0,0011424124','1,7802358866',0,0,0
892,'1273,841','1,273841','-0,0011424124','1,7802358866',0,0,0
893,'1275,03502','1,27503502','-0,0011424124','1,7802358866',0,0,0
894,'1276,44698','1,27644698','-0,0011424124','1,7802358866',0,0,0
895,'1277,65406','1,27765406','-0,0011424124','1,7802358866',0,0,0
