Sample,X(ms) [16.06.2017 10:24:30 579 UTC],time [s],"M_beam_angle"[%MD24],"M_crank_angle"[%MD72],"Q_motor_direction"[%Q4.0],"Q_motor_PWM"[%QW1000],control
485,'708,24222','0,70824222','0,003714595','1,8011797667',0,0,0
486,'710,12962','0,71012962','0,003714595','1,8011797667',0,0,0
487,'712,0191','0,7120191','0,003714595','1,8011797667',0,0,0
488,'713,14756','0,71314756','0,003714595','1,8011797667',0,0,0
489,'715,06486','0,71506486','0,003714595','1,8011797667',0,0,0
490,'716,86508','0,71686508','0,003714595','1,8011797667',0,0,0
491,'717,997','0,717997','0,003714595','1,8011797667',0,0,0
492,'719,88404','0,71988404','0,003714595','1,8011797667',0,0,0
493,'721,02924','0,72102924','0,003714595','1,8011797667',0,0,0
494,'722,94556','0,72294556','0,003714595','1,8011797667',0,0,0
495,'724,91642','0,72491642','0,003714595','1,8011797667',0,0,0
496,'726,0599','0,7260599','0,003714595','1,8011797667',0,0,0
497,'727,95534','0,72795534','0,003714595','1,8011797667',0,0,0
498,'729,73868','0,72973868','0,003714595','1,8011797667',0,0,0
499,'730,96786','0,73096786','0,003714595','1,8011797667',0,0,0
500,'732,91958','0,73291958','0,003714595','1,8011797667',0,0,0
501,'734,09622','0,73409622','0,003714595','1,8011797667',0,0,0
502,'735,95802','0,73595802','0,003714595','1,8011797667',0,0,0
503,'737,79718','0,73779718','0,003714595','1,8011797667',0,0,0
504,'738,95992','0,73895992','0,003714595','1,8011797667',0,0,0
505,'740,83076','0,74083076','0,003714595','1,8011797667',0,0,0
506,'741,97954','0,74197954','0,003714595','1,8011797667',0,0,0
507,'743,97388','0,74397388','0,003714595','1,8011797667',0,0,0
508,'745,8252','0,7458252','0,003714595','1,8011797667',0,0,0
509,'746,96742','0,74696742','0,003714595','1,8011797667',0,0,0
510,'749,03744','0,74903744','0,003714595','1,8011797667',0,0,0
511,'750,97406','0,75097406','0,003714595','1,8011797667',0,0,0
512,'752,11354','0,75211354','0,003714595','1,8011797667',0,0,0
513,'754,09642','0,75409642','0,003714595','1,8011797667',0,0,0
514,'756,00634','0,75600634','0,003714595','1,8011797667',0,0,0
515,'757,1381','0,7571381','0,003714595','1,8011797667',0,0,0
516,'759,02622','0,75902622','0,003714595','1,8011797667',0,0,0
517,'760,16178','0,76016178','0,003714595','1,8011797667',0,0,0
518,'761,97496','0,76197496','0,003714595','1,8011797667',0,0,0
519,'763,8807','0,7638807','0,003714595','1,8011797667',0,0,0
520,'765,02886','0,76502886','0,003714595','1,8011797667',0,0,0
521,'766,96462','0,76696462','0,003714595','1,8011797667',0,0,0
522,'768,86686','0,76886686','0,003714595','1,8011797667',0,0,0
523,'770,02316','0,77002316','0,003714595','1,8011797667',0,0,0
524,'771,67034','0,77167034','0,003714595','1,8011797667',0,0,0
525,'772,89546','0,77289546','0,003714595','1,8011797667',0,0,0
526,'774,14164','0,77414164','0,003714595','1,8011797667',0,0,0
527,'775,33096','0,77533096','0,003714595','1,8011797667',0,0,0
528,'776,70134','0,77670134','0,003714595','1,8011797667',0,0,0
529,'777,90736','0,77790736','0,003714595','1,8011797667',0,0,0
530,'779,10396','0,77910396','0,003714595','1,8011797667',0,0,0
531,'780,28632','0,78028632','0,003714595','1,8011797667',0,0,0
532,'781,6667','0,7816667','0,003714595','1,8011797667',0,0,0
533,'782,87634','0,78287634','0,003714595','1,8011797667',0,0,0
534,'784,1213','0,7841213','0,003714595','1,8011797667',0,0,0
535,'786,6366','0,7866366','0,003714595','1,8011797667',0,0,0
536,'787,82358','0,78782358','0,003714595','1,8011797667',0,0,0
537,'789,75678','0,78975678','0,003714595','1,8011797667',0,0,0
538,'790,93982','0,79093982','0,003714595','1,8011797667',0,0,0
539,'792,77332','0,79277332','0,003714595','1,8011797667',0,0,0
540,'794,71136','0,79471136','0,003714595','1,8011797667',0,0,0
541,'795,88282','0,79588282','0,003714595','1,8011797667',0,0,0
542,'797,90812','0,79790812','0,003714595','1,8011797667',0,0,0
543,'799,76362','0,79976362','0,003714595','1,8011797667',0,0,0
544,'801,01956','0,80101956','0,003714595','1,8011797667',0,0,0
545,'802,9307','0,8029307','0,003714595','1,8011797667',0,0,0
546,'804,10534','0,80410534','0,003714595','1,8011797667',0,0,0
547,'805,87234','0,80587234','0,003714595','1,8011797667',0,0,0
548,'807,08888','0,80708888','0,003714595','1,8011797667',0,0,0
549,'808,26922','0,80826922','0,003714595','1,8011797667',0,0,0
550,'809,65742','0,80965742','0,003714595','1,8011797667',0,0,0
551,'810,87302','0,81087302','0,003714595','1,8011797667',0,0,0
552,'812,08336','0,81208336','0,003714595','1,8011797667',0,0,0
553,'813,27484','0,81327484','0,003714595','1,8011797667',0,0,0
554,'814,6816','0,8146816','0,003714595','1,8011797667',0,0,0
555,'815,90276','0,81590276','0,003714595','1,8011797667',0,0,0
556,'817,07758','0,81707758','0,003714595','1,8011797667',0,0,0
557,'818,29012','0,81829012','0,003714595','1,8011797667',0,0,0
558,'819,62982','0,81962982','0,003714595','1,8011797667',0,0,0
559,'820,88266','0,82088266','0,003714595','1,8011797667',0,0,0
560,'822,06462','0,82206462','0,003714595','1,8011797667',0,0,0
561,'823,26764','0,82326764','0,003714595','1,8011797667',0,0,0
562,'824,66264','0,82466264','0,003714595','1,8011797667',0,0,0
563,'825,91714','0,82591714','0,003714595','1,8011797667',0,0,0
564,'827,10568','0,82710568','0,003714595','1,8011797667',0,0,0
565,'828,51742','0,82851742','0,003714595','1,8011797667',0,0,0
566,'829,71622','0,82971622','0,003714595','1,8011797667',0,0,0
567,'830,95444','0,83095444','0,003714595','1,8011797667',0,0,0
568,'832,14122','0,83214122','0,003714595','1,8011797667',0,0,0
569,'833,54372','0,83354372','0,003714595','1,8011797667',0,0,0
570,'834,74944','0,83474944','0,003714595','1,8011797667',0,0,0
571,'835,97874','0,83597874','0,003714595','1,8011797667',0,0,0
