time,distance_left,distance_right
1.17554832,759,541
1.177469,759,541
1.17870548,759,541
1.18061192,759,541
1.18250976,759,541
1.18364876,755,509
1.18542988,755,509
1.18655422,755,509
1.18839964,755,509
1.1900999,755,509
1.19133744,755,509
1.19300524,755,509
1.1941331,821,425
1.19600948,821,425
1.19775838,821,425
1.19889736,821,425
1.20074772,821,425
1.20218238,821,425
1.2040474,1007,366
1.2058495,1007,366
1.20697906,1007,366
1.20889436,1007,366
1.21065212,1007,366
1.21179834,1007,366
1.21375244,1169,388
1.2148538,1169,388
1.21668214,1169,388
1.21778176,1169,388
1.21964576,1169,388
1.22154216,1169,388
1.22269806,1216,432
1.22448376,1216,432
1.22637878,1216,432
1.2275661,1216,432
1.22948176,1216,432
1.23061118,1216,432
1.2324027,1216,432
1.2341359,1154,489
1.23539678,1154,489
1.23703196,1154,489
1.2381207,1154,489
1.23999278,1154,489
1.24107648,1154,489
1.2428795,1054,535
1.24472594,1054,535
1.24584474,1054,535
1.24775382,1054,535
1.24895682,1054,535
1.25077264,1054,535
1.25263534,1054,535
1.25376234,971,523
1.25578482,971,523
1.25768138,971,523
1.25882832,971,523
1.2607461,971,523
1.26184078,971,523
1.26365122,895,483
1.26549794,895,483
1.26663948,895,483
1.26853048,895,483
1.269739,895,483
1.27153808,895,483
1.27340952,895,483
1.27454584,771,480
1.27615134,771,480
1.2773934,771,480
1.27917458,771,480
1.28109424,771,480
1.2823472,771,480
1.28399282,590,495
1.28509796,590,495
1.28692866,590,495
1.28875674,590,495
1.28995474,590,495
1.29183992,590,495
1.2929647,483,503
1.29481188,483,503
1.29652372,483,503
1.29772344,483,503
1.29898136,483,503
1.30012758,483,503
1.3017821,483,503
1.30295526,514,525
1.30413476,514,525
1.30544098,514,525
1.3066294,514,525
1.30779754,514,525
1.3090047,514,525
1.31014896,514,525
1.31148794,514,525
1.31267086,581,535
1.3138484,581,535
1.31501378,581,535
1.31617098,581,535
1.31752616,581,535
1.31872964,581,535
1.31990794,581,535
1.3210573,581,535
1.32238282,581,535
1.32355526,649,541
1.32472436,649,541
1.32588038,649,541
1.32705054,649,541
1.32864642,649,541
1.32987394,649,541
1.33103688,649,541
1.33235774,649,541
1.33353284,699,543
1.33472176,699,543
1.33587264,699,543
1.33704012,699,543
1.3381917,699,543
1.33957618,699,543
1.34073026,699,543
1.34188732,699,543
1.34306556,725,579
1.34436414,725,579
1.34558408,725,579
1.34674176,725,579
1.34792996,725,579
1.34911632,725,579
1.35046018,725,579
1.3529148,725,579
1.35405296,737,647
1.35586718,737,647
1.35697116,737,647
1.35883846,737,647
1.35992368,737,647
1.36172342,737,647
1.3635915,727,665
1.3647106,727,665
1.36657534,727,665
1.36769952,727,665
1.36952592,727,665
1.37140422,727,665
1.37254582,727,665
1.37416112,619,639
1.37542012,619,639
1.37714656,619,639
1.37906886,619,639
1.38018288,619,639
1.38197872,619,639
1.38317208,497,610
1.38512482,497,610
1.38694594,497,610
1.38805142,497,610
1.38992702,497,610
1.39103196,497,610
1.3928733,487,595
1.39469814,487,595
1.39580052,487,595
1.39766758,487,595
1.39884104,487,595
1.40071156,487,595
1.40286512,487,595
1.40398386,567,570
1.40578236,567,570
1.40717334,567,570
1.40854852,567,570
1.4097373,567,570
1.41091864,567,570
1.4120919,567,570
1.41338824,642,558
1.41458824,642,558
1.41575892,642,558
1.41688804,642,558
1.41806952,642,558
1.41941138,642,558
1.4206189,642,558
1.42177164,642,558
1.42293788,696,535
1.42408102,696,535
1.42539112,696,535
1.42657722,696,535
1.42774494,696,535
1.42964224,696,535
1.43146814,696,535
1.43317302,696,535
1.43445854,740,489
1.43611964,740,489
1.43740182,740,489
1.43908172,740,489
1.4401691,740,489
1.44201306,740,489
1.44381906,762,466
1.44490262,762,466
1.44678864,762,466
1.44794486,762,466
1.4498099,762,466
1.4516592,762,466
1.45276006,756,437
1.45459754,756,437
1.45570054,756,437
1.45750334,756,437
1.45941106,756,437
1.4605403,756,437
1.46217036,756,437
1.46342594,753,406
1.46509872,753,406
1.46617894,753,406
1.46803218,753,406
1.46990794,753,406
1.47108378,753,406
1.4729319,717,425
1.4745381,717,425
1.47573248,717,425
1.47690768,717,425
1.47805412,717,425
1.47941166,717,425
1.48059518,717,425
1.48175346,717,425
1.48294072,717,468
1.48408876,717,468
1.48540512,717,468
1.48660716,717,468
1.48778246,717,468
1.48896318,717,468
1.4901374,717,468
1.4916967,717,468
1.49291482,768,489
1.49418934,768,489
1.4955596,768,489
1.49671384,768,489
1.4978768,768,489
1.49906616,768,489
1.50044894,768,489
1.50199374,768,489
1.5033361,793,518
1.50451056,793,518
1.50571416,793,518
1.50687208,793,518
1.50898288,793,518
1.51076556,793,518
1.51190494,793,518
1.5137602,789,532
1.51485924,789,532
1.51670004,789,532
1.51779824,789,532
1.51965124,789,532
1.52152044,789,532
1.52265176,789,532
1.52444518,769,470
1.52557666,769,470
1.52742582,769,470
1.52915942,769,470
1.53053196,769,470
1.53215408,769,470
1.53340006,743,440
1.53511254,743,440
1.53690094,743,440
1.5380162,743,440
1.53987986,743,440
1.540982,743,440
1.54281272,712,458
1.54460228,712,458
1.54573552,712,458
1.5475894,712,458
1.54873692,712,458
1.55053252,712,458
1.55233516,712,458
1.55349336,714,451
1.55534414,714,451
1.55646136,714,451
1.55811374,714,451
1.55940602,714,451
1.56116618,714,451
1.56306628,714,451
1.56417978,715,430
1.56601812,715,430
1.56710688,715,430
1.56904184,715,430
1.57090618,715,430
1.57200418,715,430
1.57384276,699,453
1.57492092,699,453
1.57672842,699,453
1.578637,699,453
1.57975488,699,453
1.58165294,699,453
1.58284444,707,500
1.58473092,707,500
1.58661758,707,500
1.5877359,707,500
1.58954914,707,500
1.59066778,707,500
1.59252456,707,500
1.5944034,729,523
1.59552868,729,523
1.59717064,729,523
1.59908918,729,523
1.60036046,729,523
1.6025139,729,523
1.60368434,756,517
1.60561018,756,517
1.60747182,756,517
1.6086491,756,517
1.610497,756,517
1.6121842,756,517
1.61346378,770,463
1.6151334,770,463
1.61638134,770,463
1.61803902,770,463
1.61915892,770,463
1.62099476,770,463
1.62280916,770,463
1.62390012,743,385
1.62575104,743,385
1.6268458,743,385
1.62869126,743,385
1.63052608,743,385
1.6316647,743,385
1.63348022,679,346
1.6346049,679,346
1.63635882,679,346
1.63747974,679,346
1.6393697,679,346
1.64100032,679,346
1.64211416,679,346
1.64393164,612,360
1.64510096,612,360
1.64695364,612,360
1.64874556,612,360
1.64985504,612,360
1.651748,612,360
1.65291764,596,419
1.6547293,596,419
1.65662044,596,419
1.6577369,596,419
1.6596226,596,419
1.66073472,596,419
1.66253964,596,419
1.6644129,622,482
1.66555604,622,482
1.6671867,622,482
1.66850126,622,482
1.6701554,622,482
1.67196512,622,482
1.67309612,669,514
1.67493376,669,514
1.67612012,669,514
1.67799234,669,514
1.67979076,669,514
1.68089134,669,514
1.68275296,669,514
1.68385654,710,530
1.68575234,710,530
1.68760194,710,530
1.68877514,710,530
1.69061444,710,530
1.69172166,710,530
1.69352424,730,504
1.69546244,730,504
1.69669544,730,504
1.69859534,730,504
1.69970796,730,504
1.70181322,730,504
1.7037525,740,456
1.70491224,740,456
1.70671352,740,456
1.70855744,740,456
1.7096976,740,456
1.711593,740,456
1.71270578,745,433
1.7145055,745,433
1.71638514,745,433
1.71761128,745,433
1.71942618,745,433
1.72055538,745,433
1.72219102,745,433
1.72356208,730,387
1.72471088,730,387
1.72588292,730,387
1.72777898,730,387
1.7296729,730,387
1.73078134,730,387
1.73259484,730,387
1.73443058,706,347
1.7355788,706,347
1.7374409,706,347
1.73861312,706,347
1.7403728,706,347
1.7420678,706,347
1.74335458,660,361
1.74501586,660,361
1.74611576,660,361
1.74795118,660,361
1.74907136,660,361
1.75089366,660,361
1.75267772,660,361
1.75380006,654,419
1.75569692,654,419
1.75687854,654,419
1.7587359,654,419
1.76070254,654,419
1.76191356,654,419
1.76385966,685,465
1.76567744,685,465
1.76678546,685,465
1.7686844,685,465
1.76979564,685,465
1.77159828,685,465
1.77343906,718,522
1.77459492,718,522
1.77643086,718,522
1.77755012,718,522
1.77944446,718,522
1.7811859,718,522
1.78248512,718,522
1.7840493,734,500
1.78539076,734,500
1.78660896,734,500
1.78776548,734,500
1.78895542,734,500
1.79009852,734,500
1.79141438,734,500
1.79259826,734,500
1.79377752,742,420
1.79514564,742,420
1.79665626,742,420
1.7978376,742,420
1.79905378,742,420
1.80036488,742,420
1.80193036,742,420
1.80309628,695,381
1.8044767,695,381
1.80566328,695,381
1.80683408,695,381
1.80798758,695,381
1.80934562,695,381
1.8105279,695,381
1.81171416,695,381
1.81287154,637,395
1.81403446,637,395
1.81518872,637,395
1.81649812,637,395
1.8176852,637,395
1.8188687,637,395
1.82004528,637,395
1.82134916,637,395
1.82256318,637,395
1.82371424,626,385
1.82488302,626,385
1.82603644,626,385
1.82736822,626,385
1.8288675,626,385
1.83005938,626,385
1.8313547,626,385
1.83257426,626,385
1.83372834,620,397
1.83489562,620,397
1.8360375,620,397
1.83735208,620,397
1.83856168,620,397
1.83974606,620,397
1.8409101,620,397
1.84206392,620,397
1.84339666,634,437
1.84457072,634,437
1.8458538,634,437
1.84700286,634,437
1.84817942,634,437
1.84984826,634,437
1.85104558,634,437
1.85235118,634,437
1.8535597,675,474
1.85471556,675,474
1.85589346,675,474
1.85703838,675,474
1.85818768,675,474
1.85955048,675,474
1.86077556,675,474
1.86193642,675,474
1.86311222,712,492
1.8644185,712,492
1.86562464,712,492
1.8675327,712,492
1.8691918,712,492
1.87044494,712,492
1.87213862,712,492
1.8739194,731,468
1.87503782,731,468
1.87682216,731,468
1.87792906,731,468
1.8798021,731,468
1.88088234,731,468
1.88270356,741,404
1.88463546,741,404
1.8858292,741,404
1.88764574,741,404
1.88944876,741,404
1.89059234,741,404
1.89245254,741,404
1.89359962,728,339
1.89537468,728,339
1.8970529,728,339
1.89818566,728,339
1.90003936,728,339
1.90114996,728,339
1.90345012,688,306
1.90518222,688,306
1.90651462,688,306
1.90851608,688,306
1.91042856,688,306
1.91158626,688,306
1.91341992,634,323
1.91455176,634,323
1.91642152,634,323
1.91809246,634,323
1.91939592,634,323
1.92100638,634,323
1.92210888,634,323
1.92395254,607,383
1.92569644,607,383
1.92683004,607,383
1.92874396,607,383
1.92990208,607,383
1.93174226,607,383
1.93282296,628,447
1.93465916,628,447
1.93658134,628,447
1.93777396,628,447
1.93963706,628,447
1.94146532,628,447
1.9426143,628,447
1.94445586,672,497
1.94557662,672,497
1.94734576,672,497
1.94906208,672,497
1.95018898,672,497
1.9520055,672,497
1.95311528,694,521
1.95494006,694,521
1.95602644,694,521
1.95787016,694,521
1.95969296,694,521
1.9608477,694,521
1.9626897,694,521
1.9638026,722,482
1.9656081,722,482
1.96743488,722,482
1.96860812,722,482
1.97049448,722,482
1.9717121,722,482
1.97353334,736,446
1.97541792,736,446
1.9765502,736,446
1.97817332,736,446
1.97946978,736,446
1.98116982,736,446
1.98307472,736,446
1.98441672,726,427
1.98602608,726,427
1.98710456,726,427
1.98898298,726,427
1.99074328,726,427
1.99185148,726,427
1.9937446,738,401
1.99494308,738,401
1.99684098,738,401
1.99869464,738,401
1.99980712,738,401
2.0019986,738,401
2.00379352,727,388
2.00490638,727,388
2.00674786,727,388
2.00783834,727,388
2.00970362,727,388
2.01084638,727,388
2.0127126,727,416
2.01464848,704,416
2.01574558,704,416
2.01746676,704,416
2.01876762,704,416
2.01990502,704,416
2.02105138,704,416
2.0229157,704,416
2.02478116,710,463
2.02588298,710,463
2.02772838,710,463
2.02886512,710,463
2.0306712,710,463
2.03253872,710,463
2.03368276,730,487
2.0354585,730,487
2.03658518,730,487
2.03839292,730,487
2.04010252,730,487
2.04138596,730,487
2.0430626,730,487
2.0444072,740,517
2.04611446,740,517
2.04787196,740,517
2.04903272,740,517
2.0508075,740,517
2.05191194,740,517
2.05372566,745,480
2.0548221,745,480
2.05663718,745,480
2.05854738,745,480
2.0596837,745,480
2.06144234,745,480
2.0625489,745,480
2.0645266,748,410
2.06636564,748,410
2.06748384,748,410
2.06912614,748,410
2.07037978,748,410
2.07208272,748,410
2.0739139,715,393
2.075075,715,393
2.07693862,715,393
2.07803222,715,393
2.0798967,715,393
2.0816649,715,393
2.082777,681,418
2.08470048,681,418
2.08587966,681,418
2.08765438,681,418
2.08950086,681,418
2.09063624,681,418
2.09253912,681,418
2.09374172,682,447
2.0955793,682,447
2.0975064,682,447
2.09868004,682,447
2.10046246,682,447
2.10264676,682,447
2.10378334,682,479
2.1056257,682,479
2.10673636,682,479
2.1087176,682,479
2.11063216,682,479
2.11173412,682,479
2.11349732,699,495
2.11467766,699,495
2.11589312,699,495
2.11703866,699,495
2.11838194,699,495
2.11957324,699,495
2.12075688,699,495
2.12190256,699,495
2.12307816,724,521
2.12437346,724,521
2.12558418,724,521
2.12673324,724,521
2.12789592,724,521
2.12952704,724,521
2.13072528,724,521
2.13188242,724,521
2.13410456,737,533
2.13590266,737,533
2.13703652,737,533
2.13887808,737,533
2.13997284,737,533
2.14181822,737,533
2.14291098,744,505
2.1447099,744,505
2.14657968,744,505
2.1477016,744,505
2.14958348,744,505
2.15070734,744,505
2.1524931,744,505
2.15435394,747,457
2.15550146,747,457
2.15713608,747,457
2.15852484,747,457
2.16019138,747,457
2.1620339,747,457
2.16315142,748,416
2.16484872,748,416
2.16613184,748,416
2.16805944,748,416
2.16988226,748,416
2.17099434,748,416
2.17282998,748,416
2.1739048,732,413
2.1757347,732,413
2.17681902,732,413
2.17867694,732,413
2.18056442,732,413
2.1816853,732,413
2.18358714,707,479
2.18545,707,479
2.18659768,707,479
2.18791396,707,479
2.1891088,707,479
2.19044564,707,479
2.19163708,707,479
2.19282796,678,530
2.19397964,678,530
2.19515014,678,530
2.19668092,678,530
2.19790076,678,530
2.19936506,678,530
2.2005935,678,530
2.20206884,678,530
2.20343072,680,555
2.20462484,680,555
2.2057946,680,555
2.20695944,680,555
2.20817622,680,555
2.20955396,680,555
2.21152102,680,555
2.2126685,680,567
2.21443996,698,567
2.21554986,698,567
2.21741808,698,567
2.2191187,698,567
2.22038062,698,567
2.22205122,698,567
2.22314548,724,557
2.22498698,724,557
2.22673538,724,557
2.22785938,724,557
2.2297748,724,557
2.23094896,724,557
2.2327492,737,517
2.23452544,737,517
2.23566336,737,517
2.23749588,737,517
2.23866786,737,517
2.24046716,737,517
2.24216498,737,517
2.24344404,743,497
2.24510016,743,497
2.24636068,743,497
2.24797024,743,497
2.24910074,743,497
2.25094658,743,497
2.25277768,743,497
2.25396128,713,470
2.25580146,713,470
2.25689616,713,470
2.25867062,713,470
2.25986528,713,470
2.2610206,713,470
2.2621724,713,470
2.2635114,595,371
2.26467572,595,371
2.26583128,595,371
2.26698312,595,371
2.2681507,595,371
2.26949652,595,371
2.2706945,595,371
2.27183696,595,371
2.2730197,468,339
2.27416314,468,339
2.27550046,468,339
2.2766867,468,339
2.2778544,468,339
2.2790434,468,339
2.28018034,468,339
2.28152934,468,339
2.28269956,455,391
2.28388576,455,391
2.28503584,455,391
2.28637234,455,391
2.2875444,455,391
2.28876492,455,391
2.28991266,455,391
2.29108466,455,391
2.29239518,455,391
2.29360374,518,451
2.29475394,518,451
2.29592658,518,451
2.2975116,518,451
2.29886368,518,451
2.30003518,518,451
2.30169742,518,451
2.30288888,617,499
2.30485656,617,499
2.30595146,617,499
2.3077518,617,499
2.30966592,617,499
2.31080912,617,499
2.31264412,617,499
2.31373848,683,522
2.31555502,683,522
2.31744674,683,522
2.31861432,683,522
2.32044066,683,522
2.32156352,683,522
2.32340716,717,500
2.32511172,717,500
2.32637366,717,500
2.32800516,717,500
2.3291535,717,500
2.33099984,717,500
2.33279574,717,500
2.33388802,733,488
2.33573616,733,488
2.33684244,733,488
2.33868724,733,488
2.34048364,733,488
2.34173284,733,488
2.34359346,725,466
2.3446968,725,466
2.34648814,725,466
2.34837784,725,466
2.34952352,725,466
2.35116864,725,466
2.3525399,725,466
2.3543788,652,403
2.3560696,652,403
2.35719102,652,403
2.35901366,652,403
2.36018442,652,403
2.36205512,652,403
2.36381466,497,355
2.3649493,497,355
2.36675224,497,355
2.3678332,497,355
2.36971144,497,355
2.37079944,497,355
2.37263998,497,355
2.3745209,453,382
2.37564412,453,382
2.3774166,453,382
2.37857094,453,382
2.38051178,453,382
2.3823658,453,382
2.38349816,550,430
2.38511836,550,430
2.38636778,550,430
2.38808372,550,430
2.38990648,550,430
2.39100352,550,430
2.39284192,550,430
2.39394138,633,470
2.39576244,633,470
2.39754778,633,470
2.39876818,633,470
2.40069742,633,470
2.40280378,633,470
2.40391736,692,508
2.40517746,692,508
2.40650856,692,508
2.40769576,692,508
2.40887666,692,508
2.41009514,692,508
2.4114151,692,508
2.41263856,692,508
2.4145305,721,527
2.41616012,721,527
2.41739262,721,527
2.41912018,721,527
2.42087312,721,527
2.42200454,721,527
2.4238137,735,519
2.42490902,735,519
2.4267473,735,519
2.42783898,735,519
2.42967752,735,519
2.4315775,735,519
2.43271546,743,515
2.43453,743,515
2.43639168,743,515
2.4375605,743,515
2.43947542,743,515
2.44061326,743,515
2.44239518,743,515
2.44406514,746,479
2.44518864,746,479
2.4470497,746,479
2.44816348,746,479
2.44993748,746,479
2.45101602,746,479
2.4528508,748,444
2.45467528,748,444
2.4558731,748,444
2.45771014,748,444
2.45884314,748,444
2.46070438,748,444
2.46257012,748,444
2.463702,749,461
2.46561126,749,461
2.466796,749,461
2.46861306,749,461
2.4704936,749,461
2.47162812,749,461
2.47339298,750,486
2.47452644,750,486
2.47646596,750,486
2.47818212,750,486
2.47946996,750,486
2.4810756,750,486
2.48218142,750,486
2.48407196,750,516
2.48597968,750,516
2.48708192,750,516
2.48893416,750,516
2.49003652,750,516
2.49195748,750,516
2.49378358,750,531
2.49488524,750,531
2.49675522,750,531
2.49787238,750,531
2.4997,750,531
2.501947,750,531
2.50312762,750,555
2.50498544,750,555
2.50680004,750,555
2.50789356,750,555
2.50977064,750,555
2.51089544,750,555
2.51270538,750,602
2.51456366,750,602
2.51568974,750,602
2.51753656,750,602
2.51870238,750,602
2.5204986,750,602
2.52239084,750,602
2.52352032,733,556
2.52513114,733,556
2.52638488,733,556
2.5280958,733,556
2.53003384,733,556
2.53115726,733,556
2.53294652,733,556
2.534058,622,449
2.53589088,622,449
2.53697342,622,449
2.5388635,622,449
2.54076544,622,449
2.54187076,622,449
2.54370884,515,412
2.54478872,515,412
2.54660202,515,412
2.54852522,515,412
2.54965914,515,412
2.551406,515,412
2.55254382,515,412
2.55438234,513,444
2.55606372,513,444
2.55742842,513,444
2.55908942,513,444
2.5601736,513,444
2.56203868,513,444
2.5638171,581,495
2.564922,581,495
2.56675912,581,495
2.56785082,581,495
2.56967164,581,495
2.57146184,581,495
2.57262298,581,495
2.57449792,648,521
2.57571172,648,521
2.57753996,648,521
2.57907948,648,521
2.58039312,648,521
2.58159304,648,521
2.58276562,699,533
2.58394736,699,533
2.58510062,699,533
2.58642952,699,533
2.58761172,699,533
2.58882712,699,533
2.58998966,699,533
2.59113442,699,533
2.59247616,699,533
2.59364634,725,540
2.59483216,725,540
2.5959709,725,540
2.59714474,725,540
2.59876474,725,540
2.60006082,725,540
2.60287692,725,540
2.60398704,737,543
2.60582058,737,543
2.60758888,737,543
2.60875548,737,543
2.61065084,737,543
2.61175538,737,543
2.6135687,744,493
2.6154328,744,493
2.61658116,744,493
2.61851008,744,493
2.61972832,744,493
2.62154924,744,493
2.62343688,849,383
2.62459212,849,383
2.62634414,849,383
2.62745466,849,383
2.62917582,849,383
2.63096032,849,383
2.6320626,849,383
2.63388334,1090,345
2.63497892,1090,345
2.63679956,1090,345
2.63787696,1090,345
2.63971186,1090,345
2.64164994,1090,345
2.6428824,1245,394
2.6446882,1245,394
2.64644208,1245,394
2.6476412,1245,394
2.64889338,1245,394
2.6500409,1245,394
2.6513604,1245,394
2.65257154,1245,394
2.65375744,1236,452
2.65491078,1236,452
2.65608902,1236,452
2.65739,1236,452
2.65863836,1236,452
2.65979212,1236,452
2.66092484,1236,452
2.6620994,1236,452
2.66342392,1147,499
2.66463388,1147,499
2.66579436,1147,499
2.66697526,1147,499
2.6681173,1147,499
2.66948122,1147,499
2.6706632,1147,499
2.6718391,1147,499
2.67303886,1034,540
2.67435706,1034,540
2.67552182,1034,540
2.6767142,1034,540
2.67786046,1034,540
2.67904372,1034,540
2.68036196,1034,540
2.68153246,1034,540
2.68275492,944,525
2.68390052,944,525
2.68505452,944,525
2.68634522,944,525
2.68755294,944,525
2.68876334,944,525
2.68993128,944,525
2.6910821,944,525
2.69242696,944,525
2.69360338,864,501
2.69478612,864,501
2.69593762,864,501
2.69710728,864,501
2.69875046,864,501
2.70004994,864,501
2.7016878,864,501
2.7028995,739,489
2.70405616,739,489
2.70539522,739,489
2.70659068,739,489
2.70776852,739,489
2.70893472,739,489
2.7114966,739,489
2.71339162,739,489
2.71452278,574,415
2.71618582,574,415
2.71744712,574,415
2.71909176,574,415
2.7201805,574,415
2.72205522,574,415
2.72386106,508,344
2.7249391,508,344
2.72679466,508,344
2.72790426,508,344
2.72981118,508,344
2.73167392,508,344
2.73280074,561,360
2.73462586,561,360
2.735722,561,360
2.73750514,561,360
2.73938462,561,360
2.74052818,561,360
2.74213868,561,360
2.7433862,622,418
2.74506922,622,418
2.74615884,622,418
2.74798378,622,418
2.74984314,622,418
2.75095686,622,418
2.75279018,622,418
2.75387324,669,465
2.75569046,669,465
2.7575519,669,465
2.75871416,669,465
2.76061686,669,465
2.76172176,669,465
2.76353376,709,505
2.76542044,709,505
2.76663506,709,505
2.76850256,709,505
2.76962938,709,505
2.7714347,709,505
2.77316388,709,505
2.77451426,730,577
2.77633674,730,577
2.77744836,730,577
2.77917768,730,577
2.78095812,730,577
2.78206148,730,577
2.78381626,740,663
2.78492484,740,663
2.78678268,740,663
2.7878715,740,663
2.78979848,740,663
2.79164612,740,663
2.79275794,694,673
2.7945878,694,673
2.79569816,694,673
2.79752104,694,673
2.79941442,694,673
2.80053812,694,673
2.80269802,694,673
2.80465496,568,643
2.80576802,568,643
2.80761908,568,643
2.80955666,568,643
2.8107034,568,643
2.81255836,568,643
2.81368758,455,612
2.815481,455,612
2.81734642,455,612
2.81850294,455,612
2.82011992,455,612
2.8213778,455,612
2.82306458,483,579
2.8241473,483,579
2.82599706,483,579
2.82779418,483,579
2.82894666,483,579
2.83079466,483,579
2.8318867,483,579
2.83379492,565,562
2.83565732,565,562
2.83676406,565,562
2.83863952,565,562
2.83973324,565,562
2.84156018,565,562
2.84344654,641,554
2.84458134,641,554
2.84634876,641,554
2.8474739,641,554
2.84919058,641,554
2.85100076,641,554
2.85210794,641,554
2.8539179,712,533
2.8550288,712,533
2.85693634,712,533
2.85879734,712,533
2.85990106,712,533
2.86175912,712,533
2.86287062,748,505
2.86477686,748,505
2.86662664,748,505
2.86776076,748,505
2.86966092,748,505
2.87077304,748,505
2.87254248,748,505
2.87439932,766,491
2.87564586,766,491
2.8774926,766,491
2.87865078,766,491
2.8804385,766,491
2.88212436,766,491
2.88338966,758,450
2.88510702,758,450
2.88651476,758,450
2.8883776,758,450
2.8900819,758,450
2.89117806,758,450
2.89295984,758,450
2.89405056,720,429
2.8959001,720,429
2.89699844,720,429
2.89895104,720,429
2.90079232,720,429
2.90281454,720,429
2.90401316,684,436
2.90555476,684,436
2.90672334,684,436
2.90807526,684,436
2.90944312,684,436
2.91070406,684,436
2.91186854,684,436
2.91304916,700,474
2.9143894,700,474
2.91561136,700,474
2.91677538,700,474
2.91792942,700,474
2.91912896,700,474
2.92045662,700,474
2.92164254,700,474
2.92279088,760,510
2.92397366,760,510
2.92512072,760,510
2.92645588,760,510
2.92764166,760,510
2.92965356,760,510
2.93156876,760,510
2.93270062,789,545
2.93449918,789,545
2.93562566,789,545
2.93740444,789,545
2.9391235,789,545
2.94038992,789,545
2.94206022,789,545
2.94316768,787,545
2.94504836,787,545
2.94614212,787,545
2.94797954,787,545
2.94982568,787,545
2.95092714,787,545
2.95275374,787,545
2.9538488,768,494
2.95567276,768,494
2.95758572,768,494
2.95877248,768,494
2.96068372,768,494
2.96178648,768,494
2.9636115,725,469
2.9654755,725,469
2.96668986,725,469
2.96858918,725,469
2.97042944,725,469
2.97157796,725,469
2.9734417,704,473
2.97458998,704,473
2.9763688,704,473
2.97808228,704,473
2.9793858,704,473
2.98101872,704,473
2.98212858,704,473
2.9839695,710,441
2.98507066,710,441
2.98690888,710,441
2.98882476,710,441
2.98993778,710,441
2.99177772,710,441
2.99288724,713,425
2.99467998,713,425
2.99656778,713,425
2.99769038,713,425
2.99950454,713,425
3.00063532,713,425
3.00278002,714,451
3.00465382,714,451
3.00578558,714,451
3.00764616,714,451
3.00961578,714,451
3.0107252,714,451
3.01251218,714,451
3.01363312,715,481
3.01547642,715,481
3.01717638,715,481
3.01848562,715,481
3.02009168,715,481
3.02118522,715,481
3.02303182,733,496
3.02480018,733,496
3.02595258,733,496
3.02782034,733,496
3.02896508,733,496
3.0307955,733,496
3.03188468,733,496
3.03357516,758,486
3.03476604,758,486
3.03591826,758,486
3.03707648,758,486
3.03840586,758,486
3.03962176,758,486
3.04079324,758,486
3.04196606,758,486
3.04314014,771,431
3.0444938,771,431
3.04569842,771,431
3.04685258,771,431
3.04803718,771,431
3.04935594,771,431
3.05056258,771,431
3.05172688,771,431
3.05291468,744,352
3.05405974,744,352
3.05537648,744,352
3.05655948,744,352
3.05774642,744,352
3.05893086,744,352
3.06008266,744,352
3.06145048,744,352
3.06262994,744,352
3.0638193,679,329
3.06495902,679,329
3.06612786,679,329
3.06743584,679,329
3.06867722,679,329
3.06983268,679,329
3.07100666,679,329
3.07216854,679,329
3.07350802,629,352
3.07468376,629,352
3.0758554,629,352
3.07701462,629,352
3.07818518,629,352
3.07954344,629,352
3.08073942,629,352
3.08189146,629,352
3.08304106,622,415
3.08437384,622,415
3.08554534,622,415
3.08673834,622,415
3.0878821,622,415
3.08909078,622,415
3.0903878,622,415
3.0915962,622,415
3.09275524,652,463
3.09392504,652,463
3.09507034,652,463
3.09639546,652,463
3.09758398,652,463
3.09879396,652,463
3.10072728,652,463
3.1028895,652,463
3.10470592,701,504
3.10584616,701,504
3.10770676,701,504
3.10884718,701,504
3.11070584,701,504
3.11252764,701,504
3.11367096,725,525
3.11557746,725,525
3.11669854,725,525
3.11853832,725,525
3.12043778,725,525
3.12165806,725,525
3.12344666,755,484
3.1245869,755,484
3.12642604,755,484
3.12811534,755,484
3.12943408,755,484
3.13105252,755,484
3.1321636,755,484
3.13400064,769,430
3.1357446,769,430
3.13686416,769,430
3.1387635,769,430
3.13987002,769,430
3.1417186,769,430
3.1428108,777,402
3.14463588,777,402
3.14650512,777,402
3.14764532,777,402
3.14944004,777,402
3.15055494,777,402
3.15241802,777,402
3.15410236,763,355
3.15538136,763,355
3.15702612,763,355
3.15894608,763,355
3.16009704,763,355
3.16193858,763,355
3.1630425,723,331
3.16487446,723,331
3.16597992,723,331
3.16778298,723,331
3.16971228,723,331
3.17087704,723,331
3.17272636,668,370
3.17381416,668,370
3.17564316,668,370
3.17757376,668,370
3.17881284,668,370
3.18065498,668,370
3.18244458,668,370
3.18360258,658,423
3.18543082,658,423
3.1865709,658,423
3.1881836,658,423
3.18947006,658,423
3.19116204,658,423
3.19293362,658,423
3.19404488,704,485
3.19589712,704,485
3.19707824,704,485
3.19895986,704,485
3.20076816,704,485
3.2023657,704,485
3.2038319,727,532
3.20513042,727,532
3.20645416,727,532
3.20765926,727,532
3.20959352,727,532
3.211492,727,532
3.21262154,727,532
3.214409,739,488
3.21610172,739,488
3.21736646,739,488
3.21905392,739,488
3.22017526,739,488
3.22202246,739,488
3.2231102,727,397
3.22496656,727,397
3.22679912,727,397
