Sample,X(ms) [01.05.2017 19:57:14 533 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
7,699.991640,1185,4334
8,800.004760,1160,4334
9,899.988000,1158,4334
10,1000.011320,1160,4334
11,1100.015400,1134,4323
12,1200.006260,1160,4332
13,1300.012600,1128,4335
14,1400.036280,1160,4333
15,1500.005040,1160,4334
16,1599.993580,1160,4334
17,1699.991260,1144,4334
18,1799.999440,1160,4334
19,1899.995340,1160,4334
20,1999.997260,1160,4334
21,2099.993040,1160,4334
22,2200.004740,1160,4334
23,2300.022720,1154,4334
24,2399.991200,1134,4334
25,2499.995780,1159,4334
26,2600.013080,1158,4336
27,2699.996500,1160,4334
28,2800.014940,1158,4334
29,2899.989880,1158,4334
30,2999.990780,1160,4334
31,3099.986900,1160,4334
32,3199.990140,1160,4334
33,3300.030040,1158,4334
34,3399.991660,1160,4334
35,3500.011320,1160,4334
36,3599.989920,1160,4334
37,3699.985560,1160,4334
38,3800.010820,1160,4334
39,3900.041560,1173,4328
40,4000.008480,1153,4336
41,4099.996480,1162,4334
42,4200.003220,1133,4334
43,4299.990320,1160,4334
44,4399.993100,1135,4334
45,4499.993300,1160,4334
46,4599.994200,1160,4334
47,4700.000040,1134,4334
48,4799.994120,1160,4334
49,4899.990120,1160,4334
50,5000.030800,1160,4334
51,5099.997360,1134,4309
52,5200.012120,1127,4334
53,5299.986660,1159,4334
54,5400.008640,1160,4334
55,5500.049520,1158,4334
56,5600.000800,1160,4334
57,5700.046600,1135,4334
58,5800.028300,1134,4334
59,5899.987460,1158,4334
60,6000.021780,1134,4334
61,6099.998620,1154,4334
62,6200.061940,1160,4334
63,6300.002520,1160,4334
64,6400.021340,1134,4334
65,6500.021540,1160,4334
66,6600.023600,1154,4328
67,6699.995520,1154,4334
68,6800.005560,1161,4334
69,6900.016320,1160,4334
70,7000.061340,1171,4334
71,7100.025560,1160,4334
72,7199.993780,1167,4334
73,7299.991300,1160,4334
74,7399.998040,1160,4334
