Sample,X(ms) [01.05.2017 19:41:11 833 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
8,800.003840,1672,2081
9,899.999060,1674,2081
10,1000.056160,1649,2081
11,1099.993960,1704,2088
12,1200.005900,1638,2096
13,1300.034840,1674,2081
14,1400.001200,1672,2109
15,1500.003660,1680,2088
16,1599.998840,1658,2081
17,1700.015240,1680,2088
18,1800.002740,1703,2075
19,1900.002020,1668,2088
20,2000.017600,1698,2081
21,2099.997060,1704,2081
22,2200.002980,1666,2107
23,2300.033280,1706,2074
24,2399.999500,1673,2081
25,2500.021400,1698,2081
26,2599.998840,1666,2083
27,2700.009600,1648,2081
28,2799.997240,1671,2081
29,2900.059240,1672,2088
30,3000.005100,1678,2081
31,3100.005700,1680,2081
32,3200.068800,1698,2088
33,3300.011760,1674,2083
34,3400.001200,1700,2081
35,3500.025600,1673,2083
36,3600.006400,1698,2081
37,3700.000120,1705,2081
38,3800.009420,1672,2109
39,3900.004380,1678,2081
40,4000.006080,1670,2081
41,4100.007540,1672,2081
42,4200.028480,1697,2081
43,4300.002400,1704,2081
44,4400.029800,1649,2081
45,4500.003340,1672,2114
46,4600.002700,1697,2083
47,4700.040720,1679,2109
48,4800.006980,1672,2081
49,4900.042720,1678,2090
50,5000.010020,1680,2083
51,5100.048420,1672,2081
52,5200.030080,1648,2107
53,5300.014080,1672,2080
54,5400.026420,1672,2083
55,5500.000440,1664,2088
56,5599.999580,1696,2088
57,5700.060280,1674,2082
58,5799.997380,1672,2081
59,5900.033920,1672,2107
60,6000.001080,1670,2083
61,6099.997480,1704,2081
62,6199.997100,1656,2083
63,6300.009940,1641,2081
64,6399.995920,1699,2083
65,6500.023540,1647,2081
66,6600.027780,1680,2081
67,6700.055500,1673,2081
68,6800.019560,1672,2083
69,6899.999760,1640,2081
70,7000.005200,1679,2081
71,7100.005340,1688,2081
72,7200.006240,1673,2081
73,7300.030200,1674,2083
74,7399.994960,1672,2081
75,7500.073260,1679,2081
76,7600.011060,1702,2088
77,7699.995360,1641,2088
78,7800.006780,1697,2081
79,7900.005360,1674,2081
80,8000.017800,1655,2080
81,8099.999100,1678,2081
82,8200.002380,1704,2081
83,8299.997260,1697,2081
84,8400.012780,1640,2083
85,8500.008060,1670,2115
86,8599.998500,1702,2083
87,8700.023020,1672,2114
88,8799.995620,1667,2088
89,8899.999420,1672,2081
90,9000.004460,1705,2083
91,9100.018740,1647,2107
92,9200.042860,1668,2081
93,9300.000020,1647,2081
94,9400.007460,1688,2081
95,9500.009640,1700,2081
96,9600.031500,1696,2081
97,9699.997260,1674,2081
98,9800.003920,1672,2107
99,9900.066720,1704,2081
100,10000.005540,1672,2081
101,10099.991060,1705,2107
102,10200.067940,1672,2081
103,10300.002660,1674,2081
104,10400.011800,1698,2088
105,10500.002060,1680,2081
106,10600.026080,1704,2075
107,10700.002220,1698,2081
108,10800.005820,1704,2081
109,10899.995820,1678,2080
110,11000.061120,1705,2081
111,11100.025400,1678,2083
112,11200.014860,1670,2108
113,11300.008880,1674,2088
114,11400.004720,1672,2081
115,11500.020540,1664,2081
116,11600.011700,1672,2081
117,11699.998540,1698,2081
118,11800.027400,1664,2089
119,11900.003460,1674,2088
120,12000.009800,1674,2082
121,12099.997160,1672,2083
122,12200.003800,1704,2081
123,12300.023620,1699,2090
124,12399.996360,1704,2081
125,12500.011520,1639,2083
126,12600.011120,1648,2081
127,12699.994640,1672,2081
128,12800.013320,1689,2082
129,12899.998860,1704,2108
130,13000.100500,1674,2083
131,13100.014380,1698,2083
132,13199.994360,1672,2075
133,13299.997700,1671,2081
134,13399.999800,1672,2081
135,13500.007220,1678,2088
136,13600.000340,1704,2081
137,13700.054660,1672,2081
138,13800.008500,1698,2114
139,13900.002360,1672,2108
140,13999.999900,1647,2088
141,14100.015400,1638,2081
142,14200.031240,1638,2108
143,14300.002980,1671,2114
144,14399.997420,1672,2108
145,14500.040620,1687,2107
146,14600.011320,1665,2081
147,14700.025800,1673,2108
148,14800.004000,1672,2081
149,14900.019400,1697,2107
