Sample,X(ms) [01.05.2017 19:54:39 433 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
7,699.989000,1433,2593
8,799.995760,1433,2597
9,900.006280,1433,2593
10,1000.018300,1433,2611
11,1100.003940,1433,2594
12,1200.007500,1434,2594
13,1299.994240,1433,2614
14,1399.989800,1433,2594
15,1500.066740,1433,2593
16,1600.025980,1433,2594
17,1699.997240,1433,2593
18,1800.001920,1433,2593
19,1899.990760,1433,2611
20,1999.998500,1408,2593
21,2099.998240,1433,2595
22,2200.014340,1433,2593
23,2300.048480,1433,2593
24,2400.047340,1433,2609
25,2500.001800,1433,2593
26,2599.995820,1433,2593
27,2700.026560,1450,2593
28,2800.035860,1433,2611
29,2900.006960,1433,2593
30,2999.991320,1433,2593
31,3099.998680,1433,2594
32,3199.989520,1433,2593
33,3299.987760,1433,2610
34,3400.051160,1449,2593
35,3500.014180,1433,2624
36,3600.019620,1437,2593
37,3700.002640,1433,2609
38,3800.047720,1433,2593
39,3900.005700,1433,2576
40,3999.999200,1433,2576
41,4100.008180,1433,2593
42,4199.994040,1433,2593
43,4300.006540,1433,2593
44,4400.023000,1433,2626
45,4499.994700,1433,2576
46,4600.028240,1428,2593
47,4700.010160,1446,2592
48,4800.073460,1430,2594
49,4900.000220,1437,2593
50,5000.061700,1432,2606
51,5100.087620,1434,2580
52,5199.987600,1433,2602
53,5300.032380,1433,2580
54,5400.039040,1433,2593
55,5499.986000,1446,2589
56,5599.993020,1433,2593
57,5699.992520,1433,2608
58,5800.010340,1433,2590
59,5900.006140,1433,2592
60,6000.000640,1433,2559
61,6099.985640,1430,2593
62,6200.082120,1437,2593
63,6299.988740,1433,2593
64,6399.991040,1433,2623
65,6499.990100,1433,2594
66,6600.049880,1433,2593
67,6699.989380,1433,2593
68,6800.006180,1433,2591
69,6899.993000,1433,2593
70,6999.996980,1433,2607
71,7099.993580,1433,2593
72,7200.016280,1433,2609
73,7299.996480,1433,2590
74,7400.011760,1433,2576
75,7499.988960,1433,2577
76,7599.991620,1433,2593
77,7700.040100,1434,2624
78,7799.992840,1450,2593
79,7899.990200,1433,2593
80,8000.001620,1433,2579
81,8100.022020,1450,2597
82,8199.993040,1433,2596
83,8300.015180,1433,2580
84,8399.992440,1433,2566
85,8499.996740,1433,2592
86,8599.990020,1463,2593
87,8700.009860,1433,2593
88,8800.017900,1453,2593
89,8899.989040,1433,2593
90,8999.998120,1459,2611
91,9100.069040,1450,2594
92,9199.996320,1433,2606
