Sample,X(ms) [01.05.2017 19:50:28 633 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
7,699.969220,1300,3109
8,799.981020,1299,3139
9,899.973340,1289,3121
10,999.982640,1331,3106
11,1099.991420,1313,3123
12,1199.984060,1300,3105
13,1299.981480,1311,3139
14,1399.994820,1300,3135
15,1499.975740,1321,3084
16,1600.004700,1304,3088
17,1699.975720,1330,3102
18,1799.994740,1296,3139
19,1899.977080,1327,3109
20,1999.978580,1327,3108
21,2100.008820,1331,3139
22,2199.999120,1331,3135
23,2299.998480,1300,3136
24,2399.978720,1296,3139
25,2499.971640,1322,3106
26,2599.995520,1312,3135
27,2699.990120,1309,3135
28,2800.002060,1331,3109
29,2899.984200,1297,3103
30,2999.978480,1313,3106
31,3099.977580,1297,3123
32,3199.980820,1309,3135
33,3299.983380,1280,3122
34,3399.969860,1331,3138
35,3499.990420,1284,3108
36,3599.977060,1313,3117
37,3699.978480,1298,3135
38,3799.990460,1327,3106
39,3899.980800,1322,3104
40,4000.031720,1331,3122
41,4099.980060,1313,3109
42,4200.016000,1305,3109
43,4299.977560,1292,3105
44,4399.982040,1297,3122
45,4499.999420,1331,3104
46,4599.973800,1284,3117
47,4699.999760,1313,3105
48,4799.980840,1317,3105
49,4899.976720,1327,3106
50,4999.995960,1296,3091
51,5099.981980,1274,3118
52,5200.005340,1313,3118
53,5299.972900,1296,3135
54,5400.026680,1296,3134
55,5500.002980,1296,3139
56,5599.973940,1296,3094
57,5699.975760,1329,3109
58,5799.977840,1296,3105
59,5900.071960,1311,3106
60,5999.974680,1331,3125
61,6099.975800,1292,3139
62,6200.002440,1331,3139
63,6299.974060,1313,3138
64,6399.981880,1312,3122
65,6499.985340,1297,3123
66,6599.989500,1313,3123
67,6700.006360,1283,3121
68,6799.996400,1330,3139
69,6900.016920,1324,3123
70,6999.972320,1293,3122
71,7099.979180,1330,3104
72,7199.992080,1308,3118
73,7299.971680,1313,3125
74,7399.979680,1291,3139
75,7499.988520,1314,3106
76,7599.980120,1310,3139
77,7699.971280,1331,3121
78,7800.001160,1296,3108
79,7899.969800,1331,3138
80,7999.968660,1329,3122
81,8100.001960,1326,3138
82,8199.984840,1314,3105
83,8300.020500,1331,3135
84,8399.981680,1327,3118
85,8499.976720,1297,3139
86,8599.967500,1330,3122
87,8699.995540,1299,3092
88,8800.001140,1331,3106
89,8899.979660,1330,3139
90,9000.007380,1297,3106
91,9099.972320,1331,3121
92,9199.979260,1328,3138
93,9299.991960,1297,3136
94,9399.978280,1327,3122
95,9499.995120,1283,3138
96,9599.980520,1300,3139
97,9700.013140,1322,3110
98,9799.975440,1296,3104
99,9899.982080,1296,3138
100,9999.997820,1313,3104
101,10099.986260,1331,3136
102,10199.988380,1283,3106
103,10299.971860,1331,3131
104,10399.982040,1334,3135
105,10499.994320,1331,3122
106,10600.032360,1309,3139
107,10700.007780,1331,3122
108,10799.978100,1298,3122
109,10899.992000,1299,3108
110,10999.981100,1327,3122
111,11099.989680,1300,3122
112,11200.003660,1314,3105
113,11299.974120,1312,3106
114,11399.999280,1331,3119
115,11499.983300,1316,3121
116,11599.975340,1330,3100
117,11699.974340,1288,3104
118,11799.994300,1327,3138
119,11900.003000,1331,3121
120,11999.970500,1331,3135
121,12099.985520,1272,3119
122,12199.973160,1328,3139
123,12299.978820,1296,3105
124,12399.999140,1318,3125
125,12499.973220,1314,3121
126,12599.975220,1282,3096
127,12699.978100,1300,3121
128,12799.973840,1296,3105
129,12899.968620,1300,3119
130,12999.980780,1296,3101
131,13099.973660,1305,3138
132,13199.982000,1314,3105
133,13299.984240,1312,3105
134,13399.982800,1296,3139
135,13499.983900,1331,3139
136,13599.996440,1296,3122
137,13699.978880,1323,3109
138,13800.004360,1330,3088
139,13899.978340,1309,3122
140,13999.987260,1312,3136
141,14100.030400,1298,3122
142,14199.979100,1309,3109
143,14299.972720,1309,3122
144,14399.970620,1331,3136
145,14500.017880,1296,3139
146,14599.967500,1330,3135
147,14699.975820,1297,3105
148,14800.000000,1331,3100
149,14899.975020,1313,3136
150,14999.980780,1327,3106
151,15099.982100,1329,3121
152,15200.028220,1309,3122
153,15299.977860,1331,3126
154,15399.970840,1315,3123
155,15500.007060,1330,3122
156,15599.977480,1313,3088
157,15699.990420,1314,3122
158,15799.986740,1284,3122
159,15899.972940,1293,3122
160,15999.980380,1330,3121
161,16100.000300,1297,3108
162,16199.981700,1309,3139
163,16299.971380,1295,3138
164,16400.000300,1283,3138
165,16499.983280,1309,3118
166,16599.977700,1312,3108
167,16700.004540,1316,3109
168,16800.030680,1282,3118
169,16899.995320,1313,3092
170,16999.967860,1331,3138
171,17099.980400,1295,3089
