Sample,X(ms) [01.05.2017 19:52:56 233 UTC],"I_distance_left"[%IW64],"I_distance_right"[%IW66]
8,799.990060,1365,2815
9,899.986540,1365,2812
10,999.992160,1365,2837
11,1099.987720,1366,2811
12,1199.990320,1365,2815
13,1299.980780,1366,2834
14,1399.983640,1364,2799
15,1499.980340,1365,2815
16,1599.986480,1365,2798
17,1699.982800,1365,2799
18,1799.987160,1366,2815
19,1899.987440,1382,2831
20,1999.984560,1364,2815
21,2100.012380,1365,2815
22,2199.993540,1365,2799
23,2299.975800,1348,2837
24,2400.010660,1365,2798
25,2499.981700,1365,2815
26,2599.998860,1395,2815
27,2699.983420,1365,2802
28,2799.991020,1366,2798
29,2899.998060,1378,2814
30,2999.992200,1368,2798
31,3100.001620,1365,2798
32,3200.006200,1365,2815
33,3300.009500,1365,2798
34,3399.986700,1365,2798
35,3499.989300,1365,2815
36,3600.085860,1365,2802
37,3699.996100,1365,2799
38,3799.985900,1378,2832
39,3899.984060,1378,2832
40,3999.990800,1361,2812
41,4099.978620,1365,2812
42,4199.977560,1365,2815
43,4299.995280,1365,2831
44,4399.994140,1358,2815
45,4499.981440,1365,2802
46,4599.986860,1395,2815
47,4700.008600,1365,2829
48,4799.982320,1365,2798
49,4899.991700,1368,2798
50,4999.991800,1369,2812
51,5099.980400,1365,2831
52,5200.072000,1365,2815
53,5299.980880,1365,2802
54,5399.984520,1365,2819
55,5499.989580,1382,2832
56,5599.981180,1362,2815
57,5699.982540,1365,2811
58,5800.038440,1369,2832
59,5899.995120,1381,2818
60,5999.985300,1379,2816
61,6099.982280,1366,2819
62,6200.027000,1366,2799
63,6299.990140,1366,2798
64,6400.014980,1379,2819
65,6499.994420,1365,2815
66,6599.985960,1379,2799
67,6700.045380,1382,2832
68,6799.998360,1365,2815
69,6900.006920,1365,2832
70,7000.024200,1364,2814
71,7100.004540,1386,2829
72,7199.996300,1379,2802
73,7300.004500,1379,2831
74,7399.985960,1385,2828
75,7499.981460,1368,2832
76,7599.989480,1352,2829
77,7699.979500,1369,2819
78,7800.018660,1398,2831
79,7899.974940,1365,2816
80,7999.999600,1378,2799
81,8099.989520,1348,2814
82,8199.988480,1369,2832
83,8300.006520,1367,2833
84,8400.037120,1365,2832
85,8499.989640,1365,2831
86,8599.994020,1385,2832
87,8699.985040,1383,2819
88,8799.980920,1365,2829
89,8899.989660,1365,2819
90,9000.006860,1382,2832
91,9099.990480,1398,2832
92,9200.057460,1396,2832
93,9299.979100,1386,2832
94,9399.988560,1366,2831
95,9500.045460,1365,2829
96,9599.995200,1366,2814
97,9699.990420,1379,2832
98,9799.988180,1380,2832
99,9900.045540,1399,2819
100,9999.989800,1385,2819
101,10100.009720,1399,2832
102,10200.025480,1367,2832
103,10299.984960,1382,2832
104,10400.003960,1365,2831
105,10499.986800,1398,2832
106,10599.977240,1395,2832
107,10700.049580,1366,2832
108,10800.002420,1352,2832
109,10899.984660,1367,2832
110,10999.984960,1398,2832
111,11099.987700,1358,2832
112,11200.009960,1370,2832
113,11299.989300,1399,2832
114,11399.980180,1399,2832
115,11500.072380,1382,2832
116,11599.990100,1397,2832
117,11699.980680,1399,2832
118,11799.980400,1365,2832
119,11899.980880,1386,2832
120,12000.006160,1366,2832
121,12099.986900,1365,2832
122,12199.998080,1367,2832
123,12300.007080,1371,2832
124,12399.997160,1365,2832
125,12500.000540,1399,2832
126,12600.032100,1365,2832
127,12700.003140,1368,2832
128,12799.991960,1365,2832
129,12899.991280,1367,2832
130,13000.003420,1399,2832
131,13100.034560,1392,2832
132,13200.003040,1391,2832
133,13299.982960,1366,2849
134,13399.994900,1392,2832
135,13499.983240,1365,2832
136,13599.980200,1367,2805
137,13700.011840,1391,2826
138,13800.037920,1398,2832
139,13900.013840,1365,2832
140,13999.991380,1373,2806
141,14099.989620,1389,2826
142,14200.007360,1365,2832
143,14299.998520,1386,2832
144,14400.010320,1399,2832
145,14499.991860,1391,2832
146,14599.997160,1366,2847
147,14699.991980,1398,2807
148,14799.985620,1365,2830
149,14899.987940,1398,2806
