Sample,X(ms) [16.06.2017 16:26:20 534 UTC],"Q_motor_PWM"[%QW1000],"Q_motor_direction"[%Q4.0],"M_crank_angle"[%MD72],"M_crank_angular_velocity"[%MD80]
551,803.399140,7,1,2.2619469165802,0
552,804.594380,7,1,2.2619469165802,0
553,805.957780,7,1,2.2619469165802,0
554,807.160080,7,1,2.2619469165802,0
555,808.417520,7,1,2.2619469165802,0
556,809.612820,7,1,2.2619469165802,0
557,810.989700,7,1,2.2619469165802,0
558,812.198700,7,1,2.2619469165802,0
559,813.389320,7,1,2.2619469165802,0
560,814.606580,7,1,2.2619469165802,0
561,815.939080,7,1,2.2619469165802,0
562,817.166700,7,1,2.2619469165802,0
563,818.397980,7,1,2.2619469165802,0
564,819.614920,7,1,2.2619469165802,0
565,820.956300,7,1,2.2619469165802,0
566,822.186020,7,1,2.2619469165802,0
567,823.475580,7,1,2.2619469165802,0
568,824.701620,7,1,2.2619469165802,0
569,826.057200,7,1,2.2619469165802,0
570,827.286660,7,1,2.2619469165802,0
571,828.507360,7,1,2.2619469165802,0
572,829.918760,7,1,2.2619469165802,0
573,831.106420,7,1,2.2619469165802,0
574,832.337840,7,1,2.2619469165802,0
575,833.512140,7,1,2.2619469165802,0
576,835.168700,7,1,2.2619469165802,0
577,836.367520,7,1,2.2619469165802,0
578,837.588900,7,1,2.2619469165802,0
579,838.960740,7,1,2.2619469165802,0
580,840.192620,7,1,2.2619469165802,0
581,841.387760,7,1,2.2619469165802,0
582,842.877940,7,1,2.2619469165802,0
583,844.083600,7,1,2.2619469165802,0
584,845.315640,7,1,2.2619469165802,0
585,846.499240,7,1,2.2619469165802,0
586,847.896920,7,1,2.2619469165802,0
587,849.101060,7,1,2.2619469165802,0
588,850.338480,7,1,2.2619469165802,0
589,851.520920,7,1,2.2619469165802,0
590,852.894380,7,1,2.2619469165802,0
591,854.096200,7,1,2.2619469165802,0
592,855.361160,7,1,2.2619469165802,0
593,856.555480,7,1,2.2619469165802,0
594,858.916940,7,1,2.2619469165802,0
595,860.635260,7,1,2.2619469165802,0
596,861.932320,7,1,2.2619469165802,0
597,863.576480,7,1,2.2619469165802,0
598,864.877400,7,1,2.2619469165802,0
599,866.621740,7,1,2.2619469165802,0
600,868.454480,7,1,2.2619469165802,0
601,869.588760,7,1,2.2619469165802,0
602,871.457320,7,1,2.2619469165802,0
603,872.594400,7,1,2.2619469165802,0
604,874.413060,7,1,2.2619469165802,0
605,876.256760,7,1,2.2619469165802,0
606,877.479960,7,1,2.2619469165802,0
607,879.395060,7,1,2.2619469165802,0
608,881.176920,7,1,2.2619469165802,0
609,882.341660,7,1,2.2619469165802,0
610,884.260400,7,1,2.2619469165802,0
611,885.393440,7,1,2.2619469165802,0
612,887.221460,7,1,2.2619469165802,0
613,889.084840,7,1,2.2619469165802,0
614,890.237020,7,1,2.2619469165802,0
615,892.349540,7,1,2.2619469165802,0
616,894.157460,7,1,2.2619469165802,0
617,895.325200,7,1,2.2619469165802,0
618,897.273420,7,1,2.2619469165802,0
619,898.523260,7,1,2.2619469165802,0
620,900.365500,7,1,2.2619469165802,0
621,902.197440,7,1,2.2619469165802,0
622,903.350220,7,1,2.2619469165802,0
623,904.513240,7,1,2.2619469165802,0
624,905.878720,7,1,2.2619469165802,0
625,907.103560,7,1,2.2619469165802,0
626,908.356260,7,1,2.2619469165802,0
627,909.567000,7,1,2.2619469165802,0
628,910.907060,7,1,2.2619469165802,0
629,912.130500,7,1,2.2619469165802,0
630,913.329360,7,1,2.2619469165802,0
631,914.546560,7,1,2.2619469165802,0
632,915.888760,7,1,2.2619469165802,0
633,917.114960,7,1,2.2619469165802,0
634,918.367000,7,1,2.2619469165802,0
635,919.569940,7,1,2.2619469165802,0
636,920.892560,7,1,2.2619469165802,0
637,922.123720,7,1,2.2619469165802,0
638,923.567300,7,1,2.2619469165802,0
639,925.092760,7,1,2.2619469165802,0
640,926.317300,7,1,2.2619469165802,0
641,927.541360,7,1,2.2619469165802,0
642,928.919700,7,1,2.2619469165802,0
643,930.198740,7,1,2.2619469165802,0
644,931.378040,7,1,2.2619469165802,0
645,932.614320,7,1,2.2619469165802,0
646,934.211820,7,1,2.2619469165802,0
647,935.436520,7,1,2.2619469165802,0
648,936.631480,7,1,2.2619469165802,0
649,938.029940,7,1,2.2619469165802,0
650,939.250280,7,1,2.2619469165802,0
651,940.462740,7,1,2.2619469165802,0
652,941.648320,7,1,2.2619469165802,0
653,943.133360,7,1,2.2619469165802,0
654,944.339180,7,1,2.2619469165802,0
