Sample,X(ms) [28.05.2017 08:13:08 186 UTC],time [s],"I_encoder"[%ID1000],angle [rad],"Q_motor_direction"[%Q4.0],"Q_motor_PWM"[%QW1000],voltage [V]
585,'725,6021','0,7256021',0,0,0,0,0
586,'727,42906','0,72742906',0,0,0,0,0
587,'728,43826','0,72843826',0,0,0,0,0
588,'730,12212','0,73012212',0,0,0,0,0
589,'731,13678','0,73113678',0,0,0,0,0
590,'732,70594','0,73270594',0,0,0,0,0
591,'733,69','0,73369',0,0,0,0,0
592,'735,43486','0,73543486',0,0,0,0,0
593,'736,4372','0,7364372',0,0,0,0,0
594,'738,16774','0,73816774',0,0,0,0,0
595,'740,22358','0,74022358',0,0,0,0,0
596,'741,25702','0,74125702',0,0,0,0,0
597,'742,79414','0,74279414',0,0,0,0,0
598,'743,7858','0,7437858',0,0,0,0,0
599,'745,51738','0,74551738',0,0,0,0,0
600,'746,59522','0,74659522',0,0,0,0,0
601,'748,38782','0,74838782',0,0,0,0,0
602,'749,398','0,749398',0,0,0,0,0
603,'751,06436','0,75106436',0,0,0,0,0
604,'752,03678','0,75203678',0,0,0,0,0
605,'753,63316','0,75363316',0,0,0,0,0
606,'754,62184','0,75462184',0,0,0,0,0
607,'756,3861','0,7563861',0,0,0,0,0
608,'758,2674','0,7582674',0,0,0,0,0
609,'759,29708','0,75929708',0,0,0,0,0
610,'761,01166','0,76101166',0,0,0,0,0
611,'761,9905','0,7619905',0,0,0,0,0
612,'763,51706','0,76351706',0,0,0,0,0
613,'764,5218','0,7645218',0,0,0,0,0
614,'766,3406','0,7663406',0,0,0,0,0
615,'767,4485','0,7674485',0,0,0,0,0
616,'769,16624','0,76916624',0,0,0,0,0
617,'770,1924','0,7701924',0,0,0,0,0
618,'771,7587','0,7717587',0,0,0,0,0
619,'772,73046','0,77273046',0,0,0,0,0
620,'774,51924','0,77451924',0,0,0,0,0
621,'776,2376','0,7762376',0,0,0,0,0
622,'777,30996','0,77730996',0,0,0,0,0
623,'779,13048','0,77913048',0,0,0,0,0
624,'780,15832','0,78015832',0,0,0,0,0
625,'781,70176','0,78170176',0,0,0,0,0
626,'782,73096','0,78273096',0,0,0,0,0
627,'784,44868','0,78444868',0,0,0,0,0
628,'785,449','0,785449',0,0,0,0,0
629,'787,2041','0,7872041',0,0,0,0,0
630,'788,23904','0,78823904',0,0,0,0,0
631,'789,79862','0,78979862',0,0,0,0,0
632,'791,0044','0,7910044',0,0,0,0,0
633,'792,59358','0,79259358',0,0,0,0,0
634,'793,5623','0,7935623',0,0,0,0,0
635,'795,26698','0,79526698',0,0,0,0,0
636,'796,25948','0,79625948',0,0,0,0,0
637,'798,03544','0,79803544',0,0,0,0,0
638,'799,56628','0,79956628',0,0,0,0,0
639,'800,5721','0,8005721',0,0,0,0,0
640,'802,21106','0,80221106',0,0,0,0,0
641,'803,25422','0,80325422',0,0,0,0,0
642,'805,08422','0,80508422',0,0,0,0,0
