exp2_time,exp2_angle,exp2_voltage
1.80163884,0,0
1.80269312,0,0
1.80374838,0,0
1.80477114,0,0
1.80615718,0,11.95
1.80735016,0,11.95
1.80841114,0,11.95
1.80945288,0,11.95
1.81051214,0.020943951023932,11.95
1.81156958,0.020943951023932,11.95
1.81260326,0.020943951023932,11.95
1.81368564,0.020943951023932,11.95
1.81472228,0.0418879020478639,11.95
1.81578016,0.0418879020478639,11.95
1.81681392,0.0418879020478639,11.95
1.81784944,0.0628318530717959,11.95
1.81890832,0.0628318530717959,11.95
1.81993608,0.0837758040957278,11.95
1.8209884,0.0837758040957278,11.95
1.82201732,0.10471975511966,11.95
1.82304692,0.10471975511966,11.95
1.8241248,0.125663706143592,11.95
1.82514814,0.146607657167524,11.95
1.82632826,0.146607657167524,11.95
1.82736474,0.167551608191456,11.95
1.82841692,0.188495559215388,11.95
1.8294627,0.188495559215388,11.95
1.83050006,0.20943951023932,11.95
1.83156182,0.230383461263251,11.95
1.83261474,0.251327412287183,11.95
1.83370086,0.272271363311115,11.95
1.83474144,0.293215314335047,11.95
1.83577864,0.314159265358979,11.95
1.8368353,0.335103216382911,11.95
1.83787196,0.356047167406843,11.95
1.83896096,0.376991118430775,11.95
1.83999486,0.397935069454707,11.95
1.84101054,0.418879020478639,11.95
1.84207352,0.439822971502571,11.95
1.84309696,0.460766922526503,11.95
1.84431326,0.481710873550435,11.95
1.84533556,0.523598775598299,11.95
1.84638894,0.544542726622231,11.95
1.84742996,0.565486677646163,11.95
1.84845726,0.586430628670095,11.95
1.8495337,0.607374579694027,11.95
1.85058872,0.649262481741891,11.95
1.85164806,0.670206432765822,11.95
1.85286528,0.712094334813686,11.95
1.85394548,0.75398223686155,11.95
1.85501722,0.774926187885482,11.95
1.85605314,0.816814089933346,11.95
1.85709682,0.837758040957278,11.95
1.85813996,0.879645943005142,11.95
1.85933334,0.900589894029074,11.95
1.8603613,0.942477796076938,11.95
1.86138888,0.96342174710087,11.95
1.86244738,1.00530964914873,11.95
1.8635762,1.0471975511966,11.95
1.86465362,1.06814150222053,11.95
1.86569522,1.11002940426839,11.95
1.86673276,1.15191730631626,11.95
1.86778,1.19380520836412,11.95
1.86880816,1.21474915938805,11.95
1.86986078,1.25663706143592,11.95
1.8708869,1.29852496348378,11.95
1.87190668,1.34041286553165,11.95
1.87294814,1.38230076757951,11.95
1.87399992,1.42418866962737,11.95
1.87504452,1.4451326206513,11.95
1.87609364,1.48702052269917,11.95
1.8771124,1.52890842474703,11.95
1.87831418,1.5707963267949,11.95
1.87932666,1.61268422884276,11.95
1.88037414,1.65457213089062,11.95
1.88141598,1.69646003293849,11.95
1.88246828,1.73834793498635,11.95
1.88369728,1.78023583703422,11.95
1.88473946,1.82212373908208,11.95
1.88581042,1.86401164112994,11.95
1.88684246,1.92684349420174,11.95
1.88789828,1.9687313962496,11.95
1.88896412,2.01061929829747,11.95
1.88998942,2.05250720034533,11.95
1.89105154,2.0943951023932,11.95
1.89207118,2.13628300444106,11.95
1.89309978,2.17817090648892,11.95
1.89455412,2.22005880853679,11.95
1.8956622,2.28289066160858,11.95
1.89670056,2.32477856365645,11.95
1.89772936,2.38761041672824,11.95
1.89878114,2.42949831877611,11.95
1.89980258,2.47138622082397,11.95
1.90085702,2.51327412287183,11.95
1.9018985,2.57610597594363,11.95
1.90294864,2.61799387799149,11.95
1.90400554,2.65988178003936,11.95
1.90503042,2.70176968208722,11.95
1.90662474,2.78554548618295,11.95
1.90765732,2.82743338823081,11.95
1.90872754,2.86932129027868,11.95
1.90975122,2.91120919232654,11.95
1.91079842,2.97404104539834,11.95
1.91184642,3.0159289474462,11.95
1.91286888,3.078760800518,11.95
1.91394338,3.12064870256586,11.95
1.91498312,3.16253660461372,11.95
1.91605302,3.22536845768552,11.95
1.91706712,3.26725635973338,11.95
1.9180899,3.30914426178125,11.95
1.9191476,3.37197611485304,11.95
1.92031804,3.41386401690091,11.95
1.92137466,3.4766958699727,11.95
1.9224234,3.51858377202057,11.95
1.92349686,3.56047167406843,11.95
1.92457828,3.62330352714023,11.95
1.9256281,3.66519142918809,11.95
1.92668584,3.72802328225989,11.95
