time,angle,voltage
2.66026848,1.46607657167524,2.39
2.66150062,1.48702052269917,2.39
2.6625675,1.48702052269917,2.39
2.66362828,1.5079644737231,2.39
2.6646884,1.5079644737231,2.39
2.66586736,1.52890842474703,2.39
2.66690606,1.52890842474703,2.39
2.66793264,1.54985237577096,2.39
2.66898348,1.54985237577096,2.39
2.67000918,1.5707963267949,2.39
2.6710522,1.5707963267949,2.39
2.67210882,1.59174027781883,2.39
2.67313016,1.61268422884276,2.39
2.67470508,1.61268422884276,2.39
2.6757449,1.63362817986669,2.39
2.67681306,1.63362817986669,2.39
2.67784088,1.65457213089062,2.39
2.6788895,1.65457213089062,2.39
2.67991716,1.67551608191456,2.39
2.68093176,1.67551608191456,2.39
2.68204532,1.69646003293849,2.39
2.6830709,1.71740398396242,2.39
2.68410712,1.71740398396242,2.39
2.68512814,1.73834793498635,2.39
2.68614178,1.73834793498635,2.39
2.68719844,1.75929188601028,2.39
2.68821174,1.75929188601028,2.39
2.68924938,1.78023583703422,2.39
2.69026832,1.78023583703422,2.39
2.69146212,1.80117978805815,2.39
2.69253804,1.80117978805815,2.39
2.6938303,1.82212373908208,2.39
2.69488972,1.82212373908208,2.39
2.69591666,1.84306769010601,2.39
2.69696468,1.84306769010601,2.39
2.69798512,1.86401164112994,2.39
2.69900976,1.88495559215388,2.39
2.70005696,1.88495559215388,2.39
2.70107406,1.90589954317781,2.39
2.70217248,1.90589954317781,2.39
2.7032016,1.92684349420174,2.39
2.70421316,1.92684349420174,2.39
2.70526304,1.94778744522567,2.39
2.70643144,1.94778744522567,2.39
2.70748554,1.9687313962496,2.39
2.70851748,1.9687313962496,2.39
2.70956416,1.98967534727354,2.39
2.71061504,1.98967534727354,2.39
2.71170158,2.01061929829747,2.39
2.71277336,2.0315632493214,2.39
2.71385414,2.0315632493214,2.39
2.7149072,2.05250720034533,2.39
2.715939,2.05250720034533,2.39
2.71694554,2.07345115136926,2.39
2.71797722,2.07345115136926,2.39
2.71901266,2.0943951023932,2.39
2.72005166,2.0943951023932,2.39
2.72108714,2.11533905341713,2.39
2.7221876,2.11533905341713,2.39
2.72323948,2.13628300444106,2.39
2.72425874,2.15722695546499,2.39
2.72544718,2.15722695546499,2.39
2.7264887,2.17817090648892,2.39
2.72754642,2.17817090648892,2.39
2.72859138,2.19911485751286,2.39
2.7296384,2.19911485751286,2.39
2.73070648,2.22005880853679,2.39
2.73181382,2.22005880853679,2.39
2.73287014,2.24100275956072,2.39
2.7338871,2.24100275956072,2.39
2.73488772,2.26194671058465,2.39
2.73593786,2.28289066160858,2.39
2.73696528,2.28289066160858,2.39
2.73800842,2.30383461263251,2.39
2.73904284,2.30383461263251,2.39
2.74006642,2.32477856365645,2.39
2.74111644,2.32477856365645,2.39
2.74217068,2.34572251468038,2.39
2.74321792,2.34572251468038,2.39
2.74424324,2.36666646570431,2.39
2.74525792,2.36666646570431,2.39
2.74644152,2.38761041672824,2.39
2.74793792,2.38761041672824,2.39
2.74964216,2.42949831877611,2.39
2.7506256,2.42949831877611,2.39
2.75222408,2.45044226980004,2.39
2.7531713,2.45044226980004,2.39
2.75483574,2.47138622082397,2.39
2.75579376,2.4923301718479,2.39
2.75745976,2.51327412287183,2.39
2.75826336,2.51327412287183,2.39
2.75996542,2.53421807389577,2.39
2.7609227,2.53421807389577,2.39
2.76267082,2.5551620249197,2.39
2.7642323,2.57610597594363,2.39
2.76524628,2.59704992696756,2.39
2.76688786,2.59704992696756,2.39
2.76792538,2.61799387799149,2.39
2.76967458,2.63893782901543,2.39
2.77066766,2.63893782901543,2.39
2.77286018,2.68082573106329,2.39
2.77488288,2.68082573106329,2.39
2.77587924,2.70176968208722,2.39
2.77760676,2.72271363311115,2.39
2.77859462,2.74365758413509,2.39
2.78012312,2.74365758413509,2.39
2.7811206,2.76460153515902,2.39
2.7828534,2.76460153515902,2.39
2.78383328,2.78554548618295,2.39
2.78553412,2.80648943720688,2.39
2.78652348,2.82743338823081,2.39
2.78806436,2.82743338823081,2.39
2.7891252,2.84837733925475,2.39
2.7908268,2.86932129027868,2.39
2.7918409,2.86932129027868,2.39
2.7935153,2.89026524130261,2.39
2.79447376,2.91120919232654,2.39
2.79608798,2.93215314335047,2.39
2.79711828,2.93215314335047,2.39
2.79884738,2.95309709437441,2.39
2.79980776,2.97404104539834,2.39
2.80151242,2.97404104539834,2.39
2.80303908,2.99498499642227,2.39
2.80401754,3.0159289474462,2.39
2.80496676,3.0159289474462,2.39
2.8067212,3.03687289847013,2.39
2.80848858,3.05781684949407,2.39
2.80953414,3.078760800518,2.39
2.81109014,3.078760800518,2.39
2.8121065,3.09970475154193,2.39
2.81379146,3.09970475154193,2.39
2.8147867,3.12064870256586,2.39
2.81648444,3.14159265358979,2.39
2.81746262,3.16253660461372,2.39
2.81897668,3.16253660461372,2.39
2.81995552,3.18348055563766,2.39
2.82175012,3.18348055563766,2.39
2.82276546,3.20442450666159,2.39
2.82425988,3.22536845768552,2.39
2.82522558,3.24631240870945,2.39
2.82687932,3.24631240870945,2.39
2.8278542,3.26725635973338,2.39
2.82961378,3.28820031075732,2.39
2.83068132,3.30914426178125,2.39
2.83220238,3.30914426178125,2.39
2.8331923,3.33008821280518,2.39
2.83490746,3.35103216382911,2.39
2.83587228,3.35103216382911,2.39
2.83753444,3.37197611485304,2.39
2.83852154,3.39292006587698,2.39
2.84002618,3.39292006587698,2.39
2.8410008,3.41386401690091,2.39
2.84278888,3.43480796792484,2.39
2.8438499,3.43480796792484,2.39
2.8455457,3.45575191894877,2.39
2.8465023,3.4766958699727,2.39
2.84808538,3.49763982099664,2.39
2.84904758,3.49763982099664,2.39
2.85071882,3.51858377202057,2.39
2.85174602,3.51858377202057,2.39
2.853436,3.5395277230445,2.39
2.85424092,3.56047167406843,2.39
2.85599212,3.58141562509236,2.39
2.85779562,3.58141562509236,2.39
2.8587792,3.6023595761163,2.39
2.86050124,3.62330352714023,2.39
2.8615194,3.64424747816416,2.39
2.86303854,3.64424747816416,2.39
2.86403516,3.66519142918809,2.39
2.86574636,3.66519142918809,2.39
2.86675206,3.68613538021202,2.39
2.86848168,3.70707933123596,2.39
2.86945546,3.72802328225989,2.39
2.87101382,3.72802328225989,2.39
2.87205346,3.74896723328382,2.39
2.87409982,3.76991118430775,2.39
2.87507844,3.79085513533168,2.39
2.87676586,3.79085513533168,2.39
2.87772672,3.81179908635562,2.39
2.8794971,3.83274303737955,2.39
2.88101996,3.83274303737955,2.39
2.88206568,3.85368698840348,2.39
2.8835805,3.87463093942741,2.39
2.8846576,3.89557489045134,2.39
2.88575234,3.89557489045134,2.39
2.8867906,3.91651884147528,2.39
2.8878156,3.91651884147528,2.39
2.88886316,3.93746279249921,2.39
2.8898902,3.93746279249921,2.39
2.89094344,3.95840674352314,2.39
2.89201374,3.95840674352314,2.39
2.89303374,3.97935069454707,2.39
2.89407612,4.000294645571,2.39
2.89510642,4.000294645571,2.39
2.89615938,4.02123859659494,2.39
2.8971846,4.02123859659494,2.39
2.8982105,4.04218254761887,2.39
2.89926002,4.04218254761887,2.39
2.90042268,4.0631264986428,2.39
2.9015082,4.0631264986428,2.39
2.90254524,4.08407044966673,2.39
2.90357822,4.08407044966673,2.39
2.90465134,4.10501440069066,2.39
2.9056913,4.1259583517146,2.39
2.90675564,4.1259583517146,2.39
2.90779716,4.14690230273853,2.39
2.90885052,4.14690230273853,2.39
2.90987446,4.16784625376246,2.39
2.91088808,4.16784625376246,2.39
2.9119744,4.18879020478639,2.39
2.91301914,4.18879020478639,2.39
2.91406872,4.20973415581032,2.39
2.91510244,4.20973415581032,2.39
2.91612632,4.23067810683425,2.39
2.91722998,4.25162205785819,2.39
2.91824282,4.25162205785819,2.39
2.91942584,4.27256600888212,2.39
2.92045112,4.27256600888212,2.39
2.92149708,4.29350995990605,2.39
2.92257262,4.29350995990605,2.39
2.92362478,4.31445391092998,2.39
2.92470292,4.31445391092998,2.39
2.92574512,4.33539786195391,2.39
2.9268004,4.33539786195391,2.39
2.92784116,4.35634181297785,2.39
2.92887004,4.37728576400178,2.39
2.92991996,4.37728576400178,2.39
2.93095868,4.39822971502571,2.39
2.93204542,4.39822971502571,2.39
2.93307522,4.41917366604964,2.39
2.93409858,4.41917366604964,2.39
2.9351642,4.44011761707357,2.39
2.93618602,4.44011761707357,2.39
2.93723362,4.46106156809751,2.39
2.93825782,4.46106156809751,2.39
2.93926736,4.48200551912144,2.39
2.94046674,4.50294947014537,2.39
2.9415373,4.50294947014537,2.39
2.94261196,4.5238934211693,2.39
2.94366742,4.5238934211693,2.39
2.9447013,4.54483737219323,2.39
2.9457649,4.54483737219323,2.39
2.946791,4.56578132321717,2.39
2.94784128,4.56578132321717,2.39
2.94913984,4.5867252742411,2.39
2.95020768,4.60766922526503,2.39
2.9512374,4.60766922526503,2.39
2.95243936,4.62861317628896,2.39
2.95351754,4.62861317628896,2.39
2.95455226,4.64955712731289,2.39
2.95561342,4.64955712731289,2.39
2.95670802,4.67050107833683,2.39
2.9577685,4.69144502936076,2.39
2.9587929,4.69144502936076,2.39
2.95982162,4.71238898038469,2.39
2.96087176,4.71238898038469,2.39
2.96192972,4.73333293140862,2.39
2.96299376,4.73333293140862,2.39
2.9640257,4.75427688243255,2.39
2.9650489,4.75427688243255,2.39
2.9660879,4.77522083345649,2.39
2.9671148,4.79616478448042,2.39
2.96860134,4.79616478448042,2.39
2.96977902,4.81710873550435,2.39
2.9708624,4.81710873550435,2.39
2.9719369,4.83805268652828,2.39
2.97294832,4.85899663755221,2.39
2.97448404,4.85899663755221,2.39
2.97552892,4.87994058857615,2.39
2.97660842,4.87994058857615,2.39
2.97766342,4.90088453960008,2.39
2.9787398,4.92182849062401,2.39
2.97977234,4.92182849062401,2.39
2.98082478,4.94277244164794,2.39
2.98189838,4.94277244164794,2.39
2.98293646,4.96371639267187,2.39
2.98398014,4.96371639267187,2.39
2.98502012,4.98466034369581,2.39
2.98607426,4.98466034369581,2.39
2.9871083,5.00560429471974,2.39
2.98813118,5.00560429471974,2.39
2.98919154,5.02654824574367,2.39
2.9902112,5.0474921967676,2.39
2.99146274,5.0474921967676,2.39
2.99250416,5.06843614779153,2.39
2.99352606,5.06843614779153,2.39
2.99460236,5.08938009881547,2.39
2.99564772,5.08938009881547,2.39
2.9967105,5.1103240498394,2.39
2.99775752,5.1103240498394,2.39
2.99881558,5.13126800086333,2.39
2.99986078,5.13126800086333,2.39
3.00086992,5.15221195188726,2.39
3.00195728,5.17315590291119,2.39
3.00299678,5.17315590291119,2.39
3.00405524,5.19409985393513,2.39
3.00508146,5.19409985393513,2.39
3.00610234,5.21504380495906,2.39
3.00717096,5.21504380495906,2.39
3.00818582,5.23598775598299,2.39
3.00922716,5.23598775598299,2.39
3.01025616,5.25693170700692,2.39
3.01125818,5.27787565803085,2.39
3.0124752,5.27787565803085,2.39
3.0135043,5.29881960905478,2.39
3.0145753,5.29881960905478,2.39
3.01561106,5.31976356007872,2.39
3.01667904,5.31976356007872,2.39
3.01780554,5.34070751110265,2.39
3.01884194,5.34070751110265,2.39
3.01988982,5.36165146212658,2.39
3.02091282,5.36165146212658,2.39
3.02199666,5.38259541315051,2.39
3.0230341,5.40353936417444,2.39
3.02405214,5.40353936417444,2.39
3.02510028,5.42448331519838,2.39
3.02613194,5.42448331519838,2.39
3.02718016,5.44542726622231,2.39
3.02821162,5.44542726622231,2.39
3.0292314,5.46637121724624,2.39
3.03042548,5.46637121724624,2.39
3.03148856,5.48731516827017,2.39
3.03255056,5.48731516827017,2.39
3.03360902,5.5082591192941,2.39
3.03466582,5.52920307031804,2.39
3.03573468,5.52920307031804,2.39
3.03676914,5.55014702134197,2.39
3.03781454,5.55014702134197,2.39
3.03884508,5.5710909723659,2.39
3.03986366,5.5710909723659,2.39
3.04091666,5.59203492338983,2.39
3.04197558,5.59203492338983,2.39
3.0430155,5.61297887441376,2.39
3.0440576,5.6339228254377,2.39
3.04510186,5.6339228254377,2.39
3.04613602,5.65486677646163,2.39
3.04715358,5.65486677646163,2.39
3.04820306,5.67581072748556,2.39
3.04969228,5.67581072748556,2.39
3.05076004,5.69675467850949,2.39
3.05184144,5.71769862953342,2.39
3.05288848,5.71769862953342,2.39
3.05393872,5.73864258055736,2.39
3.05495994,5.73864258055736,2.39
3.0560155,5.75958653158129,2.39
3.05704512,5.75958653158129,2.39
3.05809074,5.78053048260522,2.39
3.05975046,5.80147443362915,2.39
3.06154176,5.80147443362915,2.39
3.06254298,5.82241838465308,2.39
3.0640847,5.84336233567702,2.39
3.06506426,5.86430628670095,2.39
3.0667819,5.86430628670095,2.39
3.06779732,5.88525023772488,2.39
3.06950886,5.88525023772488,2.39
3.07047766,5.90619418874881,2.39
3.07201094,5.92713813977274,2.39
3.0730313,5.94808209079668,2.39
3.07507768,5.96902604182061,2.39
3.07605348,5.96902604182061,2.39
3.07774212,5.98996999284454,2.39
3.0788879,6.01091394386847,2.39
3.07990856,6.01091394386847,2.39
3.08093818,6.0318578948924,2.39
3.0820302,6.0318578948924,2.39
3.08306354,6.05280184591634,2.39
3.0841098,6.05280184591634,2.39
3.08513742,6.07374579694027,2.39
3.0861508,6.0946897479642,2.39
3.08720174,6.0946897479642,2.39
3.0882177,6.11563369898813,2.39
3.08927194,6.11563369898813,2.39
3.09045092,6.13657765001206,2.39
3.09150184,6.13657765001206,2.39
3.09256338,6.157521601036,2.39
3.09360974,6.157521601036,2.39
3.09468758,6.17846555205993,2.39
3.0957479,6.17846555205993,2.39
3.09681324,6.19940950308386,2.39
3.09785818,6.22035345410779,2.39
3.09888198,6.22035345410779,2.39
3.09993254,6.24129740513172,2.39
3.10097194,6.24129740513172,2.39
3.1020578,6.26224135615566,2.39
3.10310782,6.26224135615566,2.39
3.10414026,6.28318530717959,2.39
3.1051842,6.28318530717959,2.39
3.10620618,6.30412925820352,2.39
3.10741974,6.32507320922745,2.39
3.10844192,6.32507320922745,2.39
3.10945536,6.34601716025138,2.39
3.11053078,6.34601716025138,2.39
3.11161544,6.36696111127531,2.39
3.11268618,6.36696111127531,2.39
3.11374112,6.38790506229925,2.39
3.11479728,6.38790506229925,2.39
3.1158389,6.40884901332318,2.39
3.11686834,6.40884901332318,2.39
3.11791644,6.42979296434711,2.39
3.11898566,6.45073691537104,2.39
3.1200235,6.45073691537104,2.39
3.12106518,6.47168086639497,2.39
3.12212198,6.47168086639497,2.39
3.12318104,6.49262481741891,2.39
3.1242107,6.49262481741891,2.39
3.12525862,6.51356876844284,2.39
3.12644962,6.51356876844284,2.39
3.12746682,6.53451271946677,2.39
3.12854212,6.5554566704907,2.39
3.12956628,6.5554566704907,2.39
3.13063208,6.57640062151463,2.39
3.13173384,6.57640062151463,2.39
3.1327587,6.59734457253857,2.39
3.13382612,6.59734457253857,2.39
3.13485048,6.6182885235625,2.39
3.13590012,6.6182885235625,2.39
3.13692456,6.63923247458643,2.39
3.13798524,6.66017642561036,2.39
3.13901196,6.66017642561036,2.39
3.14003492,6.68112037663429,2.39
3.14108574,6.68112037663429,2.39
3.14214856,6.70206432765823,2.39
3.14320394,6.70206432765823,2.39
3.14424106,6.72300827868216,2.39
3.14526188,6.72300827868216,2.39
3.14645326,6.74395222970609,2.39
3.14748406,6.74395222970609,2.39
3.14880624,6.76489618073002,2.39
3.14986644,6.78584013175395,2.39
3.15091678,6.78584013175395,2.39
3.15198742,6.80678408277788,2.39
3.15300914,6.80678408277788,2.39
3.1548354,6.82772803380182,2.39
3.15581446,6.84867198482575,2.39
3.15748152,6.86961593584968,2.39
3.15842682,6.86961593584968,2.39
3.16001582,6.89055988687361,2.39
3.16097492,6.91150383789754,2.39
3.16268092,6.91150383789754,2.39
3.16364966,6.93244778892148,2.39
3.16523068,6.95339173994541,2.39
3.16619714,6.95339173994541,2.39
3.16790346,6.97433569096934,2.39
3.16953166,6.99527964199327,2.39
3.1705562,6.99527964199327,2.39
3.17216236,7.0162235930172,2.39
3.1731927,7.03716754404114,2.39
3.17526536,7.05811149506507,2.39
3.17623308,7.079055446089,2.39
3.17850278,7.09999939711293,2.39
3.18002346,7.09999939711293,2.39
3.18102736,7.12094334813687,2.39
3.18269818,7.1418872991608,2.39
3.18371268,7.1418872991608,2.39
3.18544642,7.16283125018473,2.39
3.18642802,7.18377520120866,2.39
3.18795384,7.18377520120866,2.39
3.18897212,7.20471915223259,2.39
3.19067324,7.22566310325653,2.39
3.191719,7.24660705428046,2.39
3.19324978,7.24660705428046,2.39
3.1942371,7.26755100530439,2.39
3.19592954,7.26755100530439,2.39
3.19698712,7.28849495632832,2.39
3.19868694,7.30943890735225,2.39
3.1996755,7.33038285837618,2.39
3.20119094,7.33038285837618,2.39
3.20220846,7.35132680940012,2.39
3.20399264,7.37227076042405,2.39
3.20503128,7.39321471144798,2.39
3.20676478,7.39321471144798,2.39
3.2077325,7.41415866247191,2.39
3.20924022,7.43510261349584,2.39
3.2101928,7.43510261349584,2.39
3.21192362,7.45604656451978,2.39
3.2128898,7.47699051554371,2.39
3.214636,7.47699051554371,2.39
3.21644552,7.49793446656764,2.39
3.21744092,7.51887841759157,2.39
3.2188975,7.51887841759157,2.39
3.21988288,7.5398223686155,2.39
3.22150436,7.56076631963944,2.39
3.22252086,7.58171027066337,2.39
3.22403196,7.58171027066337,2.39
3.22508328,7.6026542216873,2.39
3.22680778,7.62359817271123,2.39
3.22780498,7.62359817271123,2.39
3.22955302,7.64454212373516,2.39
3.23054402,7.6654860747591,2.39
3.23211996,7.6654860747591,2.39
3.23312346,7.68643002578303,2.39
3.23482388,7.70737397680696,2.39
3.23587568,7.72831792783089,2.39
3.2376139,7.72831792783089,2.39
3.23860552,7.74926187885482,2.39
3.24007292,7.74926187885482,2.39
3.24104616,7.77020582987876,2.39
3.24212312,7.79114978090269,2.39
3.24315896,7.79114978090269,2.39
3.24419844,7.81209373192662,2.39
3.24522188,7.83303768295055,2.39
3.24623956,7.83303768295055,2.39
3.24803092,7.85398163397448,2.39
3.24905728,7.87492558499842,2.39
3.2507849,7.87492558499842,2.39
3.25178502,7.89586953602235,2.39
3.25343556,7.91681348704628,2.39
3.25424544,7.91681348704628,2.39
3.2559734,7.93775743807021,2.39
3.25697078,7.95870138909414,2.39
3.25865584,7.95870138909414,2.39
3.25963336,7.97964534011807,2.39
3.26122884,8.00058929114201,2.39
3.26221992,8.00058929114201,2.39
3.26391166,8.02153324216594,2.39
3.2648564,8.04247719318987,2.39
3.26658348,8.0634211442138,2.39
3.26820636,8.0634211442138,2.39
3.2692322,8.08436509523773,2.39
3.27088378,8.10530904626167,2.39
3.27190592,8.10530904626167,2.39
3.27398636,8.1262529972856,2.39
3.27499966,8.14719694830953,2.39
3.27672936,8.16814089933346,2.39
3.27771286,8.16814089933346,2.39
3.27922016,8.18908485035739,2.39
3.28019498,8.21002880138133,2.39
3.2819439,8.23097275240526,2.39
3.28292044,8.23097275240526,2.39
3.28468558,8.25191670342919,2.39
3.28624296,8.27286065445312,2.39
3.28723054,8.29380460547706,2.39
3.28817678,8.29380460547706,2.39
3.28993552,8.31474855650099,2.39
3.29167092,8.31474855650099,2.39
3.29269502,8.33569250752492,2.39
3.29442924,8.35663645854885,2.39
3.29526918,8.37758040957278,2.39
3.29659106,8.37758040957278,2.39
3.29765236,8.39852436059671,2.39
3.2987206,8.39852436059671,2.39
3.299758,8.41946831162065,2.39
3.30078248,8.41946831162065,2.39
3.3018782,8.44041226264458,2.39
3.30290462,8.46135621366851,2.39
3.30396172,8.46135621366851,2.39
3.30499508,8.48230016469244,2.39
3.30601278,8.48230016469244,2.39
3.3070709,8.50324411571637,2.39
3.30809612,8.50324411571637,2.39
3.3091512,8.52418806674031,2.39
3.31018242,8.54513201776424,2.39
3.3111989,8.54513201776424,2.39
3.31255642,8.56607596878817,2.39
3.3136103,8.56607596878817,2.39
3.31468542,8.5870199198121,2.39
3.3157302,8.5870199198121,2.39
3.31680098,8.60796387083603,2.39
3.31785272,8.60796387083603,2.39
3.31887182,8.62890782185997,2.39
3.31993446,8.6498517728839,2.39
3.32095512,8.6498517728839,2.39
3.32210822,8.67079572390783,2.39
3.32315084,8.67079572390783,2.39
3.32416884,8.69173967493176,2.39
3.32521632,8.69173967493176,2.39
3.326233,8.71268362595569,2.39
3.32726596,8.71268362595569,2.39
3.32843646,8.73362757697963,2.39
3.3294549,8.73362757697963,2.39
3.33051378,8.75457152800356,2.39
3.33157394,8.77551547902749,2.39
3.33266138,8.77551547902749,2.39
3.33371482,8.79645943005142,2.39
3.33476508,8.79645943005142,2.39
3.33581668,8.81740338107535,2.39
3.33684862,8.81740338107535,2.39
3.33788134,8.83834733209929,2.39
3.33890544,8.83834733209929,2.39
3.33994502,8.85929128312322,2.39
3.34096456,8.88023523414715,2.39
3.34201458,8.88023523414715,2.39
3.34307012,8.90117918517108,2.39
3.3440889,8.90117918517108,2.39
3.34514656,8.92212313619501,2.39
3.34616658,8.92212313619501,2.39
3.34718278,8.94306708721895,2.39
3.34822488,8.94306708721895,2.39
3.34970596,8.96401103824288,2.39
3.35078244,8.98495498926681,2.39
3.3518462,8.98495498926681,2.39
3.35290126,9.00589894029074,2.39
3.3539348,9.00589894029074,2.39
3.35495904,9.02684289131467,2.39
3.35600972,9.02684289131467,2.39
3.3570334,9.0477868423386,2.39
3.35806188,9.06873079336254,2.39
3.35909454,9.06873079336254,2.39
3.36012656,9.08967474438647,2.39
3.36117914,9.08967474438647,2.39
3.36223126,9.1106186954104,2.39
3.36343262,9.1106186954104,2.39
3.36445664,9.13156264643433,2.39
