exp3_time,exp3_angle,exp3_voltage
2.6211383,0,0
2.62211864,0,0
2.62387546,0,0
2.62576016,0,11.95
2.6271203,0,11.95
2.62880602,0,11.95
2.62980282,0,11.95
2.63149912,0,11.95
2.63251504,0.020943951023932,11.95
2.63401732,0.020943951023932,11.95
2.63505482,0.020943951023932,11.95
2.63676962,0.0418879020478639,11.95
2.63776746,0.0418879020478639,11.95
2.63927528,0.0418879020478639,11.95
2.64026598,0.0628318530717959,11.95
2.6419788,0.0837758040957278,11.95
2.64307438,0.10471975511966,11.95
2.6448091,0.125663706143592,11.95
2.64578042,0.125663706143592,11.95
2.6472101,0.146607657167524,11.95
2.64824848,0.167551608191456,11.95
2.64948246,0.188495559215388,11.95
2.65052016,0.188495559215388,11.95
2.65159008,0.20943951023932,11.95
2.65267526,0.230383461263251,11.95
2.65373908,0.251327412287183,11.95
2.65481316,0.272271363311115,11.95
2.65585634,0.293215314335047,11.95
2.65692012,0.314159265358979,11.95
2.65799182,0.335103216382911,11.95
2.65905354,0.356047167406843,11.95
2.6600917,0.376991118430775,11.95
2.66112454,0.397935069454707,11.95
2.66219126,0.418879020478639,11.95
2.66324486,0.460766922526503,11.95
2.66446306,0.481710873550435,11.95
2.6655153,0.502654824574367,11.95
2.6665483,0.523598775598299,11.95
2.66760708,0.544542726622231,11.95
2.6686629,0.586430628670095,11.95
2.66974304,0.607374579694027,11.95
2.67078402,0.628318530717959,11.95
2.6718452,0.670206432765822,11.95
2.6729177,0.691150383789754,11.95
2.67393952,0.733038285837618,11.95
2.67500702,0.75398223686155,11.95
2.67604632,0.795870138909414,11.95
2.67711582,0.816814089933346,11.95
2.67817832,0.85870199198121,11.95
2.6792143,0.900589894029074,11.95
2.68026812,0.921533845053006,11.95
2.6814506,0.96342174710087,11.95
2.68254524,0.984365698124802,11.95
2.68358716,1.02625360017267,11.95
2.68463432,1.06814150222053,11.95
2.68574384,1.11002940426839,11.95
2.6867733,1.13097335529233,11.95
2.6878271,1.17286125734019,11.95
2.6888718,1.21474915938805,11.95
2.68992878,1.25663706143592,11.95
2.69096882,1.29852496348378,11.95
2.69199082,1.34041286553165,11.95
2.69307458,1.38230076757951,11.95
2.69410232,1.40324471860344,11.95
2.6952072,1.4451326206513,11.95
2.69624298,1.48702052269917,11.95
2.697251,1.52890842474703,11.95
2.6982997,1.5707963267949,11.95
2.6994763,1.61268422884276,11.95
2.70053586,1.65457213089062,11.95
2.70157068,1.69646003293849,11.95
2.70263222,1.73834793498635,11.95
2.70371832,1.78023583703422,11.95
2.70477168,1.82212373908208,11.95
2.70583814,1.86401164112994,11.95
2.70687572,1.90589954317781,11.95
2.7079235,1.94778744522567,11.95
2.70895508,1.98967534727354,11.95
2.7099753,2.05250720034533,11.95
2.71103236,2.0943951023932,11.95
2.71206468,2.13628300444106,11.95
2.71315824,2.17817090648892,11.95
2.7146435,2.24100275956072,11.95
2.7157526,2.28289066160858,11.95
2.71679492,2.34572251468038,11.95
2.71806368,2.38761041672824,11.95
2.71916078,2.45044226980004,11.95
2.7204498,2.4923301718479,11.95
2.72151554,2.53421807389577,11.95
2.72259304,2.59704992696756,11.95
2.72368282,2.63893782901543,11.95
2.72507876,2.68082573106329,11.95
2.72616646,2.76460153515902,11.95
2.72720662,2.80648943720688,11.95
2.72824146,2.84837733925475,11.95
2.7292952,2.91120919232654,11.95
2.73165008,2.97404104539834,11.95
2.73273192,3.05781684949407,11.95
2.73449076,3.09970475154193,11.95
2.73547736,3.18348055563766,11.95
2.736998,3.22536845768552,11.95
2.73800522,3.30914426178125,11.95
2.73975616,3.35103216382911,11.95
2.74075652,3.43480796792484,11.95
2.74252038,3.49763982099664,11.95
2.74351142,3.58141562509236,11.95
2.74499956,3.62330352714023,11.95
2.74599228,3.70707933123596,11.95
2.74781582,3.74896723328382,11.95
2.74889398,3.83274303737955,11.95
2.75058202,3.91651884147528,11.95
2.75157068,3.97935069454707,11.95
2.75317216,4.0631264986428,11.95
2.75412996,4.10501440069066,11.95
2.75588186,4.18879020478639,11.95
2.75685638,4.23067810683425,11.95
2.75853396,4.31445391092998,11.95
2.75948242,4.37728576400178,11.95
2.76103774,4.46106156809751,11.95
2.76199818,4.50294947014537,11.95
2.76371742,4.5867252742411,11.95
2.7652742,4.62861317628896,11.95
2.7662892,4.71238898038469,11.95
2.76724508,4.77522083345649,11.95
2.7689693,4.83805268652828,11.95
2.76992294,4.90088453960008,11.95
2.77180682,4.98466034369581,11.95
2.77360502,5.0474921967676,11.95
2.77460988,5.13126800086333,11.95
2.77615268,5.19409985393513,11.95
2.77715588,5.27787565803085,11.95
2.77887656,5.31976356007872,11.95
2.77986882,5.40353936417444,11.95
2.78156858,5.46637121724624,11.95
2.78258512,5.55014702134197,11.95
2.7840687,5.61297887441376,11.95
2.7850833,5.69675467850949,11.95
2.78680736,5.73864258055736,11.95
2.78778724,5.82241838465308,11.95
2.7894544,5.88525023772488,11.95
2.79028834,5.96902604182061,11.95
2.7920053,6.05280184591634,11.95
2.79301864,6.11563369898813,11.95
2.79476374,6.19940950308386,11.95
2.79576348,6.24129740513172,11.95
2.7972921,6.34601716025138,11.95
2.79826956,6.38790506229925,11.95
2.80002286,6.49262481741891,11.95
2.8010509,6.53451271946677,11.95
2.8027656,6.6182885235625,11.95
2.80449734,6.68112037663429,11.95
2.80549742,6.76489618073002,11.95
2.80678192,6.82772803380182,11.95
2.80804028,6.91150383789754,11.95
2.80986646,6.97433569096934,11.95
2.81085852,7.05811149506507,11.95
2.8126048,7.12094334813687,11.95
2.81362534,7.20471915223259,11.95
2.81513318,7.26755100530439,11.95
2.816134,7.35132680940012,11.95
2.8178576,7.41415866247191,11.95
2.81885138,7.49793446656764,11.95
2.82047272,7.5398223686155,11.95
2.82145626,7.64454212373516,11.95
2.82301586,7.68643002578303,11.95
2.82402466,7.79114978090269,11.95
2.82606554,7.89586953602235,11.95
2.8277388,7.95870138909414,11.95
2.82884338,8.04247719318987,11.95
2.8306122,8.08436509523773,11.95
2.83161798,8.18908485035739,11.95
